run_id,variant,seed,score_source,model_type,target_mode,excluded_features,diffusion_steps,diffusion_restart,endpoint_penalty,region_risk_penalty,candidate_limit,best_epoch,test_correlation,gpu_training_seconds,peak_gpu_memory_mb,method,train_query_count,evaluation_split,evaluation_query_count,region_count,region_size,shortcut_count,internal_node_count,compressed_node_count,compressed_edge_count,fallback_query_count,fallback_rate_pct,preprocessing_seconds,evaluation_wall_seconds,baseline_avg_ms,indexed_avg_ms,elapsed_change_pct,baseline_p95_ms,indexed_p95_ms,p95_change_pct,baseline_avg_expanded,indexed_avg_expanded,expanded_change_pct,faster_query_rate_pct,correctness_rate
diffusion_steps_1__seed1,diffusion_steps_1,1,gnn,graph_sage,midpoint,,1,0.4,2.0,200.0,80000,200,0.6122228503227234,1.4361368969548494,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,39546,40897,92942,192653,7207,48.98722131593257,99.19259044004139,39.23247027792968,12.576141810167961,10.824215034290194,-13.930558372531332,56.1651397321839,47.9305965534877,-14.661306315557187,10296.482803153887,8178.987425231104,-20.565230073265205,69.17482327351821,1
diffusion_steps_1__seed2,diffusion_steps_1,2,gnn,graph_sage,midpoint,,1,0.4,2.0,200.0,80000,200,0.597993791103363,1.359531681984663,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,38983,40805,93034,191657,7072,48.06960304513323,100.6580124659231,43.40556465298869,13.809486788333798,11.987900700132553,-13.190831173683549,62.26795310503803,53.68812638917009,-13.778880287577266,10296.482803153887,8290.34502446982,-19.483719023641477,67.5163132137031,1
diffusion_steps_1__seed3,diffusion_steps_1,3,gnn,graph_sage,midpoint,,1,0.4,2.0,200.0,80000,200,0.6069226264953613,1.36369994294364,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,36128,40952,92887,188749,5587,37.9758020663404,109.381664879038,39.165719110984355,12.48745369332637,10.601047914350938,-15.10640860260869,55.71946380077864,47.42136649438181,-14.8926366844917,10296.482803153887,8074.726481783578,-21.577818016553863,72.83849918433931,1
diffusion_steps_1__seed4,diffusion_steps_1,4,gnn,graph_sage,midpoint,,1,0.4,2.0,200.0,80000,200,0.6039280891418457,1.374863434000872,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,38143,40911,92928,190571,6591,44.80016313213703,99.82195757504087,38.91956694505643,12.310560122972024,10.725370414980537,-12.876665985599278,54.76419835467826,46.772307419450975,-14.593276584581961,10296.482803153887,8253.860250135944,-19.838061132800355,68.67862969004894,1
diffusion_steps_1__seed5,diffusion_steps_1,5,gnn,graph_sage,midpoint,,1,0.4,2.0,200.0,80000,200,0.6177095770835876,1.3548891129903495,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,36093,40975,92864,188702,6697,45.52066340402393,101.16487658396363,38.70755808893591,12.346830815112911,10.583904165794017,-14.278373743981465,54.78400893625804,46.7169085983187,-14.725282969571508,10296.482803153887,8200.03486949429,-20.360816151875095,70.778955954323,1
diffusion_steps_5__seed1,diffusion_steps_5,1,gnn,graph_sage,midpoint,,5,0.4,2.0,200.0,80000,200,0.6305223107337952,1.4337157639674842,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,39618,40890,92949,192322,5962,40.5247417074497,109.2320544590475,44.66220325604081,13.945325739790793,11.807555550932005,-15.32965402707659,62.44269692688249,52.3432364105247,-16.17396591339383,10296.482803153887,8058.481307775965,-21.735592028497397,70.45269168026101,1
diffusion_steps_5__seed2,diffusion_steps_5,2,gnn,graph_sage,midpoint,,5,0.4,2.0,200.0,80000,200,0.6194723844528198,1.3745934480102733,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,40462,40819,93020,192669,5630,38.268080478520936,103.33461153693497,38.98507516994141,12.389132482360019,10.69887000515709,-13.643106001243988,54.388319764984786,47.88942757295449,-11.949058584843952,10296.482803153887,8187.229812398043,-20.485179561604916,71.40429581294183,1
diffusion_steps_5__seed3,diffusion_steps_5,3,gnn,graph_sage,midpoint,,5,0.4,2.0,200.0,80000,200,0.6285056471824646,1.433958202949725,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,38109,40876,92963,190658,5360,36.43284393692224,100.72680346609559,38.434726831968874,12.535753989193509,10.704873217567116,-14.605270438497042,55.54182055057035,48.30912988400087,-13.022062645541443,10296.482803153887,8078.613716693855,-21.540064980059814,73.57939097335509,1
diffusion_steps_5__seed4,diffusion_steps_5,4,gnn,graph_sage,midpoint,,5,0.4,2.0,200.0,80000,200,0.6243677139282227,1.3727151880739257,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,41053,40839,93000,193085,5898,40.08972267536704,102.20402412302792,39.843122398946434,12.34012454497598,10.622048865866827,-13.922676978237082,54.237041989108576,47.04976771026852,-13.25159709167647,10296.482803153887,8124.415579119086,-21.09523480551515,71.75774877650896,1
diffusion_steps_5__seed5,diffusion_steps_5,5,gnn,graph_sage,midpoint,,5,0.4,2.0,200.0,80000,200,0.6358568668365479,1.4507834849646315,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,38091,40892,92947,190209,7277,49.46302338227297,101.17258424498141,41.15299153700471,13.125216129537629,11.286947590858174,-14.005624901997038,58.73883195454256,50.01968977740037,-14.843914812418902,10296.482803153887,8188.298123980424,-20.47480406151614,68.97770527460577,1
full__seed1,full,1,gnn,graph_sage,midpoint,,3,0.4,2.0,200.0,80000,200,0.6295064687728882,1.3775340499123558,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,38683,40894,92945,190820,5913,40.19168026101142,100.71779107896145,39.15324901707936,12.580731043353062,10.70719067494551,-14.892142292457821,55.83494749153037,47.484479332342744,-14.955630002973164,10296.482803153887,8085.21044045677,-21.47599724072563,70.80614464382818,1
full__seed2,full,2,gnn,graph_sage,midpoint,,3,0.4,2.0,200.0,80000,200,0.6176303029060364,1.3654587189666927,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,39372,40842,92997,191560,5593,38.01658510059815,100.8355652190512,38.05280692491215,12.262913565075555,10.622899782019802,-13.373769409306346,54.47948154178455,47.98838963615711,-11.91474610610771,10296.482803153887,8214.366843393149,-20.221623243259057,71.75774877650896,1
full__seed3,full,3,gnn,graph_sage,midpoint,,3,0.4,2.0,200.0,80000,200,0.626319408416748,1.4368073920486495,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,37773,40882,92957,190419,5814,39.51876019575856,99.94204680796247,38.65834752598312,12.546594308717976,10.677580340272154,-14.89658406462654,55.281174066476524,48.10031799715944,-12.989695299672876,10296.482803153887,8059.304173463839,-21.72760031226182,72.46465470364328,1
full__seed4,full,4,gnn,graph_sage,midpoint,,3,0.4,2.0,200.0,80000,200,0.6215903162956238,1.385310580022633,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,40707,40838,93001,192729,5884,39.99456226209897,99.47399275493808,39.07430969399866,12.615999157223095,10.812594518459834,-14.294584331283422,55.99114745855334,48.610139696393176,-13.182454900792761,10296.482803153887,8118.767264817836,-21.150091540666693,71.67618270799348,1
full__seed5,full,5,gnn,graph_sage,midpoint,,3,0.4,2.0,200.0,80000,200,0.6343957781791687,1.383396698976867,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,37359,40908,92931,189475,7145,48.565796628602506,99.90720705303829,38.93675615801476,12.332997326000696,10.570061084200136,-14.294467072362849,54.65940782451071,46.518782211933306,-14.893365911891443,10296.482803153887,8174.442427949973,-20.609371333616156,69.86133768352364,1
gnn_only_no_endpoint_risk__seed1,gnn_only_no_endpoint_risk,1,gnn,graph_sage,midpoint,,3,0.4,0.0,0.0,80000,200,0.6486754417419434,1.3741818249691278,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,38750,40944,92895,191507,11811,80.28140293637847,103.24665914010257,41.587205503019504,12.054260380744257,11.865737053602777,-1.5639559888936172,54.022755922051154,52.11036513210276,-3.5399726602392656,10296.482803153887,9747.231715606307,-5.33435638215547,52.15470364328439,1
gnn_only_no_endpoint_risk__seed2,gnn_only_no_endpoint_risk,2,gnn,graph_sage,midpoint,,3,0.4,0.0,0.0,80000,200,0.6493890285491943,1.3878781259991229,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,41440,40889,92950,193240,11659,79.24823273518217,100.08342647203244,42.016099637025036,12.103270823494903,11.922532371673574,-1.493302549840314,53.86255634948613,52.3749733809382,-2.7618127867822917,10296.482803153887,9712.938553561718,-5.667413433773961,52.27025557368135,1
gnn_only_no_endpoint_risk__seed3,gnn_only_no_endpoint_risk,3,gnn,graph_sage,midpoint,,3,0.4,0.0,0.0,80000,200,0.6594640612602234,1.3842888009967282,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,36807,40975,92864,190101,11725,79.69684611201741,99.46701801102608,39.224975001998246,11.86974883687275,11.645729510154618,-1.8873131167041035,53.00814358051868,51.5046142449137,-2.836411981342335,10296.482803153887,9728.579255029908,-5.515510091951259,53.4325720500272,1
gnn_only_no_endpoint_risk__seed4,gnn_only_no_endpoint_risk,4,gnn,graph_sage,midpoint,,3,0.4,0.0,0.0,80000,200,0.6497771143913269,1.3793692350154743,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,39382,40957,92882,191060,12178,82.77596519847744,99.69024927401915,40.67889742006082,12.083113315901562,11.915936851914191,-1.3835545493673718,53.531781368656084,52.265571121824934,-2.3653430064491388,10296.482803153887,9808.359094616639,-4.74068395848467,51.2778684067428,1
gnn_only_no_endpoint_risk__seed5,gnn_only_no_endpoint_risk,5,gnn,graph_sage,midpoint,,3,0.4,0.0,0.0,80000,200,0.6546525359153748,1.3658087539952248,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,38202,40938,92901,190615,11431,77.69847743338771,100.5391764100641,39.83889402495697,12.096383126401353,11.846668630114644,-2.0643732401438797,53.718678449513426,51.261070388136446,-4.574960018211771,10296.482803153887,9649.301454594888,-6.285460393919784,53.24904839586731,1
mlp_no_message_passing__seed1,mlp_no_message_passing,1,gnn,mlp,midpoint,,3,0.4,2.0,200.0,80000,200,0.5471357703208923,0.7697416610317305,212.501953125,gnn_v1_budget_matched,68657,validation,14712,85,512,40421,40964,92875,191042,4540,30.859162588363244,99.81722195504699,39.12502311298158,12.490225393565517,10.88770544937282,-12.830192360005388,55.48600267502488,48.1520823261236,-13.217604432338014,10296.482803153887,8383.542958129417,-18.57857563204517,64.23327895595432,1
mlp_no_message_passing__seed2,mlp_no_message_passing,2,gnn,mlp,midpoint,,3,0.4,2.0,200.0,80000,200,0.5592900514602661,0.757452704012394,212.501953125,gnn_v1_budget_matched,68657,validation,14712,85,512,40744,40951,92888,192029,5254,35.71234366503535,101.96294316393323,38.48993101995438,12.757615726886803,11.006980976440538,-13.722272154324145,57.101565459743156,49.11418584524659,-13.988022132471489,10296.482803153887,8213.326332245786,-20.231728744013587,71.4926590538336,1
mlp_no_message_passing__seed3,mlp_no_message_passing,3,gnn,mlp,midpoint,,3,0.4,2.0,200.0,80000,200,0.5594120025634766,0.8077973530162126,212.501953125,gnn_v1_budget_matched,68657,validation,14712,85,512,37834,40979,92860,189994,5189,35.2705274605764,100.59058432804886,39.03986493102275,12.511344494201815,10.746759176817674,-14.103882426080661,55.443078913958786,48.08932787855156,-13.263605087335417,10296.482803153887,8217.211867862969,-20.193992211146337,71.16639477977161,1
mlp_no_message_passing__seed4,mlp_no_message_passing,4,gnn,mlp,midpoint,,3,0.4,2.0,200.0,80000,200,0.5513346791267395,0.7541913639288396,212.501953125,gnn_v1_budget_matched,68657,validation,14712,85,512,36582,41006,92833,188241,5033,34.21016856987493,100.14149301301222,39.64459944504779,12.438701415075105,10.685602305231003,-14.093907807123907,55.387077375780805,47.55428445641885,-14.141914125960032,10296.482803153887,8225.648790103318,-20.11205236429141,71.04404567699837,1
mlp_no_message_passing__seed5,mlp_no_message_passing,5,gnn,mlp,midpoint,,3,0.4,2.0,200.0,80000,200,0.5486641526222229,0.7674909899942577,212.501953125,gnn_v1_budget_matched,68657,validation,14712,85,512,39773,40921,92918,191794,5637,38.315660685154974,99.51979646692052,40.318849780014716,12.522963118251544,10.656335179868018,-14.905641107119582,55.14379999367526,48.50453973631379,-12.039903412755315,10296.482803153887,8074.971995649809,-21.575433572555603,70.96247960848288,1
no_diffused_demand_features__seed1,no_diffused_demand_features,1,gnn,graph_sage,midpoint,diffused_origin_demand;diffused_destination_demand,3,0.4,2.0,200.0,80000,200,0.6121019721031189,1.4426452369662002,356.984375,gnn_v1_budget_matched,68657,validation,14712,85,512,39453,40832,93007,192276,7077,48.10358890701468,100.73280270898249,40.07742435799446,12.341727881278723,10.83106390436551,-12.24029561699178,55.103880033129855,47.709213470807356,-13.419502506677638,10296.482803153887,8340.81518488309,-18.993550085586143,67.46873300706906,1
no_diffused_demand_features__seed2,no_diffused_demand_features,2,gnn,graph_sage,midpoint,diffused_origin_demand;diffused_destination_demand,3,0.4,2.0,200.0,80000,200,0.6182264089584351,1.4323663850082085,356.984375,gnn_v1_budget_matched,68657,validation,14712,85,512,40280,40853,92986,192144,5572,37.87384448069603,102.75513387902174,40.02097289299127,12.358206608607432,10.566785706804046,-14.495799904782869,54.58312380360445,47.06516439327973,-13.77341362391623,10296.482803153887,8113.934203371397,-21.19703049583067,72.66177270255574,1
no_diffused_demand_features__seed3,no_diffused_demand_features,3,gnn,graph_sage,midpoint,diffused_origin_demand;diffused_destination_demand,3,0.4,2.0,200.0,80000,200,0.6416391730308533,1.3793473310070112,356.984375,gnn_v1_budget_matched,68657,validation,14712,85,512,39594,40852,92987,191397,7956,54.07830342577488,100.82682843401562,40.17748394596856,12.39253199331407,10.899913668529132,-12.044498457540588,55.262760684126995,48.07280799723232,-13.010484090708541,10296.482803153887,8363.757476889614,-18.77073330003781,66.85698749320282,1
no_diffused_demand_features__seed4,no_diffused_demand_features,4,gnn,graph_sage,midpoint,diffused_origin_demand;diffused_destination_demand,3,0.4,2.0,200.0,80000,200,0.6215282678604126,1.4561532790539786,356.984375,gnn_v1_budget_matched,68657,validation,14712,85,512,39608,40846,92993,191714,6353,43.182436106579665,100.97060690796934,38.8208685410209,12.440900462743818,10.681092644885728,-14.145341192368699,54.60252715274693,48.08224875014279,-11.941349132731705,10296.482803153887,8141.707245785753,-20.927297200050788,71.4994562262099,1
no_diffused_demand_features__seed5,no_diffused_demand_features,5,gnn,graph_sage,midpoint,diffused_origin_demand;diffused_destination_demand,3,0.4,2.0,200.0,80000,200,0.6424878835678101,1.3774257530458272,356.984375,gnn_v1_budget_matched,68657,validation,14712,85,512,36917,40915,92924,189700,5673,38.560358890701465,101.12348165898584,38.49215263698716,12.328739095617061,10.334089906102712,-16.178857984134474,54.87837956752632,45.73058335809041,-16.669217060572638,10296.482803153887,7969.234230560087,-22.602364487812743,72.00244698205547,1
no_endpoint_proxy_penalty__seed1,no_endpoint_proxy_penalty,1,gnn,graph_sage,midpoint,,3,0.4,0.0,200.0,80000,200,0.6486754417419434,1.359142306027934,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,36762,40953,92886,189209,6117,41.57830342577488,100.07772617891897,38.64695797988679,12.63249278738263,10.962101291005322,-13.222976054620828,55.72500509442763,48.56687733554281,-12.84545016506533,10296.482803153887,8286.348219140837,-19.522536213990783,69.7389885807504,1
no_endpoint_proxy_penalty__seed2,no_endpoint_proxy_penalty,2,gnn,graph_sage,midpoint,,3,0.4,0.0,200.0,80000,200,0.6493505835533142,1.4300101479748264,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,38578,40863,92976,191255,7303,49.639749864056554,100.381078506005,39.20879938895814,12.59473912785556,11.277986969887428,-10.454779131200064,56.07379860011863,49.66370169422589,-11.43153677104225,10296.482803153887,8527.750815660685,-17.178021090380746,64.53915171288745,1
no_endpoint_proxy_penalty__seed3,no_endpoint_proxy_penalty,3,gnn,graph_sage,midpoint,,3,0.4,0.0,200.0,80000,200,0.6594610810279846,1.3681868269341066,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,37500,40939,92900,190178,6432,43.719412724306686,99.46158798900433,41.17258619598579,12.690090944721412,11.027831728848065,-13.098875517237973,56.48632617667341,48.590413609053954,-13.978449479832078,10296.482803153887,8259.998232735183,-19.778448712553708,69.9021207177814,1
no_endpoint_proxy_penalty__seed4,no_endpoint_proxy_penalty,4,gnn,graph_sage,midpoint,,3,0.4,0.0,200.0,80000,200,0.6497973203659058,1.4476896349806339,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,40185,40904,92935,191934,6385,43.39994562262099,99.48179762600921,40.33526052394882,12.304134482983184,10.828346054299743,-11.994248199452628,54.91595678031446,47.89359295973556,-12.787474228430796,10296.482803153887,8385.848219140837,-18.55618681194523,66.46275149537793,1
no_endpoint_proxy_penalty__seed5,no_endpoint_proxy_penalty,5,gnn,graph_sage,midpoint,,3,0.4,0.0,200.0,80000,200,0.6546357274055481,1.3647446669638157,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,38475,40932,92907,190511,6696,45.51386623164764,104.3698221470695,40.68669145007152,12.355426858785277,10.93986520744905,-11.45700320608266,54.80237336596476,48.40935362153688,-11.66558919216133,10296.482803153887,8435.214314845025,-18.07674061028628,68.11446438281675,1
no_raw_endpoint_frequency__seed1,no_raw_endpoint_frequency,1,gnn,graph_sage,midpoint,origin_frequency;destination_frequency,3,0.4,2.0,200.0,80000,200,0.6311253905296326,1.4377215700224042,356.984375,gnn_v1_budget_matched,68657,validation,14712,85,512,37404,40890,92949,190184,6373,43.31837955410549,100.37942059198394,38.78974413394462,12.415872614737612,10.591131988774503,-14.696837528738381,55.54561352473689,47.632095229346334,-14.246882504711778,10296.482803153887,8091.5971315932575,-21.413969349662366,71.09162588363242,1
no_raw_endpoint_frequency__seed2,no_raw_endpoint_frequency,2,gnn,graph_sage,midpoint,origin_frequency;destination_frequency,3,0.4,2.0,200.0,80000,200,0.6359066367149353,1.437933332985267,356.984375,gnn_v1_budget_matched,68657,validation,14712,85,512,37154,40933,92906,189212,5543,37.67672648178358,99.51709457207471,38.57061144604813,12.359953197437468,10.545006618113877,-14.684089416292245,54.880565503845,47.24071785458368,-13.92086174608762,10296.482803153887,8120.591693855356,-21.13237258680255,72.62778684067428,1
no_raw_endpoint_frequency__seed3,no_raw_endpoint_frequency,3,gnn,graph_sage,midpoint,origin_frequency;destination_frequency,3,0.4,2.0,200.0,80000,200,0.6651895046234131,1.4258633579593152,356.984375,gnn_v1_budget_matched,68657,validation,14712,85,512,39482,40882,92957,191593,8515,57.87792278412181,100.7063923770329,39.5763813930098,12.467270003957218,11.131754152282383,-10.712175570521298,55.139550077729076,49.10705142538066,-10.940420521829664,10296.482803153887,8505.178969548668,-17.397240085289422,65.46356715606308,1
no_raw_endpoint_frequency__seed4,no_raw_endpoint_frequency,4,gnn,graph_sage,midpoint,origin_frequency;destination_frequency,3,0.4,2.0,200.0,80000,200,0.6423538327217102,1.3842685060808435,356.984375,gnn_v1_budget_matched,68657,validation,14712,85,512,38817,40866,92973,191346,5925,40.27324632952692,99.95435680798255,40.54633083497174,12.65481934710388,10.693983885039836,-15.494772452147176,56.56676465296189,47.80069685075434,-15.49685200486104,10296.482803153887,8017.519847743339,-22.13341195221038,71.92767808591626,1
no_raw_endpoint_frequency__seed5,no_raw_endpoint_frequency,5,gnn,graph_sage,midpoint,origin_frequency;destination_frequency,3,0.4,2.0,200.0,80000,200,0.6689644455909729,1.421779655967839,356.984375,gnn_v1_budget_matched,68657,validation,14712,85,512,37767,40938,92901,189829,7501,50.98558999456226,99.92115050298162,38.363092724001035,12.587202672197183,10.834984863656784,-13.920629183247568,55.85923816543077,48.18435941706413,-13.739676731066375,10296.482803153887,8216.564369222404,-20.200280753097445,67.82898314301251,1
proxy_only,proxy_only,,proxy_only,graph_sage,midpoint,,3,0.4,2.0,200.0,80000,,0.8626578241554809,0.0,0.0,gnn_v1_budget_matched,68657,validation,14712,85,512,35589,40961,92878,186664,6994,47.539423599782495,95.60384939296637,40.02107278595213,12.311303057536167,10.581539779549347,-14.050204676977495,54.73706132033843,46.50689734844491,-15.035816270310931,10296.482803153887,8199.674007612834,-20.36432086205967,68.52909189777053,1
region_risk_penalty_0__seed1,region_risk_penalty_0,1,gnn,graph_sage,midpoint,,3,0.4,2.0,0.0,80000,200,0.6294901967048645,1.37667850300204,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,41692,40821,93018,194252,9683,65.81702011963023,111.39262233697809,41.95049428101629,13.038280406766956,11.985938257679646,-8.071172856054986,57.99099676660262,53.54395614122048,-7.668501790511084,10296.482803153887,8939.08849918434,-13.183087175688456,58.80233822729745,1
region_risk_penalty_0__seed2,region_risk_penalty_0,2,gnn,graph_sage,midpoint,,3,0.4,2.0,0.0,80000,200,0.6176249980926514,1.4392267829971388,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,38702,40873,92966,191730,11628,79.03752039151712,101.70721766899806,46.90047704894096,14.095008592203914,13.802858904157482,-2.072717346252795,63.68774498696446,61.499564547557476,-3.435795128018526,10296.482803153887,9730.519847743339,-5.496662950159936,51.71968461120174,1
region_risk_penalty_0__seed3,region_risk_penalty_0,3,gnn,graph_sage,midpoint,,3,0.4,2.0,0.0,80000,200,0.626327633857727,1.4349752540001646,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,38348,40868,92971,191622,11386,77.3926046764546,116.089110692963,44.88704697205685,14.291570705036348,13.61554945143029,-4.730209628867654,65.07265694672243,60.549801727756886,-6.95046956922104,10296.482803153887,9407.217441544317,-8.6365934718716,53.24904839586731,1
region_risk_penalty_0__seed4,region_risk_penalty_0,4,gnn,graph_sage,midpoint,,3,0.4,2.0,0.0,80000,200,0.6215812563896179,1.4408255519811064,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,40066,40884,92955,192173,11608,78.9015769439913,120.47352545696776,50.43628132797312,13.9634038663814,13.624662888195386,-2.42591979310699,62.96700595412403,60.55518692592163,-3.8302901522101696,10296.482803153887,9691.858278955955,-5.872146205233609,52.97716150081566,1
