run_id,variant,seed,score_source,model_type,target_mode,excluded_features,diffusion_steps,diffusion_restart,endpoint_penalty,region_risk_penalty,candidate_limit,best_epoch,test_correlation,gpu_training_seconds,peak_gpu_memory_mb,method,train_query_count,evaluation_split,evaluation_query_count,region_count,region_size,shortcut_count,internal_node_count,compressed_node_count,compressed_edge_count,fallback_query_count,fallback_rate_pct,preprocessing_seconds,evaluation_wall_seconds,baseline_avg_ms,indexed_avg_ms,elapsed_change_pct,baseline_p95_ms,indexed_p95_ms,p95_change_pct,baseline_avg_expanded,indexed_avg_expanded,expanded_change_pct,faster_query_rate_pct,correctness_rate
region_risk_penalty_0__seed5,region_risk_penalty_0,5,gnn,graph_sage,midpoint,,3,0.4,2.0,0.0,80000,200,0.63433837890625,1.395999214029871,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,40021,40905,92934,192199,11291,76.74687330070691,103.4327186329756,39.42182452697307,12.236146114630431,11.930292754347892,-2.4995889834695473,54.35786750749686,52.05169509281406,-4.2425733760890205,10296.482803153887,9591.48538607939,-6.846973190287375,54.76481783578031,1
region_risk_penalty_100__seed1,region_risk_penalty_100,1,gnn,graph_sage,midpoint,,3,0.4,2.0,100.0,80000,200,0.6294935941696167,1.423219549935311,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,38805,40862,92977,191719,7911,53.772430668841764,156.05374908295926,59.26957712590229,18.44251392926048,15.975095283368207,-13.378971301615882,82.05878992448565,71.68356655747638,-12.643646557007527,10296.482803153887,8349.049959216965,-18.913573510173876,65.54513322457858,1
region_risk_penalty_100__seed2,region_risk_penalty_100,2,gnn,graph_sage,midpoint,,3,0.4,2.0,100.0,80000,200,0.6176194548606873,1.480899623944424,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,39435,40849,92990,192368,8240,56.00870038064165,154.37576194503345,62.29350439098198,17.68496058569006,15.575934943151857,-11.925532049218923,78.06237989570957,68.8521879492328,-11.798502631845809,10296.482803153887,8504.977637302882,-17.3991954349912,65.55872756933115,1
region_risk_penalty_100__seed3,region_risk_penalty_100,3,gnn,graph_sage,midpoint,,3,0.4,2.0,100.0,80000,200,0.6263207197189331,1.4860085900872946,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,38674,40876,92963,191763,7692,52.28384991843393,153.6082795879338,59.98890378791839,17.81712852145679,15.564075835686177,-12.64543095739199,78.1797351082787,69.06010556267576,-11.664953242643106,10296.482803153887,8391.925163132137,-18.497167201972797,65.81702011963023,1
region_risk_penalty_100__seed4,region_risk_penalty_100,4,gnn,graph_sage,midpoint,,3,0.4,2.0,100.0,80000,200,0.621578574180603,1.4978805580176413,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,38597,40902,92937,190738,7942,53.983143012506794,148.24683680699673,58.28370884805918,16.606044567168208,14.673641732878501,-11.636743635569058,75.11997331748722,65.60390790691608,-12.667823203760232,10296.482803153887,8515.41945350734,-17.297783949107306,64.91299619358347,1
region_risk_penalty_100__seed5,region_risk_penalty_100,5,gnn,graph_sage,midpoint,,3,0.4,2.0,100.0,80000,200,0.6344077587127686,1.4613626659847796,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,38347,40907,92932,190513,7843,53.31022294725394,130.22348299401347,50.651651461957954,16.308825526629207,14.239933673468256,-12.68571945774295,73.98243734496647,62.30618265690282,-15.782468254755422,10296.482803153887,8393.860793909733,-18.47836825077168,66.55111473626971,1
region_risk_penalty_400__seed1,region_risk_penalty_400,1,gnn,graph_sage,midpoint,,3,0.4,2.0,400.0,80000,200,0.6295067071914673,1.4807681690435857,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,38703,40866,92973,190982,5297,36.00462207721588,140.01801116100978,38.05741014692467,12.87338081835602,10.872942715602946,-15.539337575570444,57.05661990796219,48.49716967437419,-15.001677714865014,10296.482803153887,8021.096451876019,-22.0986757786931,72.32871125611744,1
region_risk_penalty_400__seed2,region_risk_penalty_400,2,gnn,graph_sage,midpoint,,3,0.4,2.0,400.0,80000,200,0.6176201701164246,1.4417584909824654,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,39209,40813,93026,191980,5826,39.60032626427406,101.51062306493986,38.146208470105194,12.76704938104699,10.820028694047311,-15.250357611133547,56.270708009833484,47.88445195881654,-14.903413068041404,10296.482803153887,8047.301250679718,-21.844173350002873,69.9089178901577,1
region_risk_penalty_400__seed3,region_risk_penalty_400,3,gnn,graph_sage,midpoint,,3,0.4,2.0,400.0,80000,200,0.6263213753700256,1.4404343739151955,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,36826,40941,92898,189388,5604,38.09135399673736,99.91802108800039,38.05171817401424,12.674952434209583,10.759810379275795,-15.109658713707175,55.696552945300965,47.85965473274702,-14.070705991895927,10296.482803153887,8060.695826536161,-21.71408450206792,71.20717781402936,1
region_risk_penalty_400__seed4,region_risk_penalty_400,4,gnn,graph_sage,midpoint,,3,0.4,2.0,400.0,80000,200,0.6216073036193848,1.4487891809549183,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,36420,40972,92867,189008,5589,37.98939641109298,100.30200253403746,40.722460657008924,12.509463704483927,10.623510009028037,-15.07621541585259,55.187821236904725,46.357704495312674,-16.00011840236818,10296.482803153887,8072.487425231104,-21.599563855354155,70.08564437194127,1
region_risk_penalty_400__seed5,region_risk_penalty_400,5,gnn,graph_sage,midpoint,,3,0.4,2.0,400.0,80000,200,0.6343739628791809,1.4404681619489565,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,38397,40893,92946,190323,5439,36.96982055464927,100.24925694300327,38.078250352991745,12.588930917305435,10.63058878917208,-15.556063823031307,55.45348144951278,46.8621634761803,-15.492837868357068,10296.482803153887,8000.578371397499,-22.29794849026637,71.13920609026646,1
region_risk_penalty_50__seed1,region_risk_penalty_50,1,gnn,graph_sage,midpoint,,3,0.4,2.0,50.0,80000,200,0.6294881105422974,1.4409387990599498,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,39691,40783,93056,193187,9830,66.81620445894508,98.87213733803947,40.42169333109632,12.122150420642607,11.037554681413354,-8.947222246824394,53.629751526750745,48.79875716869721,-9.008049115506001,10296.482803153887,8776.778616095704,-14.759449572359673,62.06498096791735,1
region_risk_penalty_50__seed2,region_risk_penalty_50,2,gnn,graph_sage,midpoint,,3,0.4,2.0,50.0,80000,200,0.6176190972328186,1.3600242680404335,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,39610,40842,92997,192513,8504,57.803153887982596,126.81994212500285,49.89544754801318,15.814738108364024,14.021338359620538,-11.34005341381531,70.87892582057978,61.78085107821975,-12.836078759701518,10296.482803153887,8552.788336052203,-16.934855333003405,64.45078847199565,1
region_risk_penalty_50__seed3,region_risk_penalty_50,3,gnn,graph_sage,midpoint,,3,0.4,2.0,50.0,80000,200,0.6263280510902405,1.4437866288935766,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,37055,40883,92956,190227,8498,57.76237085372485,139.3008388649905,49.57919428497553,15.77179876790675,13.946206493027745,-11.575041640740514,69.63580764713703,60.80834566964772,-12.676613190472896,10296.482803153887,8538.755165851006,-17.071146243885117,63.4584013050571,1
region_risk_penalty_50__seed4,region_risk_penalty_50,4,gnn,graph_sage,midpoint,,3,0.4,2.0,50.0,80000,200,0.621592104434967,1.40756992099341,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,38372,40937,92902,190982,9653,65.61310494834149,142.72395881696139,55.72058605100028,15.868627270320916,14.731012146017953,-7.168957370563767,72.34874660498467,66.22787882806736,-8.460226422907501,10296.482803153887,9076.50992387167,-11.848442838252794,61.2221315932572,1
region_risk_penalty_50__seed5,region_risk_penalty_50,5,gnn,graph_sage,midpoint,,3,0.4,2.0,50.0,80000,200,0.6343472003936768,1.4803304249653593,359.54638671875,gnn_v1_budget_matched,68657,validation,14712,85,512,38306,40936,92903,190500,7609,51.71968461120174,127.21928636508528,57.46477354201488,18.192646692676878,15.689655655073373,-13.758256728038576,81.02223970927302,69.20707757235508,-14.582616056176112,10296.482803153887,8273.251767264817,-19.649729665642134,65.17808591625884,1
risk_only,risk_only,,risk_only,graph_sage,midpoint,,3,0.4,2.0,200.0,80000,,-0.38360771213784167,0.0,0.0,gnn_v1_budget_matched,68657,validation,14712,85,512,29698,41368,92471,179218,471,3.2014681892332786,89.32801168097649,43.1717757510487,12.989091542817523,11.968273180120704,-7.859043562298185,58.366779302014045,51.22508769854904,-12.235884331583414,10296.482803153887,9275.656402936378,-9.914321421532634,46.451876019575856,1
