epoch,train_batch_loss,train_huber,validation_loss,validation_spearman
1,0.3411620855331421,0.13046206533908844,0.24420589208602905,0.7075712213339918
2,0.1974876480443137,0.08348354697227478,0.20719236135482788,0.7394446330648066
3,0.1545587336378438,0.05556508153676987,0.17244604229927063,0.7602374558885562
4,0.1288480173264231,0.03844308853149414,0.174513578414917,0.7675092852660061
5,0.12217819052083152,0.03768622502684593,0.1828509420156479,0.7617128100661543
6,0.11133343194212232,0.02753647044301033,0.16620588302612305,0.7675195736493925
7,0.10605464769261223,0.02425101399421692,0.17206144332885742,0.7632293177772976
8,0.10277684192572321,0.021499264985322952,0.1638522446155548,0.7768531950574606
9,0.09727872429149491,0.01891336776316166,0.17382079362869263,0.7554657036739817
10,0.10360515064426831,0.02080652303993702,0.16901454329490662,0.7597806516662037
11,0.10188485362700053,0.020559264346957207,0.17281794548034668,0.7487720814428429
12,0.09847397357225418,0.020904541015625,0.17379888892173767,0.7519511919092153
13,0.09739186082567487,0.023021545261144638,0.17086423933506012,0.756934884821548
14,0.09240938297339849,0.017238104715943336,0.1809319704771042,0.7368869409549678
15,0.09404141988073077,0.01247017178684473,0.17399831116199493,0.7536426021379261
16,0.09133439085313252,0.012970252893865108,0.17961102724075317,0.7353786639505334
17,0.08894406179232257,0.011893544346094131,0.16879501938819885,0.7533730464932045
18,0.09419812528150422,0.015213070437312126,0.1701658070087433,0.7504593763181991
19,0.10021088272333145,0.016203615814447403,0.18170687556266785,0.7482144510633044
20,0.09307647390025002,0.013800560496747494,0.1864674836397171,0.7426463779746288
21,0.0945412607065269,0.02034062147140503,0.1721080094575882,0.7435785055094293
22,0.09291336206453187,0.011783176101744175,0.17187634110450745,0.7416340010494151
23,0.08858632083450045,0.009683611802756786,0.18298816680908203,0.7295142854203319
24,0.08909595864159721,0.009917366318404675,0.18801681697368622,0.7316028272477546
25,0.08605728670954704,0.01023925095796585,0.17653605341911316,0.7444118645637211
26,0.08606866321393422,0.010299311019480228,0.17677998542785645,0.7542455014043643
27,0.08820851093956403,0.010588521137833595,0.1700884997844696,0.749062213854337
28,0.09244923080716815,0.00730920908972621,0.17918366193771362,0.743123758963754
29,0.08447728199618203,0.007707832381129265,0.17706963419914246,0.7368313836846816
30,0.08192186802625656,0.00734211690723896,0.1796530932188034,0.7410496208730722
31,0.08796566245811326,0.009649642743170261,0.177536278963089,0.7468975379898557
32,0.0841544499354703,0.010678621008992195,0.17436814308166504,0.7391462699466033
33,0.08505902173263687,0.010526847094297409,0.17912998795509338,0.7438583495375372
34,0.08307775003569466,0.008660159073770046,0.17230433225631714,0.7568299433110075
35,0.08248093937124525,0.00767084676772356,0.17716524004936218,0.7357017191888638
36,0.08158341848424502,0.0073842015117406845,0.1720045506954193,0.7593814623908145
37,0.07807424238749913,0.006553960032761097,0.18013004958629608,0.738473409673138
38,0.0842756237834692,0.006805042270570993,0.1701933741569519,0.7605214152700186
39,0.08755683952144214,0.005078685935586691,0.17726971209049225,0.7404508369599885
40,0.08231944590806961,0.0061610983684659,0.17901653051376343,0.740150416165108
41,0.08729496757899012,0.008496656082570553,0.17443165183067322,0.7437390042902559
42,0.08717426870550428,0.011063963174819946,0.18100965023040771,0.733736637962077
43,0.08437737769314221,0.007286209613084793,0.17668987810611725,0.7403356070660617
44,0.08398007441844259,0.007033312693238258,0.17105340957641602,0.73845694825972
45,0.08162798147116389,0.00825428869575262,0.17645397782325745,0.7399858020309269
46,0.0818183006984847,0.007154744118452072,0.17293909192085266,0.7434015453151847
47,0.08423775966678347,0.006836191285401583,0.17546413838863373,0.7515869831373396
48,0.08264875784516335,0.006935449782758951,0.17473112046718597,0.7419735177011636
49,0.08102009817957878,0.0064025744795799255,0.17378082871437073,0.7450415136269638
50,0.08316925061600548,0.007371747400611639,0.17149028182029724,0.7426854738314969
51,0.08214480057358742,0.008336118422448635,0.18036526441574097,0.742889183822546
52,0.08506955791796957,0.006164774298667908,0.16537901759147644,0.7631799335370433
53,0.08452517752136503,0.009482395835220814,0.1760600209236145,0.7548854388509934
54,0.08506512269377708,0.008310696110129356,0.17749488353729248,0.7419611716411
55,0.08533249369689397,0.006040465552359819,0.17092320322990417,0.7551673405557785
56,0.08079433973346438,0.005807101260870695,0.17306354641914368,0.7509326419539698
57,0.08167205059102603,0.006177820265293121,0.1772022545337677,0.7454900871426072
58,0.08319686353206635,0.005321343429386616,0.17353451251983643,0.7574781114643456
59,0.08164171501994133,0.005924705415964127,0.172429159283638,0.7457575851106516
60,0.08125453761645726,0.0043325177393853664,0.1797424852848053,0.7440949823554225
61,0.08078646234103612,0.004950397647917271,0.17736530303955078,0.7402100887887486
62,0.0776127560862473,0.005382074974477291,0.1751827895641327,0.7530355875181333
63,0.0818743785577161,0.005309869069606066,0.16889064013957977,0.7589102544317211
64,0.08075935393571854,0.008001822978258133,0.1805715560913086,0.7430167597765364
65,0.0818395737026419,0.007650431245565414,0.1779770702123642,0.7399014372871591
66,0.0819348788687161,0.006311096716672182,0.17819082736968994,0.7358910254431721
67,0.08200737993632044,0.005311123561114073,0.17556026577949524,0.741891210634073
68,0.08262128542576518,0.005972967017441988,0.17544309794902802,0.7476979742173112
