epoch,train_loss,train_huber,train_rank,train_full_pairwise_loss,train_pairwise_accuracy,train_pre_step_prediction_mean,train_pre_step_prediction_std,train_pre_step_prediction_min,train_pre_step_prediction_max,validation_loss,validation_huber,validation_rank,validation_pairwise_accuracy,validation_spearman,validation_post_step_prediction_mean,validation_post_step_prediction_std,validation_post_step_prediction_min,validation_post_step_prediction_max,scaler_scale_before,scaler_scale_after,optimizer_state_step_before,optimizer_state_step_after,optimizer_step_skipped,optimizer_step_effective,gradient_norm_before_clip,gradient_norm_after_clip,parameter_delta_norm,learning_rate,trainable_scope,trainable_parameter_count
10,0.48052045702934265,0.0,0.48052045702934265,0.48052045702934265,0.8903898000717163,0.018298011273145676,1.018922209739685,-0.5405411720275879,5.869787693023682,0.4712522029876709,0.11203863471746445,0.4712522029876709,0.8986964821815491,0.9409241025957591,0.08375892788171768,1.16396963596344,-0.5337572693824768,5.638522148132324,1.0,1.0,9,10,0,1,0.017511703073978424,0.017511703073978424,0.6194547414779663,0.005,all,418183
11,0.4771621823310852,0.0,0.4771621823310852,0.4771621823310852,0.8903642296791077,0.033660564571619034,1.044472098350525,-0.5413193702697754,6.015317440032959,0.46614977717399597,0.11615632474422455,0.46614977717399597,0.8991310000419617,0.9414961367120385,0.11128600686788559,1.2116254568099976,-0.5346800088882446,5.875568389892578,1.0,1.0,10,11,0,1,0.03256532922387123,0.03256532922387123,0.6901652812957764,0.005,all,418183
12,0.4716640114784241,0.0,0.4716640114784241,0.4716640114784241,0.8903273344039917,0.05955067649483681,1.0876636505126953,-0.5427165031433105,6.259758472442627,0.4585392475128174,0.12569232285022736,0.4585392475128174,0.8996896147727966,0.942210150519049,0.15540991723537445,1.286541223526001,-0.5351170897483826,6.249912738800049,1.0,1.0,11,12,0,1,0.053081341087818146,0.053081341087818146,0.8166192173957825,0.005,all,418183
13,0.4634782373905182,0.0,0.4634782373905182,0.4634782373905182,0.8903529047966003,0.10116787999868393,1.1557774543762207,-0.5439043641090393,6.646603584289551,0.4478132426738739,0.14713607728481293,0.4478132426738739,0.8995034098625183,0.942187516075599,0.22370654344558716,1.4015182256698608,-0.5346450209617615,6.828283786773682,1.0,1.0,12,13,0,1,0.07912440598011017,0.07912440598011017,0.9791869521141052,0.005,all,418183
14,0.45197173953056335,0.0,0.45197173953056335,0.45197173953056335,0.8904352188110352,0.16569672524929047,1.260435938835144,-0.5445605516433716,7.246264457702637,0.4334010183811188,0.19178441166877747,0.4334010183811188,0.9004344940185547,0.942492052223834,0.32751983404159546,1.5745947360992432,-0.5323539972305298,7.701858043670654,1.0,1.0,13,14,0,1,0.10940347611904144,0.10940347611904144,1.1643879413604736,0.005,all,418183
15,0.43663644790649414,0.0,0.43663644790649414,0.43663644790649414,0.8901684284210205,0.26384109258651733,1.4179837703704834,-0.5439444780349731,8.153219223022461,0.4151345193386078,0.27791401743888855,0.4151345193386078,0.9002482891082764,0.9419961521446135,0.4829517602920532,1.8300719261169434,-0.5259919166564941,9.043201446533203,1.0,1.0,14,15,0,1,0.14060664176940918,0.14060664176940918,1.360053300857544,0.005,all,418183
16,0.41748905181884766,0.0,0.41748905181884766,0.41748905181884766,0.8898051977157593,0.41090306639671326,1.6504865884780884,-0.5400128364562988,9.497771263122559,0.3934246897697449,0.43434953689575195,0.3934246897697449,0.9007448554039001,0.9422862845561077,0.7200320959091187,2.2011289596557617,-0.5042750239372253,11.042418479919434,1.0,1.0,15,16,0,1,0.1671646684408188,0.1671646684408188,1.548977017402649,0.005,all,418183
17,0.3952985405921936,0.0,0.3952985405921936,0.3952985405921936,0.8894760012626648,0.6357856392860413,1.9881151914596558,-0.5217926502227783,11.469461441040039,0.3692675232887268,0.701474130153656,0.3692675232887268,0.9008690118789673,0.9421525355720856,1.076786994934082,2.7336158752441406,-0.4547746181488037,13.929473876953125,1.0,1.0,16,17,0,1,0.18308201432228088,0.18308201432228088,1.6387929916381836,0.005,all,418183
18,0.3715852200984955,0.0,0.3715852200984955,0.3715852200984955,0.8890588283538818,0.974848747253418,2.47218918800354,-0.4780520498752594,14.329395294189453,0.3441704511642456,1.1340030431747437,0.3441704511642456,0.9010552167892456,0.942265707789335,1.588139533996582,3.4900150299072266,-0.38241225481033325,18.028602600097656,1.0,1.0,17,18,0,1,0.18340763449668884,0.18340763449668884,1.664636492729187,0.005,all,418183
19,0.34840571880340576,0.0,0.34840571880340576,0.34840571880340576,0.8885025978088379,1.4605553150177002,3.1579792499542236,-0.4101577401161194,18.415225982666016,0.32005274295806885,1.7634835243225098,0.32005274295806885,0.900682806968689,0.9421340164819901,2.264197587966919,4.542616367340088,-0.3189370036125183,23.695751190185547,1.0,1.0,18,19,0,1,0.16627827286720276,0.16627827286720276,1.7127033472061157,0.005,all,418183
20,0.3280385434627533,0.0,0.3280385434627533,0.3280385434627533,0.8883947730064392,2.1005208492279053,4.111104965209961,-0.3523034453392029,24.082313537597656,0.2993222177028656,2.469984769821167,0.2993222177028656,0.9003724455833435,0.9418191919503688,2.970933675765991,5.953012466430664,-0.4226287603378296,31.115283966064453,1.0,1.0,19,20,0,1,0.13387247920036316,0.13387247920036316,1.7440787553787231,0.005,all,418183
21,0.3130529522895813,0.0,0.3130529522895813,0.3130529522895813,0.8882869482040405,2.7582669258117676,5.387087345123291,-0.4689371585845947,31.50519371032715,0.28364861011505127,3.5745487213134766,0.28364861011505127,0.9021105170249939,0.9434447565254072,4.10090446472168,7.728191375732422,-0.46018388867378235,40.676509857177734,1.0,1.0,20,21,0,1,0.09060338139533997,0.09060338139533997,1.6854913234710693,0.005,all,418183
22,0.3015345633029938,0.0,0.3015345633029938,0.3015345633029938,0.8896690011024475,3.8254804611206055,6.997353553771973,-0.4701152443885803,41.0369987487793,0.27579012513160706,5.872077465057373,0.27579012513160706,0.9006207585334778,0.94259287838102,6.4133429527282715,9.683207511901855,0.7632845044136047,52.298614501953125,1.0,1.0,21,22,0,1,0.23053984344005585,0.23053984344005585,1.6404829025268555,0.005,all,418183
23,0.30141064524650574,0.0,0.30141064524650574,0.30141064524650574,0.8888289332389832,6.067595958709717,8.766593933105469,0.707172155380249,52.544246673583984,0.27182722091674805,7.72341251373291,0.27182722091674805,0.9015518426895142,0.9431155282570449,8.264678001403809,11.684874534606934,1.3839542865753174,63.61226272583008,1.0,1.0,22,23,0,1,0.04175141826272011,0.04175141826272011,1.5307576656341553,0.005,all,418183
24,0.3028569221496582,0.0,0.3028569221496582,0.3028569221496582,0.8896774649620056,7.843169212341309,10.5877685546875,1.3119734525680542,63.58502197265625,0.2744859457015991,10.274787902832031,0.2744859457015991,0.9001862406730652,0.941913845077523,10.816052436828613,13.476761817932129,2.769716501235962,74.43328857421875,1.0,1.0,23,24,0,1,1.0944074392318726,0.9999988675117493,1.4812215566635132,0.005,all,418183
25,0.3085857033729553,0.0,0.3085857033729553,0.3085857033729553,0.8883720636367798,10.320352554321289,12.218571662902832,2.6855690479278564,74.0444107055664,0.2771570086479187,12.3480863571167,0.2771570086479187,0.8995654582977295,0.9414405794417523,12.889351844787598,14.70588493347168,3.9887750148773193,82.04104614257812,1.0,1.0,24,25,0,1,0.12296479940414429,0.12296479940414429,1.3600350618362427,0.005,all,418183
26,0.3121618330478668,0.0,0.3121618330478668,0.3121618330478668,0.8886785507202148,12.335358619689941,13.339213371276855,3.8973138332366943,81.2047348022461,0.2785801887512207,13.942339897155762,0.2785801887512207,0.9015518426895142,0.9431319896704631,14.483603477478027,15.248233795166016,5.125925064086914,85.87994384765625,1.0,1.0,25,26,0,1,0.15243783593177795,0.15243783593177795,1.3501092195510864,0.005,all,418183
27,0.3121384382247925,0.0,0.3121384382247925,0.3121384382247925,0.8895639777183533,13.894887924194336,13.832706451416016,5.030876159667969,84.59493255615234,0.2780110538005829,14.9656400680542,0.2780110538005829,0.9022346138954163,0.9441855201292221,15.506906509399414,15.13940715789795,6.092467784881592,86.07686614990234,1.0,1.0,26,27,0,1,0.1649509072303772,0.1649509072303772,1.404951572418213,0.005,all,418183
28,0.3083294630050659,0.0,0.3083294630050659,0.3083294630050659,0.8906877636909485,14.908535957336426,13.730230331420898,5.998676300048828,84.39911651611328,0.27597856521606445,15.436776161193848,0.27597856521606445,0.9024208784103394,0.9437904462071874,15.978042602539062,14.513372421264648,6.824645519256592,83.28853607177734,1.0,1.0,27,28,0,1,0.16158397495746613,0.16158397495746613,1.4767649173736572,0.005,all,418183
29,0.3017786145210266,0.0,0.3017786145210266,0.3017786145210266,0.8912723660469055,15.389769554138184,13.15328598022461,6.737654685974121,82.09899139404297,0.2731391489505768,15.409778594970703,0.2731391489505768,0.9024829268455505,0.9427492618084921,15.951042175292969,13.54719066619873,7.289431095123291,78.44573974609375,1.0,1.0,28,29,0,1,0.1456999033689499,0.1456999033689499,1.5162487030029297,0.005,all,418183
30,0.29415982961654663,0.0,0.29415982961654663,0.29415982961654663,0.8917462825775146,15.386910438537598,12.263628959655762,7.210053443908691,77.82567596435547,0.2706157863140106,15.000622749328613,0.2706157863140106,0.900682806968689,0.9403747029229297,15.541886329650879,12.414131164550781,7.48003625869751,72.49635314941406,1.0,1.0,29,30,0,1,0.1214747428894043,0.1214747428894043,1.5023448467254639,0.005,all,418183
31,0.2867777943611145,0.0,0.2867777943611145,0.2867777943611145,0.8918683528900146,15.007610321044922,11.219499588012695,7.410630226135254,72.33578491210938,0.2689063251018524,14.376829147338867,0.2689063251018524,0.8999379277229309,0.9385227939133924,14.918092727661133,11.24911880493164,7.4946112632751465,66.24198150634766,1.0,1.0,30,31,0,1,0.09303561598062515,0.09303561598062515,1.467174768447876,0.005,all,418183
32,0.2805197834968567,0.0,0.2805197834968567,0.2805197834968567,0.8914454579353333,14.415682792663574,10.145140647888184,7.433101654052734,66.42829132080078,0.2684284746646881,13.619185447692871,0.2684284746646881,0.900682806968689,0.938269699682089,14.16045093536377,10.150348663330078,7.353569507598877,60.21967315673828,1.0,1.0,31,32,0,1,0.06303803622722626,0.06303803622722626,1.4368537664413452,0.005,all,418183
33,0.2759324014186859,0.0,0.2759324014186859,0.2759324014186859,0.8911872506141663,13.689216613769531,9.131535530090332,7.295870304107666,60.64409255981445,0.2690473198890686,12.812283515930176,0.2690473198890686,0.9009931683540344,0.9378807987900861,13.353548049926758,9.184414863586426,7.104018211364746,54.82328796386719,1.0,1.0,32,33,0,1,0.034609049558639526,0.034609049558639526,1.4008214473724365,0.005,all,418183
34,0.273112416267395,0.0,0.273112416267395,0.273112416267395,0.8910340070724487,12.911385536193848,8.23985481262207,7.036781311035156,55.395164489746094,0.2703359127044678,12.029566764831543,0.2703359127044678,0.9001862406730652,0.9372511497268434,12.570831298828125,8.388967514038086,6.795485973358154,50.26658248901367,1.0,1.0,33,34,0,1,0.01624048873782158,0.01624048873782158,1.361570119857788,0.005,all,418183
35,0.2716984450817108,0.0,0.2716984450817108,0.2716984450817108,0.8908154964447021,12.154007911682129,7.505262851715088,6.721311569213867,50.922386169433594,0.2717021703720093,11.348944664001465,0.2717021703720093,0.89931720495224,0.9365289052131238,11.890209197998047,7.786392688751221,6.4822096824646,46.70444869995117,1.0,1.0,34,35,0,1,0.02615533396601677,0.02615533396601677,1.3248398303985596,0.005,all,418183
36,0.2711280286312103,0.0,0.2711280286312103,0.2711280286312103,0.8908097743988037,11.49200439453125,6.946156024932861,6.4021382331848145,47.420631408691406,0.2725655734539032,10.838801383972168,0.2725655734539032,0.8984481692314148,0.9364795209728696,11.380064964294434,7.384070873260498,6.215902328491211,44.240966796875,1.0,1.0,35,36,0,1,0.04290343448519707,0.04290343448519707,1.2893975973129272,0.005,all,418183
37,0.2707279324531555,0.0,0.2707279324531555,0.2707279324531555,0.8909573554992676,10.992313385009766,6.566895008087158,6.130910396575928,44.98228073120117,0.27263811230659485,10.550931930541992,0.27263811230659485,0.8985723257064819,0.9368396143913906,11.092196464538574,7.172446250915527,6.036382675170898,42.869140625,1.0,1.0,36,37,0,1,0.05522368475794792,0.05522368475794792,1.2737826108932495,0.005,all,418183
38,0.2699510157108307,0.0,0.2699510157108307,0.2699510157108307,0.89080411195755,10.70576286315918,6.360103607177734,5.946109294891357,43.62188720703125,0.27180036902427673,10.468897819519043,0.27180036902427673,0.8983240127563477,0.9365165591530603,11.010162353515625,7.1319193840026855,5.940823078155518,42.47614288330078,1.0,1.0,37,38,0,1,0.0614933967590332,0.0614933967590332,1.2748513221740723,0.005,all,418183
39,0.26862388849258423,0.0,0.26862388849258423,0.26862388849258423,0.8907360434532166,10.616548538208008,6.30640983581543,5.845453262329102,43.24365997314453,0.2701026499271393,10.553494453430176,0.2701026499271393,0.8985723257064819,0.9375824356718829,11.09476089477539,7.235021591186523,5.919919490814209,42.883785247802734,1.0,1.0,38,39,0,1,0.0615195631980896,0.0615195631980896,1.2906134128570557,0.005,all,418183
40,0.26680731773376465,0.0,0.26680731773376465,0.26680731773376465,0.8908069729804993,10.686331748962402,6.379959583282471,5.819023132324219,43.66836166381836,0.26825687289237976,10.893007278442383,0.26825687289237976,0.8991310000419617,0.9385392553268105,11.434270858764648,7.456700801849365,6.056649684906006,44.06871795654297,1.0,1.0,39,40,0,1,0.05694352835416794,0.05694352835416794,1.3029603958129883,0.005,all,418183
