epoch,train_loss,train_huber,train_rank,train_full_pairwise_loss,train_pairwise_accuracy,train_pre_step_prediction_mean,train_pre_step_prediction_std,train_pre_step_prediction_min,train_pre_step_prediction_max,validation_loss,validation_huber,validation_rank,validation_pairwise_accuracy,validation_spearman,validation_post_step_prediction_mean,validation_post_step_prediction_std,validation_post_step_prediction_min,validation_post_step_prediction_max,scaler_scale_before,scaler_scale_after,optimizer_state_step_before,optimizer_state_step_after,optimizer_step_skipped,optimizer_step_effective,gradient_norm_before_clip,gradient_norm_after_clip,parameter_delta_norm,learning_rate,trainable_scope,trainable_parameter_count
0,0.483081191778183,0.10394251346588135,nan,0.483081191778183,0.8903301954269409,-1.248859238245359e-08,1.0,-0.5466911792755127,5.756088733673096,0.47672224044799805,0.10937734693288803,0.47672224044799805,0.8988826870918274,0.9410928320832948,0.04836907982826233,1.114495038986206,-0.5396414995193481,5.383940696716309,1.0,1.0,0,0,0,0,nan,nan,0.0,0.005,output_head,33
1,0.483081191778183,-0.0,0.483081191778183,0.483081191778183,0.8903301954269409,-1.248859238245359e-08,1.0,-0.5466911792755127,5.756088733673096,0.4766608774662018,0.10939743369817734,0.4766608774662018,0.8988205790519714,0.9410660822864904,0.04906437173485756,1.1150591373443604,-0.5392817854881287,5.387115001678467,1.0,1.0,0,1,0,1,0.003929126542061567,0.003929126542061567,0.026447853073477745,0.005,output_head,33
2,0.4830131530761719,0.0,0.4830131530761719,0.4830131530761719,0.8903103470802307,0.0006760813412256539,1.000494122505188,-0.5463402271270752,5.759255886077881,0.4765996038913727,0.10941234230995178,0.4765996038913727,0.8988205790519714,0.9410660822864904,0.050319354981184006,1.1156232357025146,-0.5383623838424683,5.390848636627197,1.0,1.0,1,2,0,1,0.003927245270460844,0.003927245270460844,0.026436839252710342,0.005,output_head,33
3,0.4829452335834503,0.0,0.4829452335834503,0.4829452335834503,0.8903103470802307,0.0019118672935292125,1.0009883642196655,-0.5454296469688416,5.762982368469238,0.4765383303165436,0.10942794382572174,0.4765383303165436,0.8987585306167603,0.9410475631963949,0.05166321620345116,1.116187334060669,-0.537354052066803,5.3946709632873535,1.0,1.0,2,3,0,1,0.003925363998860121,0.003925363998860121,0.02643553912639618,0.005,output_head,33
4,0.48287731409072876,0.0,0.48287731409072876,0.48287731409072876,0.890304684638977,0.0032365324441343546,1.001482605934143,-0.544430136680603,5.7667975425720215,0.47647708654403687,0.10944582521915436,0.47647708654403687,0.8987585306167603,0.9410475631963949,0.052925534546375275,1.1167513132095337,-0.5364273190498352,5.398412227630615,1.0,1.0,3,4,0,1,0.003923484124243259,0.003923484124243259,0.026435082778334618,0.005,output_head,33
5,0.4828094244003296,0.0,0.4828094244003296,0.4828094244003296,0.8902989625930786,0.004479644354432821,1.0019768476486206,-0.5435121655464172,5.770531177520752,0.4764159023761749,0.10946526378393173,0.4764159023761749,0.8987585306167603,0.9410475631963949,0.05417441576719284,1.1173152923583984,-0.5355139970779419,5.402139663696289,1.0,1.0,4,5,0,1,0.003921606112271547,0.003921606112271547,0.026433933526277542,0.005,output_head,33
6,0.4827415645122528,0.0,0.4827415645122528,0.4827415645122528,0.890304684638977,0.005709329154342413,1.0024710893630981,-0.5426076054573059,5.774251461029053,0.4763546884059906,0.10948657989501953,0.4763546884059906,0.8988205790519714,0.9411154665267446,0.05534842237830162,1.1178792715072632,-0.5346755385398865,5.405792236328125,1.0,1.0,5,6,0,1,0.0039197285659611225,0.0039197285659611225,0.026433143764734268,0.005,output_head,33
7,0.4826737344264984,0.0,0.4826737344264984,0.4826737344264984,0.8902876377105713,0.006864145863801241,1.0029652118682861,-0.5417779088020325,5.777896881103516,0.47629356384277344,0.10950902849435806,0.47629356384277344,0.8988205790519714,0.9411154665267446,0.056553374975919724,1.118443250656128,-0.5338060855865479,5.409475326538086,1.0,1.0,6,7,0,1,0.0039178538136184216,0.0039178538136184216,0.0264310073107481,0.005,output_head,33
8,0.4826059341430664,0.0,0.4826059341430664,0.4826059341430664,0.890304684638977,0.008049899712204933,1.0034593343734741,-0.5409172773361206,5.7815728187561035,0.47623246908187866,0.10953224450349808,0.47623246908187866,0.8988205790519714,0.9411154665267446,0.057945847511291504,1.1190072298049927,-0.5327491164207458,5.413345813751221,1.0,1.0,7,8,0,1,0.003915979992598295,0.003915979992598295,0.02642768807709217,0.005,output_head,33
9,0.4825381636619568,0.0,0.4825381636619568,0.4825381636619568,0.8903188705444336,0.009423166513442993,1.0039533376693726,-0.5398690700531006,5.785436153411865,0.474361777305603,0.11030678451061249,0.474361777305603,0.8986343741416931,0.9408850067388911,0.06742344796657562,1.1356858015060425,-0.5332463383674622,5.496849060058594,1.0,1.0,8,9,0,1,0.0073624663054943085,0.0073624663054943085,0.6740952730178833,0.005,all,418183
