method,train_query_count,evaluation_split,evaluation_query_count,region_count,region_size,shortcut_count,internal_node_count,compressed_node_count,compressed_edge_count,fallback_query_count,fallback_rate_pct,preprocessing_seconds,evaluation_wall_seconds,baseline_avg_ms,indexed_avg_ms,elapsed_change_pct,baseline_p95_ms,indexed_p95_ms,p95_change_pct,baseline_avg_expanded,indexed_avg_expanded,expanded_change_pct,faster_query_rate_pct,correctness_rate
gnn_v1_budget_matched,68657,validation,14712,85,512,40462,40819,93020,192669,5630,38.268080478520936,103.33461153693497,38.98507516994141,12.389132482360019,10.69887000515709,-13.643106001243988,54.388319764984786,47.88942757295449,-11.949058584843952,10296.482803153887,8187.229812398043,-20.485179561604916,71.40429581294183,1
