epoch,train_loss,train_huber,train_rank,train_full_pairwise_loss,train_pairwise_accuracy,train_pre_step_prediction_mean,train_pre_step_prediction_std,train_pre_step_prediction_min,train_pre_step_prediction_max,validation_loss,validation_huber,validation_rank,validation_pairwise_accuracy,validation_spearman,validation_post_step_prediction_mean,validation_post_step_prediction_std,validation_post_step_prediction_min,validation_post_step_prediction_max,scaler_scale_before,scaler_scale_after,optimizer_state_step_before,optimizer_state_step_after,optimizer_step_skipped,optimizer_step_effective,gradient_norm_before_clip,gradient_norm_after_clip,parameter_delta_norm,learning_rate,trainable_scope,trainable_parameter_count
0,0.483081191778183,0.10394251346588135,nan,0.483081191778183,0.8903301954269409,-1.248859238245359e-08,1.0,-0.5466911792755127,5.756088733673096,0.47672224044799805,0.10937734693288803,0.47672224044799805,0.8988826870918274,0.9410928320832948,0.04836907982826233,1.114495038986206,-0.5396414995193481,5.383940696716309,1.0,1.0,0,0,0,0,nan,nan,0.0,0.005,output_head,33
1,0.483081191778183,-0.0,0.483081191778183,0.483081191778183,0.8903301954269409,-1.248859238245359e-08,1.0,-0.5466911792755127,5.756088733673096,0.4766470491886139,0.10941020399332047,0.4766470491886139,0.8988205790519714,0.9410660822864904,0.0485418438911438,1.1151903867721558,-0.539878249168396,5.38729190826416,1.0,1.0,0,1,0,1,0.004658685531467199,0.004658685531467199,0.02434563636779785,0.005,output_head,33
2,0.4829981029033661,0.0,0.4829981029033661,0.4829981029033661,0.8903188705444336,0.00015120166062843055,1.0006190538406372,-0.546934187412262,5.7594828605651855,0.4765719473361969,0.10944052785634995,0.4765719473361969,0.8987585306167603,0.9410475631963949,0.04895953834056854,1.1158857345581055,-0.5398700833320618,5.390888214111328,1.0,1.0,1,2,0,1,0.004655876662582159,0.004655876662582159,0.024338513612747192,0.005,output_head,33
3,0.4829149842262268,0.0,0.4829149842262268,0.4829149842262268,0.890293300151825,0.0005473409546539187,1.0012381076812744,-0.5469322800636292,5.763122081756592,0.4764969050884247,0.10946937650442123,0.4764969050884247,0.8987585306167603,0.9410475631963949,0.04954226315021515,1.1165809631347656,-0.5396968722343445,5.394649028778076,1.0,1.0,2,3,0,1,0.004653070122003555,0.004653070122003555,0.024334656074643135,0.005,output_head,33
4,0.4828319549560547,0.0,0.4828319549560547,0.4828319549560547,0.8902904987335205,0.0011085204314440489,1.0018572807312012,-0.5467652678489685,5.766926288604736,0.47642186284065247,0.10950203239917755,0.47642186284065247,0.8987585306167603,0.9410475631963949,0.04980380833148956,1.1172761917114258,-0.539844810962677,5.3980889320373535,1.0,1.0,3,4,0,1,0.004650266375392675,0.004650266375392675,0.024340596050024033,0.005,output_head,33
5,0.48274898529052734,0.0,0.48274898529052734,0.48274898529052734,0.8902989625930786,0.0013485068920999765,1.0024762153625488,-0.5469194650650024,5.770409107208252,0.476346880197525,0.10953327268362045,0.476346880197525,0.8987585306167603,0.9410475631963949,0.0502241887152195,1.1179711818695068,-0.5398339033126831,5.4016876220703125,1.0,1.0,4,5,0,1,0.004647464957088232,0.004647464957088232,0.024335267022252083,0.005,output_head,33
6,0.4826659560203552,0.0,0.4826659560203552,0.4826659560203552,0.8902904987335205,0.0017473369371145964,1.003095269203186,-0.54691481590271,5.774050712585449,0.47627198696136475,0.10956557840108871,0.47627198696136475,0.8986964821815491,0.9410372748130086,0.05057096481323242,1.118666410446167,-0.539896547794342,5.40521240234375,1.0,1.0,5,6,0,1,0.0046446663327515125,0.0046446663327515125,0.024335378780961037,0.005,output_head,33
7,0.4825831353664398,0.0,0.4825831353664398,0.4825831353664398,0.8902961611747742,0.0020725796930491924,1.0037143230438232,-0.5469837188720703,5.777618408203125,0.47619709372520447,0.10959619283676147,0.47619709372520447,0.8986964821815491,0.9410372748130086,0.05111998692154884,1.1193615198135376,-0.5397569537162781,5.408938884735107,1.0,1.0,6,7,0,1,0.004641869571059942,0.004641869571059942,0.02432931214570999,0.005,output_head,33
8,0.4825003147125244,0.0,0.4825003147125244,0.4825003147125244,0.8903131484985352,0.002600042149424553,1.004333257675171,-0.5468503832817078,5.781387805938721,0.47612228989601135,0.10962724685668945,0.47612228989601135,0.8986964821815491,0.9410372748130086,0.051664747297763824,1.1200566291809082,-0.5396215915679932,5.412661075592041,1.0,1.0,7,8,0,1,0.004639075603336096,0.004639075603336096,0.024327244609594345,0.005,output_head,33
9,0.4824175238609314,0.0,0.4824175238609314,0.4824175238609314,0.8903160095214844,0.003123258473351598,1.0049521923065186,-0.5467212200164795,5.785153388977051,0.4743604362010956,0.11036495864391327,0.4743604362010956,0.8986343741416931,0.9410228710762678,0.06170021742582321,1.135942816734314,-0.5390883088111877,5.493580341339111,1.0,1.0,8,9,0,1,0.00763528561219573,0.00763528561219573,1.7516968250274658,0.005,all,418183
