method,train_query_count,evaluation_split,evaluation_query_count,region_count,region_size,shortcut_count,internal_node_count,compressed_node_count,compressed_edge_count,fallback_query_count,fallback_rate_pct,preprocessing_seconds,evaluation_wall_seconds,baseline_avg_ms,indexed_avg_ms,elapsed_change_pct,baseline_p95_ms,indexed_p95_ms,p95_change_pct,baseline_avg_expanded,indexed_avg_expanded,expanded_change_pct,faster_query_rate_pct,correctness_rate
gnn_v1_budget_matched,68657,validation,14712,85,512,42224,40914,92925,193762,9394,63.852637302882,100.15491432999261,39.63865383004304,12.089675840320758,11.457006018119472,-5.233141322873558,53.66854474414147,50.620630074990956,-5.6791453609951414,10296.482803153887,9166.000815660685,-10.979302438565986,61.27650897226754,1
