epoch,train_loss,train_huber,train_rank,train_full_pairwise_loss,train_pairwise_accuracy,train_pre_step_prediction_mean,train_pre_step_prediction_std,train_pre_step_prediction_min,train_pre_step_prediction_max,validation_loss,validation_huber,validation_rank,validation_pairwise_accuracy,validation_spearman,validation_post_step_prediction_mean,validation_post_step_prediction_std,validation_post_step_prediction_min,validation_post_step_prediction_max,scaler_scale_before,scaler_scale_after,optimizer_state_step_before,optimizer_state_step_after,optimizer_step_skipped,optimizer_step_effective,gradient_norm_before_clip,gradient_norm_after_clip,parameter_delta_norm,learning_rate,next_learning_rate,trainable_scope,trainable_parameter_count
11,0.47775569558143616,0.0,0.47775569558143616,0.47775569558143616,0.8903756141662598,0.02546217106282711,1.0400751829147339,-0.546793520450592,5.989221572875977,0.4677105247974396,0.11516290158033371,0.4677105247974396,0.8987585306167603,0.9411957159171579,0.09767775982618332,1.199040412902832,-0.5404691696166992,5.816758632659912,1.0,1.0,10,11,0,1,0.02979828603565693,0.02979828603565693,0.6986008286476135,0.005,0.005,all,418183
12,0.4732646942138672,0.0,0.4732646942138672,0.4732646942138672,0.8904294967651367,0.04633784294128418,1.0754992961883545,-0.5483370423316956,6.197612762451172,0.4615446627140045,0.12257523089647293,0.4615446627140045,0.8991930484771729,0.9418994413407821,0.13262633979320526,1.26197350025177,-0.5422656536102295,6.141763687133789,1.0,1.0,11,12,0,1,0.04808095470070839,0.04808095470070839,0.8068060874938965,0.005,0.005,all,418183
13,0.46653732657432556,0.0,0.46653732657432556,0.46653732657432556,0.8905174732208252,0.07909610867500305,1.1315078735351562,-0.550711989402771,6.53028678894043,0.4527986943721771,0.1383059024810791,0.4527986943721771,0.8996896147727966,0.942014671234709,0.18688733875751495,1.3580492734909058,-0.5436373353004456,6.641808032989502,1.0,1.0,12,13,0,1,0.07180628925561905,0.07180628925561905,0.9524416923522949,0.005,0.005,all,418183
14,0.45700711011886597,0.0,0.45700711011886597,0.45700711011886597,0.890321671962738,0.13003917038440704,1.216922402381897,-0.5529398918151855,7.044372081756592,0.4408916234970093,0.17041847109794617,0.4408916234970093,0.9004344940185547,0.9424118028334207,0.26815614104270935,1.502252221107483,-0.5452539920806885,7.395805358886719,1.0,1.0,13,14,0,1,0.10036126524209976,0.10036126524209976,1.1246051788330078,0.005,0.005,all,418183
15,0.4440992474555969,0.0,0.4440992474555969,0.4440992474555969,0.8899044990539551,0.20635254681110382,1.3450363874435425,-0.5558157563209534,7.822643280029297,0.42542561888694763,0.23174692690372467,0.42542561888694763,0.9002482891082764,0.9418644608372686,0.38902437686920166,1.715529441833496,-0.5461713075637817,8.524881362915039,1.0,1.0,14,15,0,1,0.13166391849517822,0.13166391849517822,1.3095155954360962,0.005,0.005,all,418183
16,0.4275270700454712,0.0,0.4275270700454712,0.4275270700454712,0.8894816637039185,0.31985965371131897,1.5343700647354126,-0.5585432648658752,8.982857704162598,0.4063622057437897,0.342742383480072,0.4063622057437897,0.9001862406730652,0.9419344218442957,0.5663096904754639,2.0268735885620117,-0.5455861687660217,10.258129119873047,1.0,1.0,15,16,0,1,0.16154645383358002,0.16154645383358002,1.4922714233398438,0.005,0.005,all,418183
17,0.40750956535339355,0.0,0.40750956535339355,0.40750956535339355,0.8892802000045776,0.4864098131656647,1.8107454776763916,-0.5605902671813965,10.693907737731934,0.3842707574367523,0.5343514680862427,0.3842707574367523,0.8999379277229309,0.9416689815529286,0.8374410271644592,2.475238800048828,-0.5271450281143188,12.779386520385742,1.0,1.0,16,17,0,1,0.18426844477653503,0.18426844477653503,1.6184965372085571,0.005,0.005,all,418183
18,0.3850564956665039,0.0,0.3850564956665039,0.3850564956665039,0.8890162706375122,0.7421748638153076,2.20878005027771,-0.5464014410972595,13.191844940185547,0.36001643538475037,0.8329121470451355,0.36001643538475037,0.8998137712478638,0.9415640400423881,1.2018681764602661,3.1176681518554688,-0.5208901166915894,16.37282371520996,1.0,1.0,17,18,0,1,0.1938474029302597,0.1938474029302597,1.6406447887420654,0.005,0.0015,all,418183
19,0.36159810423851013,0.0,0.36159810423851013,0.36159810423851013,0.8888034224510193,1.0848056077957153,2.7789409160614014,-0.5487088561058044,16.770517349243164,0.3526246249675751,0.9382001757621765,0.3526246249675751,0.89931720495224,0.9411216395567764,1.3130149841308594,3.360111713409424,-0.546659529209137,17.705604553222656,1.0,1.0,18,19,0,1,0.18729044497013092,0.18729044497013092,0.5252550840377808,0.0015,0.0015,all,418183
20,0.3548199236392975,0.0,0.3548199236392975,0.3548199236392975,0.8883493542671204,1.1876239776611328,2.993743896484375,-0.5747402906417847,18.097824096679688,0.3452287018299103,1.081115961074829,0.3452287018299103,0.8995654582977295,0.9412348117740259,1.4808741807937622,3.629944086074829,-0.5296559929847717,19.23293113708496,1.0,1.0,19,20,0,1,0.18061383068561554,0.18061383068561554,0.5410427451133728,0.0015,0.0015,all,418183
21,0.3480794429779053,0.0,0.3480794429779053,0.3480794429779053,0.8883295059204102,1.3460184335708618,3.232633352279663,-0.5603892803192139,19.619909286499023,0.33772894740104675,1.2335577011108398,0.33772894740104675,0.8995654582977295,0.941500252065393,1.6483176946640015,3.931978464126587,-0.5308786034584045,20.920133590698242,1.0,1.0,20,21,0,1,0.17325638234615326,0.17325638234615326,0.5733764171600342,0.0015,0.0015,all,418183
22,0.3414054214954376,0.0,0.3414054214954376,0.3414054214954376,0.8883777260780334,1.503021240234375,3.5001158714294434,-0.5660779476165771,21.30225944519043,0.3306155502796173,1.392557978630066,0.3306155502796173,0.899255096912384,0.9408561992654094,1.8143478631973267,4.2647809982299805,-0.5534740686416626,22.765859603881836,1.0,1.0,21,22,0,1,0.16896921396255493,0.16896921396255493,0.6081387400627136,0.0015,0.0005,all,418183
23,0.33550694584846497,0.0,0.33550694584846497,0.33550694584846497,0.8877278566360474,1.6571097373962402,3.794581651687622,-0.5862073302268982,23.141881942749023,0.3282584249973297,1.453404426574707,0.3282584249973297,0.899255096912384,0.9408006419951233,1.8797177076339722,4.382584571838379,-0.5544569492340088,23.423921585083008,1.0,1.0,22,23,0,1,0.15338288247585297,0.15338288247585297,0.20572926104068756,0.0005,0.0005,all,418183
24,0.33353516459465027,0.0,0.33353516459465027,0.33353516459465027,0.8875887989997864,1.7182881832122803,3.8988640308380127,-0.5878364443778992,23.797574996948242,0.3259204924106598,1.5165609121322632,0.3259204924106598,0.8991310000419617,0.9404714137267611,1.9474124908447266,4.503586292266846,-0.5549589395523071,24.099857330322266,1.0,1.0,23,24,0,1,0.14962783455848694,0.14962783455848694,0.20937754213809967,0.0005,0.0005,all,418183
25,0.33159905672073364,0.0,0.33159905672073364,0.33159905672073364,0.8875349164009094,1.7816828489303589,4.006046772003174,-0.5891651511192322,24.47019386291504,0.3236113488674164,1.5818696022033691,0.3236113488674164,0.8988826870918274,0.9402574153523257,2.017214059829712,4.6275529861450195,-0.5551860332489014,24.792160034179688,1.0,1.0,24,25,0,1,0.14580363035202026,0.14580363035202026,0.21385642886161804,0.0005,0.0005,all,418183
26,0.32970693707466125,0.0,0.32970693707466125,0.32970693707466125,0.8875008225440979,1.8470709323883057,4.115911960601807,-0.5902916789054871,25.158082962036133,0.3213351368904114,1.6491798162460327,0.3213351368904114,0.8988826870918274,0.9402059734353941,2.0889322757720947,4.754245758056641,-0.555187463760376,25.499319076538086,1.0,1.0,25,26,0,1,0.14184799790382385,0.14184799790382385,0.2173108607530594,0.0005,0.0005,all,418183
27,0.327862411737442,0.0,0.327862411737442,0.327862411737442,0.8874327540397644,1.9142776727676392,4.228262901306152,-0.5912905335426331,25.859825134277344,0.31909528374671936,1.7183207273483276,0.31909528374671936,0.8990068435668945,0.9401730506085578,2.162341594696045,4.88342809677124,-0.5550976395606995,26.219871520996094,1.0,1.0,26,27,0,1,0.13780824840068817,0.13780824840068817,0.221725195646286,0.0005,0.0005,all,418183
28,0.32606759667396545,0.0,0.32606759667396545,0.32606759667396545,0.887373149394989,1.983087420463562,4.342906475067139,-0.5922702550888062,26.573612213134766,0.3168945610523224,1.7892687320709229,0.3168945610523224,0.8990068435668945,0.9403129726226118,2.237475872039795,5.014808654785156,-0.5546791553497314,26.952375411987305,1.0,1.0,27,28,0,1,0.1337258666753769,0.1337258666753769,0.22586098313331604,0.0005,0.0005,all,418183
29,0.3243245482444763,0.0,0.3243245482444763,0.3243245482444763,0.8873475790023804,2.053558349609375,4.459600448608398,-0.5930553078651428,27.298147201538086,0.31473398208618164,1.8619229793548584,0.31473398208618164,0.8990688920021057,0.9402718190890665,2.314239978790283,5.148138046264648,-0.5538049936294556,27.695241928100586,1.0,1.0,28,29,0,1,0.12960892915725708,0.12960892915725708,0.2297467440366745,0.0005,0.0005,all,418183
30,0.3226306736469269,0.0,0.3226306736469269,0.3226306736469269,0.8873475790023804,2.1256263256073,4.5781779289245605,-0.5936609506607056,28.032127380371094,0.3125956654548645,1.9367940425872803,0.3125956654548645,0.8989447355270386,0.9402080311120714,2.3933632373809814,5.283143043518066,-0.550701379776001,28.44738006591797,1.0,1.0,29,30,0,1,0.12557829916477203,0.12557829916477203,0.23326364159584045,0.0005,0.0005,all,418183
31,0.32095885276794434,0.0,0.32095885276794434,0.32095885276794434,0.8873759508132935,2.200166940689087,4.6985273361206055,-0.593537449836731,28.774452209472656,0.30957546830177307,2.0643885135650635,0.30957546830177307,0.9015518426895142,0.94257024393757,2.542341470718384,5.421945571899414,-0.5387357473373413,29.268932342529297,1.0,1.0,30,31,0,1,0.12421846389770508,0.12421846389770508,0.23600125312805176,0.0005,0.0005,all,418183
32,0.3174484968185425,0.0,0.3174484968185425,0.3174484968185425,0.8892518281936646,2.3446593284606934,4.82438850402832,-0.5730460286140442,29.603683471679688,0.308540403842926,2.258132219314575,0.308540403842926,0.8998137712478638,0.9417903844768871,2.771080732345581,5.5436692237854,-0.34372806549072266,30.122421264648438,1.0,1.0,31,32,0,1,0.2702939808368683,0.2702939808368683,0.21911640465259552,0.0005,0.0005,all,418183
33,0.3173542320728302,0.0,0.3173542320728302,0.3173542320728302,0.8887381553649902,2.569546937942505,4.931135177612305,-0.37671375274658203,30.44355010986328,0.3067975640296936,2.3752434253692627,0.3067975640296936,0.8996275663375854,0.9415455209522927,2.8963308334350586,5.676926612854004,-0.2924124598503113,30.913965225219727,1.0,1.0,32,33,0,1,0.19630613923072815,0.19630613923072815,0.20828858017921448,0.0005,0.0005,all,418183
34,0.3160911798477173,0.0,0.3160911798477173,0.3160911798477173,0.8886132836341858,2.689988851547241,5.049698829650879,-0.32904160022735596,31.22183609008789,0.3048918545246124,2.4653851985931396,0.3048918545246124,0.8998758792877197,0.9419447102276819,2.989098072052002,5.814043045043945,-0.2848043739795685,31.685291290283203,1.0,1.0,33,34,0,1,0.17643491923809052,0.17643491923809052,0.2040197104215622,0.0005,0.0005,all,418183
35,0.31457528471946716,0.0,0.31457528471946716,0.31457528471946716,0.8887410163879395,2.7778663635253906,5.172279357910156,-0.31931495666503906,31.979007720947266,0.3026486337184906,2.5084946155548096,0.3026486337184906,0.9004966020584106,0.9421854583989218,3.0276987552642822,5.957690238952637,-0.3555564284324646,32.42191696166992,1.0,1.0,34,35,0,1,0.20745301246643066,0.20745301246643066,0.20482464134693146,0.0005,0.0005,all,418183
36,0.3124994933605194,0.0,0.3124994933605194,0.3124994933605194,0.889115571975708,2.8112986087799072,5.301726341247559,-0.37451544404029846,32.70206069946289,0.30076658725738525,2.4250006675720215,0.30076658725738525,0.8990068435668945,0.9399528792040907,2.905363082885742,6.119661331176758,-0.54421466588974,33.05603790283203,1.0,1.0,35,36,0,1,0.4315984547138214,0.4315984547138214,0.21076537668704987,0.0005,0.0005,all,418183
37,0.3111477196216583,0.0,0.3111477196216583,0.3111477196216583,0.8862720131874084,2.6913695335388184,5.4469733238220215,-0.5986737012863159,33.3039665222168,0.29928499460220337,2.4910800457000732,0.29928499460220337,0.8984481692314148,0.9397100733561735,2.9722490310668945,6.25204610824585,-0.5456926226615906,33.79985809326172,1.0,1.0,36,37,0,1,0.41950035095214844,0.41950035095214844,0.212423175573349,0.0005,0.0005,all,418183
38,0.3103642165660858,0.0,0.3103642165660858,0.3103642165660858,0.8867402672767639,2.7515435218811035,5.565664768218994,-0.6024799942970276,34.01976013183594,0.2976815700531006,2.580718994140625,0.2976815700531006,0.8985723257064819,0.9394343446814202,3.066054344177246,6.391503810882568,-0.5458055734634399,34.561832427978516,1.0,1.0,37,38,0,1,0.24665452539920807,0.24665452539920807,0.21720044314861298,0.0005,0.0005,all,418183
39,0.30886444449424744,0.0,0.30886444449424744,0.30886444449424744,0.8861812353134155,2.843214273452759,5.692151069641113,-0.6035991907119751,34.76265335083008,0.2950652837753296,2.7600038051605225,0.2950652837753296,0.9019863605499268,0.942452956366966,3.270930290222168,6.518966197967529,-0.5412039160728455,35.38810729980469,1.0,1.0,38,39,0,1,0.40308764576911926,0.40308764576911926,0.22447441518306732,0.0005,0.0005,all,418183
40,0.3052377998828888,0.0,0.3052377998828888,0.3052377998828888,0.8894845247268677,3.0336949825286865,5.807892799377441,-0.5774165391921997,35.59353256225586,0.29519301652908325,3.1063880920410156,0.29519301652908325,0.9001241326332092,0.9419858637612272,3.644638776779175,6.616460800170898,-0.13031774759292603,36.28846740722656,1.0,1.0,39,40,0,1,0.6165074110031128,0.6165074110031128,0.23888668417930603,0.0005,0.0005,all,418183
