source,target,length_m,highway,osm_way_id
261239987,261239989,151.353,tertiary,24213495
261239989,261239987,151.353,tertiary,24213495
261239989,261239991,51.399,tertiary,24213495
261239991,261239989,51.399,tertiary,24213495
261239991,261160644,25.277,tertiary,24213495
261160644,261239991,25.277,tertiary,24213495
261160644,261223297,78.175,tertiary,24213495
261223297,261160644,78.175,tertiary,24213495
261223297,5492720328,22.123,tertiary,24213495
5492720328,261223297,22.123,tertiary,24213495
5492720328,5492720326,17.47,tertiary,24213495
5492720326,5492720328,17.47,tertiary,24213495
5492720326,261194648,58.018,tertiary,24213495
261194648,5492720326,58.018,tertiary,24213495
261194648,261194672,57.574,tertiary,24213495
261194672,261194648,57.574,tertiary,24213495
261194672,5492722676,103.797,tertiary,24213495
5492722676,261194672,103.797,tertiary,24213495
5492722676,6042833863,36.683,tertiary,24213495
6042833863,5492722676,36.683,tertiary,24213495
6042833863,261239992,8.874,tertiary,24213495
261239992,6042833863,8.874,tertiary,24213495
261121574,6988089324,7.602,secondary,24213603
6988089324,261121574,7.602,secondary,24213603
6988089324,6987914952,7.593,secondary,24213603
6987914952,6988089324,7.593,secondary,24213603
261121575,1885765833,89.196,secondary,24213605
1885765833,261121575,89.196,secondary,24213605
1885765833,7327224325,51.909,secondary,24213605
7327224325,1885765833,51.909,secondary,24213605
7327224325,4336249452,2.739,secondary,24213605
4336249452,7327224325,2.739,secondary,24213605
261223316,2404151953,31.783,residential,24214691
2404151953,9184166040,21.996,residential,24214691
9184166040,261168428,30.732,residential,24214691
33404764,2813508037,19.233,residential,24214704
2813508037,33404764,19.233,residential,24214704
2813508037,2014447620,29.767,residential,24214704
2014447620,2813508037,29.767,residential,24214704
2014447620,2014429640,13.017,residential,24214704
2014429640,2014447620,13.017,residential,24214704
2014429640,262186709,31.921,residential,24214704
262186709,2014429640,31.921,residential,24214704
262186709,2404151947,51.255,residential,24214704
2404151947,262186709,51.255,residential,24214704
2404151947,9203562477,18.227,residential,24214704
9203562477,2404151947,18.227,residential,24214704
9203562477,262186823,32.747,residential,24214704
262186823,9203562477,32.747,residential,24214704
4334668817,7080594317,22.489,secondary,24214719
7080594317,4334668817,22.489,secondary,24214719
7080594317,7080594316,9.07,secondary,24214719
7080594316,7080594317,9.07,secondary,24214719
7080594316,9383065540,7.783,secondary,24214719
9383065540,7080594316,7.783,secondary,24214719
9383065540,261194683,13.727,secondary,24214719
261194683,9383065540,13.727,secondary,24214719
465863369,7080594320,34.999,secondary,24215244
7080594320,465863369,34.999,secondary,24215244
7080594320,7080594321,11.16,secondary,24215244
7080594321,7080594320,11.16,secondary,24215244
7080594321,261185885,85.643,secondary,24215244
261185885,7080594321,85.643,secondary,24215244
261185885,7080595048,115.73,secondary,24215244
7080595048,261185885,115.73,secondary,24215244
7080595048,261185886,10.995,secondary,24215244
261185886,7080595048,10.995,secondary,24215244
261185886,7080595049,15.049,secondary,24215244
7080595049,261185886,15.049,secondary,24215244
7080595049,261185887,21.214,secondary,24215244
261185887,7080595049,21.214,secondary,24215244
261332099,262199627,79.121,tertiary,24216126
262199627,261332099,79.121,tertiary,24216126
262199627,1762547259,46.599,tertiary,24216139
1762547259,262199627,46.599,tertiary,24216139
262167513,1765566941,190.103,residential,24218412
1765566941,262167513,190.103,residential,24218412
1765566941,261147385,53.171,residential,24218412
261147385,1765566941,53.171,residential,24218412
27477590,2391013303,38.081,tertiary,24220202
2391013303,736686173,33.817,tertiary,24220202
736686173,1672977053,8.628,tertiary,24220202
1672977053,7342370248,40.744,tertiary,24220202
7342370248,4156112979,10.161,tertiary,24220202
4156112979,27477586,10.761,tertiary,24220202
27477586,4156112983,6.097,tertiary,24220202
4156112983,736686175,64.978,tertiary,24220202
736686175,7342370247,45.943,tertiary,24220202
7342370247,27477580,23.966,tertiary,24220202
619011784,2391158950,102.336,primary,24220275
704964556,2394641721,65.49,secondary,24220350
2394641721,5943489469,24.402,secondary,24220350
5943489469,704964541,7.019,secondary,24220350
262248300,9169097291,6.184,residential,24220493
9169097291,262248300,6.184,residential,24220493
9169097291,1624741014,14.512,residential,24220493
1624741014,9169097291,14.512,residential,24220493
1624741014,262248400,12.282,residential,24220493
262248400,1624741014,12.282,residential,24220493
262248400,1624740978,4.924,residential,24220493
1624740978,262248400,4.924,residential,24220493
1624740978,1624741066,5.284,residential,24220493
1624741066,1624740978,5.284,residential,24220493
1624741066,1624741017,7.088,residential,24220493
1624741017,1624741066,7.088,residential,24220493
1624741017,1624740939,4.29,residential,24220493
1624740939,1624741017,4.29,residential,24220493
1624740939,261161084,3.736,residential,24220493
261161084,1624740939,3.736,residential,24220493
261161084,262248401,112.494,residential,24220493
262248401,261161084,112.494,residential,24220493
262248401,8407207750,46.147,residential,24220493
8407207750,262248401,46.147,residential,24220493
8407207750,1624741019,31.529,residential,24220493
1624741019,8407207750,31.529,residential,24220493
1624741019,262248402,15.849,residential,24220493
262248402,1624741019,15.849,residential,24220493
262346279,4226839998,7.631,residential,24229754
4226839998,262346279,7.631,residential,24229754
4226839998,401247206,80.175,residential,24229754
401247206,4226839998,80.175,residential,24229754
401247206,2204309626,6.57,residential,24229754
2204309626,401247206,6.57,residential,24229754
2204309626,261161749,5.23,residential,24229754
261161749,2204309626,5.23,residential,24229754
261148945,261148947,92.949,tertiary,24229773
261148947,261148945,92.949,tertiary,24229773
9247495249,8955051801,74.618,tertiary,24229794
8955051801,9247495249,74.618,tertiary,24229794
8955051801,262174297,8.34,tertiary,24229796
262174297,8955051801,8.34,tertiary,24229796
262174297,7282826592,70.796,tertiary,24229796
7282826592,262174297,70.796,tertiary,24229796
7282826592,1308089774,7.54,tertiary,24229796
1308089774,7282826592,7.54,tertiary,24229796
5492684303,261151990,39.768,residential,24229831
261151990,5492684303,39.768,residential,24229831
261151990,2404073316,39.624,residential,24229831
2404073316,261151990,39.624,residential,24229831
2404073316,3428575881,26.209,residential,24229831
3428575881,2404073316,26.209,residential,24229831
3428575881,6046775688,27.63,residential,24229831
6046775688,3428575881,27.63,residential,24229831
6046775688,261151989,12.071,residential,24229831
261151989,6046775688,12.071,residential,24229831
261151989,6046775689,11.016,residential,24229831
6046775689,261151989,11.016,residential,24229831
6046775689,2404049893,38.635,residential,24229831
2404049893,6046775689,38.635,residential,24229831
2404049893,261151988,50.685,residential,24229831
261151988,2404049893,50.685,residential,24229831
261151988,2404049875,51.018,residential,24229831
2404049875,261151988,51.018,residential,24229831
2404049875,261151987,50.229,residential,24229831
261151987,2404049875,50.229,residential,24229831
261151987,2404049859,51.007,residential,24229831
2404049859,261151987,51.007,residential,24229831
2404049859,261151986,50.729,residential,24229831
261151986,2404049859,50.729,residential,24229831
261151986,2404049874,50.451,residential,24229831
2404049874,261151986,50.451,residential,24229831
2404049874,261151985,50.896,residential,24229831
261151985,2404049874,50.896,residential,24229831
261151985,2276126546,51.162,residential,24229831
2276126546,261151985,51.162,residential,24229831
2276126546,261151984,49.496,residential,24229831
261151984,2276126546,49.496,residential,24229831
1309581846,6993685346,12.052,primary,24229849
6993685346,1309581846,12.052,primary,24229849
6993685346,6993685342,56.478,primary,24229849
6993685342,6993685346,56.478,primary,24229849
345124504,345124548,116.536,primary,24229853
345124548,345124504,116.536,primary,24229853
345098349,8462844761,44.469,secondary,24229855
8462844761,345098349,44.469,secondary,24229855
8462844761,345098350,29.693,secondary,24229855
345098350,8462844761,29.693,secondary,24229855
345098434,345098435,79.158,residential,24229858
345098435,345098434,79.158,residential,24229858
345098434,261210291,33.058,residential,24229859
261210291,345098434,33.058,residential,24229859
261210291,2276463726,69.657,residential,24229859
2276463726,261210291,69.657,residential,24229859
2276463726,2276463720,17.401,residential,24229859
2276463720,2276463726,17.401,residential,24229859
2276463720,1309395225,20.933,residential,24229859
1309395225,2276463720,20.933,residential,24229859
1309395225,5492862635,21.61,residential,24229859
5492862635,1309395225,21.61,residential,24229859
5492862635,5492862630,40.522,residential,24229859
5492862630,5492862635,40.522,residential,24229859
5492862630,5492781320,10.05,residential,24229859
5492781320,5492862630,10.05,residential,24229859
5492781320,261126681,12.793,residential,24229859
261126681,5492781320,12.793,residential,24229859
261126681,5492781922,1.743,residential,24229859
5492781922,261126681,1.743,residential,24229859
5492781922,2276308316,34.592,residential,24229859
2276308316,5492781922,34.592,residential,24229859
2276308316,8842462355,5.275,residential,24229859
8842462355,2276308316,5.275,residential,24229859
8842462355,261285905,13.881,residential,24229859
261285905,8842462355,13.881,residential,24229859
261285905,1843255296,18.445,residential,24229859
1843255296,261285905,18.445,residential,24229859
1843255296,1280924021,27.562,residential,24229859
1280924021,1843255296,27.562,residential,24229859
345098444,4314292008,58.344,residential,24229865
4314292008,345098444,58.344,residential,24229865
345098444,261210289,31.48,residential,24229867
261210289,345098444,31.48,residential,24229867
261210289,1885924461,62.565,residential,24229867
1885924461,261210289,62.565,residential,24229867
1885924461,1309395238,51.372,residential,24229867
1309395238,1885924461,51.372,residential,24229867
1309395238,2188965882,10.827,residential,24229867
2188965882,1309395238,10.827,residential,24229867
2188965882,1885924501,39.7,residential,24229867
1885924501,2188965882,39.7,residential,24229867
1885924501,261126640,46.052,residential,24229867
261126640,1885924501,46.052,residential,24229867
261126640,261116514,187.029,residential,24229867
261116514,261126640,187.029,residential,24229867
261116514,2264917072,247.473,residential,24229867
2264917072,261116514,247.473,residential,24229867
2264917072,1309434619,12.637,residential,24229867
1309434619,2264917072,12.637,residential,24229867
1309434619,2264917065,11.227,residential,24229867
2264917065,1309434619,11.227,residential,24229867
2264917065,261252135,94.025,residential,24229867
261252135,2264917065,94.025,residential,24229867
261252135,2188888822,55.747,residential,24229867
2188888822,261252135,55.747,residential,24229867
2188888822,261201811,2.51,residential,24229867
261201811,2188888822,2.51,residential,24229867
261201811,1280923907,51.06,residential,24229867
1280923907,261201811,51.06,residential,24229867
309816223,309816222,153.825,secondary,24229909
261104757,7676191099,10.726,secondary,24229910
7676191099,261104757,10.726,secondary,24229910
7676191099,7676191097,11.453,secondary,24229910
7676191097,7676191099,11.453,secondary,24229910
7676191097,261164740,88.129,secondary,24229910
261164740,7676191097,88.129,secondary,24229910
739967871,739967960,85.672,secondary,24229919
739967960,739967871,85.672,secondary,24229919
25779173,2995226782,39.07,motorway_link,24229922
2995226782,709393543,79.821,motorway_link,24229922
709393543,2995226781,17.39,motorway_link,24229922
2995226781,709393545,22.486,motorway_link,24229922
709393545,709393547,26.29,motorway_link,24229922
709393547,709393549,25.985,motorway_link,24229922
709393549,709393553,31.767,motorway_link,24229922
709393553,709393555,59.568,motorway_link,24229922
709393555,709393556,22.902,motorway_link,24229922
709393556,709393559,22.756,motorway_link,24229922
709393559,709393560,18.977,motorway_link,24229922
709393560,709393563,21.052,motorway_link,24229922
709393563,709393565,18.377,motorway_link,24229922
709393565,709393567,24.41,motorway_link,24229922
709393567,709393569,22.644,motorway_link,24229922
709393569,709393571,19.374,motorway_link,24229922
709393571,709393574,19.244,motorway_link,24229922
709393574,709393577,14.787,motorway_link,24229922
709393577,709393359,18.254,motorway_link,24229922
262368030,262368025,78.093,secondary,24231479
262368025,262368030,78.093,secondary,24231479
5898925412,600539455,5.965,secondary,24231500
600539455,5898925412,5.965,secondary,24231500
600539455,5898925411,5.067,secondary,24231500
5898925411,600539455,5.067,secondary,24231500
708334390,2503425684,65.132,secondary,24231504
2503425684,708334390,65.132,secondary,24231504
262418616,4070508935,172.579,residential,24236973
4070508935,262418638,8.869,residential,24236973
296374736,6932804406,10.295,tertiary,24271825
6932804406,296374736,10.295,tertiary,24271825
6932804406,1980603237,1.533,tertiary,24271825
1980603237,6932804406,1.533,tertiary,24271825
1980603237,1980587869,23.777,tertiary,24271825
1980587869,1980603237,23.777,tertiary,24271825
1980587869,2086668451,10.739,tertiary,24271825
2086668451,1980587869,10.739,tertiary,24271825
2086668451,1980607152,35.049,tertiary,24271825
1980607152,2086668451,35.049,tertiary,24271825
1980607152,310697880,9.628,tertiary,24271825
310697880,1980607152,9.628,tertiary,24271825
310697880,1980607154,10.25,tertiary,24271825
1980607154,310697880,10.25,tertiary,24271825
1980607154,5534644130,33.306,tertiary,24271825
5534644130,1980607154,33.306,tertiary,24271825
5534644130,5534644128,2.165,tertiary,24271825
5534644128,5534644130,2.165,tertiary,24271825
5534644128,7342383911,34.782,tertiary,24271825
7342383911,5534644128,34.782,tertiary,24271825
7342383911,261272937,7.718,tertiary,24271825
261272937,7342383911,7.718,tertiary,24271825
261272937,7342383912,11.194,tertiary,24271825
7342383912,261272937,11.194,tertiary,24271825
7342383912,5650350917,35.104,tertiary,24271825
5650350917,7342383912,35.104,tertiary,24271825
5650350917,9332235780,34.349,tertiary,24271825
9332235780,5650350917,34.349,tertiary,24271825
9332235780,736940951,8.507,tertiary,24271825
736940951,9332235780,8.507,tertiary,24271825
736940951,9332235779,10.617,tertiary,24271825
9332235779,736940951,10.617,tertiary,24271825
9332235779,2219571720,35.06,tertiary,24271825
2219571720,9332235779,35.06,tertiary,24271825
2219571720,9332235774,35.415,tertiary,24271825
9332235774,2219571720,35.415,tertiary,24271825
9332235774,262804941,10.872,tertiary,24271825
262804941,9332235774,10.872,tertiary,24271825
262804941,9332235772,9.118,tertiary,24271825
9332235772,262804941,9.118,tertiary,24271825
9332235772,5650350919,33.261,tertiary,24271825
5650350919,9332235772,33.261,tertiary,24271825
5650350919,7342383903,35.515,tertiary,24271825
7342383903,5650350919,35.515,tertiary,24271825
7342383903,262804924,8.862,tertiary,24271825
262804924,7342383903,8.862,tertiary,24271825
262804924,7342383904,10.339,tertiary,24271825
7342383904,262804924,10.339,tertiary,24271825
7342383904,2595999693,34.171,tertiary,24271825
2595999693,7342383904,34.171,tertiary,24271825
2595999693,8690749505,32.479,tertiary,24271825
8690749505,2595999693,32.479,tertiary,24271825
8690749505,1977370497,3.957,tertiary,24271825
1977370497,8690749505,3.957,tertiary,24271825
1977370497,262804096,9.14,tertiary,24271825
262804096,1977370497,9.14,tertiary,24271825
262804096,1977370496,7.729,tertiary,24271825
1977370496,262804096,7.729,tertiary,24271825
1977370496,7342383918,0.811,tertiary,24271825
7342383918,1977370496,0.811,tertiary,24271825
7342383918,2595999700,35.071,tertiary,24271825
2595999700,7342383918,35.071,tertiary,24271825
2595999700,7342383914,35.671,tertiary,24271825
7342383914,2595999700,35.671,tertiary,24271825
7342383914,1978763493,1.399,tertiary,24271825
1978763493,7342383914,1.399,tertiary,24271825
1978763493,262804099,7.785,tertiary,24271825
262804099,1978763493,7.785,tertiary,24271825
262804099,1978763491,7.963,tertiary,24271825
1978763491,262804099,7.963,tertiary,24271825
1978763491,7342383915,0.988,tertiary,24271825
7342383915,1978763491,0.988,tertiary,24271825
7342383915,2478482921,35.582,tertiary,24271825
2478482921,7342383915,35.582,tertiary,24271825
2478482921,9332311416,35.36,tertiary,24271825
9332311416,2478482921,35.36,tertiary,24271825
9332311416,1978769424,2.343,tertiary,24271825
1978769424,9332311416,2.343,tertiary,24271825
1978769424,262804102,6.741,tertiary,24271825
262804102,1978769424,6.741,tertiary,24271825
262804102,9332311414,10.095,tertiary,24271825
9332311414,262804102,10.095,tertiary,24271825
9332311414,9332311413,0.422,tertiary,24271825
9332311413,9332311414,0.422,tertiary,24271825
9332311413,1978769431,0.911,tertiary,24271825
1978769431,9332311413,0.911,tertiary,24271825
1978769431,4131039958,43.666,tertiary,24271825
4131039958,1978769431,43.666,tertiary,24271825
4131039958,8928735384,43.855,tertiary,24271825
8928735384,4131039958,43.855,tertiary,24271825
8928735384,262805016,11.561,tertiary,24271825
262805016,8928735384,11.561,tertiary,24271825
262805016,9318954743,15.47,tertiary,24271825
9318954743,262805016,15.47,tertiary,24271825
9318954743,4131040147,33.027,tertiary,24271825
4131040147,9318954743,33.027,tertiary,24271825
4131040147,8690749507,30.703,tertiary,24271825
8690749507,4131040147,30.703,tertiary,24271825
8690749507,1980607168,4.871,tertiary,24271825
1980607168,8690749507,4.871,tertiary,24271825
1980607168,924678476,8.285,tertiary,24271825
924678476,1980607168,8.285,tertiary,24271825
924678476,1980607170,9.118,tertiary,24271825
1980607170,924678476,9.118,tertiary,24271825
1980607170,8690749506,3.675,tertiary,24271825
8690749506,1980607170,3.675,tertiary,24271825
8690749506,7342408478,65.5,tertiary,24271825
7342408478,8690749506,65.5,tertiary,24271825
7342408478,9044962634,2.432,tertiary,24271825
9044962634,7342408478,2.432,tertiary,24271825
9044962634,310698283,5.641,tertiary,24271825
310698283,9044962634,5.641,tertiary,24271825
310698283,1980607175,8.64,tertiary,24271825
1980607175,310698283,8.64,tertiary,24271825
1980607175,7342408479,0.755,tertiary,24271825
7342408479,1980607175,0.755,tertiary,24271825
7342408479,7342408480,70.031,tertiary,24271825
7342408480,7342408479,70.031,tertiary,24271825
7342408480,1980607186,1.277,tertiary,24271825
1980607186,7342408480,1.277,tertiary,24271825
1980607186,310698202,6.608,tertiary,24271825
310698202,1980607186,6.608,tertiary,24271825
310698202,1980607164,7.807,tertiary,24271825
1980607164,310698202,7.807,tertiary,24271825
1980607164,7342408481,0.855,tertiary,24271825
7342408481,1980607164,0.855,tertiary,24271825
7342408481,5701133876,69.409,tertiary,24271825
5701133876,7342408481,69.409,tertiary,24271825
5701133876,261267241,8.307,tertiary,24271825
261267241,5701133876,8.307,tertiary,24271825
261157110,1977373050,11.516,residential,24281567
1977373050,261157110,11.516,residential,24281567
1977373050,2401660113,31.984,residential,24281567
2401660113,1977373050,31.984,residential,24281567
2401660113,1978751167,36.126,residential,24281567
1978751167,2401660113,36.126,residential,24281567
1978751167,261157111,10.006,residential,24281567
261157111,1978751167,10.006,residential,24281567
261157111,1978751166,10.106,residential,24281567
1978751166,261157111,10.106,residential,24281567
1978751166,2401660104,33.35,residential,24281567
2401660104,1978751166,33.35,residential,24281567
2401660104,1978769425,35.549,residential,24281567
1978769425,2401660104,35.549,residential,24281567
1978769425,261157112,8.851,residential,24281567
261157112,1978769425,8.851,residential,24281567
261157112,1978769417,10.239,residential,24281567
1978769417,261157112,10.239,residential,24281567
1978769417,4131039966,43.434,residential,24281567
4131039966,1978769417,43.434,residential,24281567
4131039966,1980587870,42.612,residential,24281567
1980587870,4131039966,42.612,residential,24281567
261228345,5924531958,44.02,residential,24281569
5924531958,261228345,44.02,residential,24281569
5924531958,262904554,14.74,residential,24281569
262904554,5924531958,14.74,residential,24281569
260099105,260099107,10.89,residential,24302941
260099107,260099105,10.89,residential,24302941
260099107,260099108,13.568,residential,24302941
260099108,260099107,13.568,residential,24302941
260099108,260099109,13.785,residential,24302941
260099109,260099108,13.785,residential,24302941
260099109,260099110,14.958,residential,24302941
260099110,260099109,14.958,residential,24302941
260099110,260099111,367.425,residential,24302941
260099111,260099110,367.425,residential,24302941
250278948,4121470374,11.32,residential,24302966
4121470374,250278948,11.32,residential,24302966
4121470374,260099117,3.356,residential,24302966
260099117,4121470374,3.356,residential,24302966
260099117,7835374626,106.516,residential,24302966
7835374626,260099117,106.516,residential,24302966
7835374626,7835374601,36.103,residential,24302966
7835374601,7835374626,36.103,residential,24302966
7835374601,260099118,102.503,residential,24302966
260099118,7835374601,102.503,residential,24302966
260099118,2518169644,7.633,residential,24302966
2518169644,260099118,7.633,residential,24302966
2518169644,260099119,4.578,residential,24302966
260099119,2518169644,4.578,residential,24302966
260099119,260099120,15.56,residential,24302966
260099120,260099119,15.56,residential,24302966
260099120,260099121,20.868,residential,24302966
260099121,260099120,20.868,residential,24302966
260099121,263309434,69.307,residential,24302966
263309434,260099121,69.307,residential,24302966
263309434,2400941067,14.203,residential,24302966
2400941067,263309434,14.203,residential,24302966
2400941067,308441863,87.838,residential,24302966
308441863,2400941067,87.838,residential,24302966
4334542480,3863532999,7.313,secondary,24303010
3863532999,4334542480,7.313,secondary,24303010
3863532999,3974452994,6.136,secondary,24303010
3974452994,3863532999,6.136,secondary,24303010
3974452994,2200572761,8.639,secondary,24303010
2200572761,3974452994,8.639,secondary,24303010
2200572761,3233679170,11.284,secondary,24303010
3233679170,2200572761,11.284,secondary,24303010
3233679170,261210808,38.198,secondary,24303010
261210808,3233679170,38.198,secondary,24303010
261210808,2200562793,50.61,secondary,24303010
2200562793,261210808,50.61,secondary,24303010
2200562793,261223352,51.447,secondary,24303010
261223352,2200562793,51.447,secondary,24303010
261223352,261223353,101.203,secondary,24303010
261223353,261223352,101.203,secondary,24303010
261223353,2200562795,51.721,secondary,24303010
2200562795,261223353,51.721,secondary,24303010
2200562795,2393555258,21.342,secondary,24303010
2393555258,2200562795,21.342,secondary,24303010
261098881,9234297368,12.469,motorway_link,24303220
9234297368,263316069,80.551,motorway_link,24303220
263316069,9272040583,34.007,motorway_link,24303220
9272040583,2998908272,110.688,motorway_link,24303220
2998908272,8499816162,29.349,motorway_link,24303220
4332566291,8559421315,8.974,secondary,24303271
8559421315,4332566291,8.974,secondary,24303271
8559421315,2189223208,8.185,secondary,24303271
2189223208,8559421315,8.185,secondary,24303271
2189223208,261282579,48.278,secondary,24303271
261282579,2189223208,48.278,secondary,24303271
261282579,2190712594,51.398,secondary,24303271
2190712594,261282579,51.398,secondary,24303271
2190712594,7624857112,23.867,secondary,24303271
7624857112,2190712594,23.867,secondary,24303271
7624857112,7624857111,8.441,secondary,24303271
7624857111,7624857112,8.441,secondary,24303271
7624857111,261143245,17.525,secondary,24303271
261143245,7624857111,17.525,secondary,24303271
261102595,9234297417,11.612,motorway_link,24303290
9234297417,263318551,35.368,motorway_link,24303290
263318551,263318552,62.705,motorway_link,24303290
263318552,263318554,80.269,motorway_link,24303290
263318554,263318555,76.12,motorway_link,24303290
263318555,263318556,101.103,motorway_link,24303290
263318556,8816415897,30.488,motorway_link,24303290
9194705943,9194705948,5.287,motorway_link,24303320
9194705948,9194705944,7.975,motorway_link,24303320
9194705944,9194705947,5.418,motorway_link,24303320
9194705947,9194705946,7.646,motorway_link,24303320
9194705946,9194705945,11.396,motorway_link,24303320
9194705945,263320469,11.604,motorway_link,24303320
263320469,263320470,77.743,motorway_link,24303320
263320470,263320471,67.38,motorway_link,24303320
263320471,9272040582,27.307,motorway_link,24303320
9272040582,263320472,92.813,motorway_link,24303320
263320472,2998908280,67.035,motorway_link,24303320
2998908280,26703638,44.741,motorway_link,24303320
26704188,6369524358,28.907,motorway_link,24303335
26703625,3001456928,30.297,motorway_link,24303357
3001456928,263324042,50.801,motorway_link,24303357
263324042,263324041,29.206,motorway_link,24303357
263324041,263324040,28.044,motorway_link,24303357
263324040,9194705702,25.378,motorway_link,24303357
9194705702,263324039,35.273,motorway_link,24303357
263324039,263324038,16.591,motorway_link,24303357
263324038,263324037,18.516,motorway_link,24303357
263324037,263324036,15.351,motorway_link,24303357
263324036,4334519852,17.01,motorway_link,24303357
261102104,9194705854,9.998,motorway_link,24303375
9194705854,9194705743,8.369,motorway_link,24303375
9194705743,263324817,17.797,motorway_link,24303375
263324817,263324818,35.229,motorway_link,24303375
263324818,263324820,53.447,motorway_link,24303375
263324820,263324821,42.221,motorway_link,24303375
263324821,263324822,41.499,motorway_link,24303375
263324822,26704211,71.369,motorway_link,24303375
261160342,1662751900,21.628,motorway_link,24303435
1662751900,263326687,86.008,motorway_link,24303435
263326687,3001456934,91.175,motorway_link,24303435
3001456934,26703510,27.466,motorway_link,24303435
250755950,2998824567,27.63,motorway_link,24304807
2998824567,2998824565,25.878,motorway_link,24304807
2998824565,263350032,21.329,motorway_link,24304807
263350032,2998824564,26.348,motorway_link,24304807
2998824564,263350033,73.589,motorway_link,24304807
263350033,4332713755,53.366,motorway_link,24304807
2998820402,2998824555,33.217,motorway_link,24304881
2998824555,2998824558,40.042,motorway_link,24304881
1764458388,9233058449,10.043,secondary,24304943
9233058449,369881052,51.161,secondary,24304943
369881052,263353576,8.934,secondary,24304943
263353576,263353496,22.211,secondary,24304943
263354587,261302919,66.756,tertiary,24304976
261302919,263354587,66.756,tertiary,24304976
4840604637,1868494913,18.623,residential,24305541
1868494913,1868494908,27.529,residential,24305541
1868494908,261142638,31.161,residential,24305541
261142638,5493076310,112.239,residential,24305541
5493076310,1868494894,37.624,residential,24305541
1868494894,6412789842,48.862,residential,24305541
734844620,9194604146,9.541,unclassified,24306103
9194604146,734844620,9.541,unclassified,24306103
9194604146,734844621,37.656,unclassified,24306103
734844621,9194604146,37.656,unclassified,24306103
734844621,734844623,5.08,unclassified,24306103
734844623,734844621,5.08,unclassified,24306103
734844623,2184683179,22.626,unclassified,24306103
2184683179,734844623,22.626,unclassified,24306103
2184683179,263371286,23.7,unclassified,24306103
263371286,2184683179,23.7,unclassified,24306103
263371286,263371287,8.126,unclassified,24306103
263371287,263371286,8.126,unclassified,24306103
263371287,263371288,7.931,unclassified,24306103
263371288,263371287,7.931,unclassified,24306103
26704212,734844611,44.148,motorway_link,24306107
734844611,734844612,25.073,motorway_link,24306107
734844612,734844613,76.846,motorway_link,24306107
734844613,734844614,88.095,motorway_link,24306107
734844614,734844615,101.268,motorway_link,24306107
26703435,3001456955,39.886,motorway_link,24306121
3001456955,3001456953,32.19,motorway_link,24306121
3001456953,263372339,33.789,motorway_link,24306121
263372339,6369524324,51.239,motorway_link,24306121
6369524324,263372341,15.758,motorway_link,24306121
263372341,6369524329,28.96,motorway_link,24306121
6369524329,263372342,14.967,motorway_link,24306121
263372342,263372343,38.103,motorway_link,24306121
263372343,4332812195,17.258,motorway_link,24306121
263372613,9194526750,13.056,motorway_link,24306145
9194526750,263372618,48.848,motorway_link,24306145
263372618,263372619,57.273,motorway_link,24306145
263372619,263372620,45.47,motorway_link,24306145
263372620,3001456963,44.13,motorway_link,24306145
3001456963,3001456962,90.128,motorway_link,24306145
3001456962,26703434,61.973,motorway_link,24306145
26704226,3001456965,71.329,motorway_link,24306156
3001456965,263372851,45.02,motorway_link,24306156
263372851,263372852,89.217,motorway_link,24306156
263372852,263372853,54.392,motorway_link,24306156
263372853,263372854,93.516,motorway_link,24306156
263372854,4334422159,4.125,motorway_link,24306156
263372855,9194526727,14.759,primary_link,24306158
9194526727,9194526732,8.385,primary_link,24306158
9194526732,263372920,42.697,primary_link,24306158
263372920,263372921,45.823,primary_link,24306158
263372921,263372922,26.784,primary_link,24306158
263372922,263372923,37.495,primary_link,24306158
263372923,263372924,12.406,primary_link,24306158
9194551683,9194551684,17.968,residential,24306182
9194551684,9194551683,17.968,residential,24306182
9194551684,261181604,35.731,residential,24306182
261181604,9194551684,35.731,residential,24306182
261181604,261207218,202.626,residential,24306182
261207218,261181604,202.626,residential,24306182
261207218,261207217,202.504,residential,24306182
261207217,261207218,202.504,residential,24306182
261207217,2184683181,114.139,residential,24306182
2184683181,261207217,114.139,residential,24306182
2184683181,5495528068,24.431,residential,24306182
5495528068,2184683181,24.431,residential,24306182
5495528068,2184683018,8.162,residential,24306182
2184683018,5495528068,8.162,residential,24306182
2184683018,306082703,38.469,residential,24306182
306082703,2184683018,38.469,residential,24306182
263408602,263408603,10.688,motorway_link,24307602
263408603,263408604,63.383,motorway_link,24307602
263408604,263408605,31.71,motorway_link,24307602
263408605,263408607,43.592,motorway_link,24307602
263408607,263408608,41.909,motorway_link,24307602
263408608,2998824543,51.615,motorway_link,24307602
2998824543,26704147,21.189,motorway_link,24307602
3839935550,263409141,23.217,motorway_link,24307624
263409141,2998824541,26.499,motorway_link,24307624
2998824541,263409142,41.923,motorway_link,24307624
263409142,263409143,40.471,motorway_link,24307624
263409143,8344746353,55.337,motorway_link,24307624
26792886,2998820417,47.397,motorway_link,24307932
2998820417,263415351,50.224,motorway_link,24307932
263415351,2998820421,35.329,motorway_link,24307932
2998820421,7506296587,11.861,motorway_link,24307932
7506296587,2998820423,24.565,motorway_link,24307932
2998820423,309816346,49.431,motorway_link,24307932
309816346,309816347,81.358,motorway_link,24307932
309816347,263415356,36.242,motorway_link,24307932
27446491,27446490,17.075,secondary,24308522
