node_id,lon,lat,x_m,y_m
25778862,-87.661656,41.9035946,445120.458,4639284.174
25779160,-87.6614873,41.9021928,445133.25,4639128.427
25779161,-87.6609207,41.9009018,445179.143,4638984.728
25779162,-87.6606833,41.9003484,445198.361,4638923.134
25779163,-87.6600892,41.8990364,445246.519,4638777.086
25779166,-87.658834,41.8966675,445348.617,4638513.272
25779167,-87.6582552,41.8959998,445396.061,4638438.771
25779169,-87.6577192,41.8954934,445440.093,4638382.205
25779172,-87.6574225,41.8952516,445464.499,4638355.17
25779173,-87.6571137,41.8950178,445489.917,4638329.016
25779174,-87.6559762,41.8943014,445583.669,4638248.753
25779176,-87.6548686,41.8935372,445674.902,4638163.204
25779177,-87.6536133,41.8927047,445778.333,4638069.98
25779178,-87.6528337,41.8922288,445842.605,4638016.649
25779179,-87.6517274,41.8915136,445933.778,4637936.545
25779184,-87.6475258,41.888344,446279.681,4637581.993
25779186,-87.6466145,41.8869727,446354.138,4637429.171
25779187,-87.6462193,41.8859287,446386.053,4637313.011
25779189,-87.646069,41.8842651,446397.132,4637128.212
25779203,-87.644383,41.8577727,446514.936,4634185.785
25779204,-87.6443467,41.8570535,446517.349,4634105.912
25779213,-87.650674,41.8455407,445982.477,4632831.644
25779214,-87.6518676,41.8452574,445883.148,4632800.941
25779215,-87.6527077,41.8449552,445813.149,4632767.919
25779216,-87.6577887,41.8427836,445389.483,4632530.032
25779217,-87.6620843,41.840616,445030.999,4632292.111
25779219,-87.6669125,41.8379524,444627.844,4631999.482
25779220,-87.6678721,41.8376508,444547.91,4631966.615
25779221,-87.6683828,41.8375443,444505.415,4631955.121
25779222,-87.6692527,41.8374203,444433.081,4631941.916
25779223,-87.6784039,41.8372223,443673.095,4631925.893
25779224,-87.6791172,41.8371809,443613.834,4631921.765
25779225,-87.6800752,41.8370447,443534.172,4631907.272
25779226,-87.6809108,41.8368356,443464.609,4631884.606
25779227,-87.6816582,41.8366001,443402.345,4631858.952
25779229,-87.6988342,41.8312117,441971.358,4631272.156
25779232,-87.7315703,41.8209093,439243.315,4630150.948
25779233,-87.7397758,41.8183413,438559.392,4629871.667
25779234,-87.7416989,41.8178603,438399.211,4629819.641
25779235,-87.7430619,41.8175286,438285.69,4629783.791
25779236,-87.7437643,41.8173095,438227.141,4629759.97
25779237,-87.7455323,41.8166175,438079.634,4629684.412
25779238,-87.7495577,41.8152191,437743.947,4629532.062
25779239,-87.762545,41.8111245,436661.219,4629086.944
26098007,-87.6206947,41.8479233,448473.216,4633077.754
26098008,-87.6226635,41.8478853,448309.745,4633074.718
26098009,-87.623841,41.8478274,448211.948,4633068.999
26098011,-87.6244981,41.8477374,448157.326,4633059.403
26098012,-87.6254503,41.8475177,448078.101,4633035.586
26098013,-87.6264293,41.8472359,447996.601,4633004.891
26098015,-87.6271723,41.8470401,447934.761,4632983.602
26098016,-87.6275907,41.8469622,447899.964,4632975.207
26098027,-87.636332,41.8472219,447174.507,4633009.38
26098028,-87.6424665,41.8470594,446665.11,4632995.13
26098029,-87.6438228,41.8467491,446552.257,4632961.522
26098031,-87.645335,41.8461471,446426.217,4632895.626
26098032,-87.6463192,41.8458125,446344.232,4632859.091
26098033,-87.6478072,41.8455298,446220.464,4632828.634
26098036,-87.6505412,41.8452632,445993.268,4632800.75
26098037,-87.6514442,41.8450315,445918.107,4632775.594
26098039,-87.6525328,41.8446216,445827.387,4632730.77
26098040,-87.657115,41.8427392,445445.377,4632524.674
26098041,-87.6619146,41.840397,445044.901,4632267.687
26098045,-87.6646373,41.8388509,444817.521,4632097.775
26098046,-87.6686559,41.8372567,444482.491,4631923.366
26098048,-87.6701672,41.8371412,444356.91,4631911.52
26098049,-87.6779178,41.8369884,443713.25,4631899.605
26098050,-87.679298,41.8369076,443598.582,4631891.54
26098052,-87.6798289,41.8368267,443554.431,4631882.907
26098053,-87.6808675,41.8365739,443467.974,4631855.522
26098057,-87.6987738,41.8309546,441976.141,4631243.571
26098058,-87.7134448,41.8263382,440753.646,4630741.041
26098060,-87.7213385,41.8238565,440095.815,4630470.981
26098061,-87.7314704,41.8206633,439251.379,4630123.565
26098063,-87.7408774,41.8177715,438467.355,4629809.193
26098065,-87.7430546,41.8172502,438286.029,4629752.876
26098066,-87.7438511,41.8169906,438219.626,4629724.626
26098067,-87.7455151,41.8163249,438080.78,4629651.914
26098070,-87.7468153,41.815829,437972.312,4629597.793
26098095,-87.6172234,41.85946,448770.593,4634356.559
26098097,-87.6176192,41.8603344,448738.44,4634453.877
26098098,-87.6181591,41.8616473,448694.678,4634599.967
26098101,-87.6191804,41.8658271,448613.26,4635064.648
26098103,-87.6191634,41.8666499,448615.33,4635155.991
26098105,-87.6190604,41.8669631,448624.128,4635190.703
26098106,-87.6189176,41.8672078,448636.175,4635217.786
26098107,-87.6175383,41.8687248,448751.855,4635385.389
26098109,-87.6171837,41.869225,448781.682,4635440.713
26098110,-87.6169966,41.8697395,448797.62,4635497.725
26098113,-87.6172207,41.880924,448787.952,4636739.642
26098153,-87.6256626,41.9092061,448110.406,4639884.806
26098155,-87.6257802,41.9110905,448102.179,4640094.098
26098157,-87.6257853,41.9114823,448102.073,4640137.602
26098158,-87.6259946,41.9124358,448085.488,4640243.594
26098159,-87.6262116,41.912874,448067.847,4640292.377
26098161,-87.628294,41.9169934,447898.502,4640751.009
26098162,-87.629009,41.9187412,447840.634,4640945.498
26098164,-87.6293794,41.920142,447811.06,4641101.252
26098165,-87.6296248,41.9212208,447791.591,4641221.178
26098166,-87.6305341,41.924159,447718.59,4641547.955
26098169,-87.6298224,41.9212416,447775.223,4641223.608
26098170,-87.6291892,41.9187348,447825.686,4640944.897
26098172,-87.6282869,41.9165162,447898.703,4640698.022
26098173,-87.6263409,41.9127372,448057.013,4640277.267
26098174,-87.6261423,41.9122968,448073.127,4640228.25
26098176,-87.6260144,41.9116979,448083.248,4640161.678
26098178,-87.6259442,41.9099276,448087.636,4639965.083
26098179,-87.6258919,41.9092649,448091.436,4639891.473
26098219,-87.6295754,41.920107,447794.779,4641097.485
26099529,-87.6336208,41.9257453,447463.953,4641725.965
26099532,-87.6371345,41.9311325,447177.062,4642326.255
26099533,-87.6386812,41.9322935,447049.789,4642456.113
26099536,-87.6391109,41.9256191,447008.641,4641715.332
26099537,-87.6423145,41.928689,446745.569,4642058.162
26099540,-87.6428685,41.9296203,446700.412,4642161.907
26099542,-87.6392722,41.9296848,446998.632,4642166.839
26099544,-87.6306697,41.9262229,447709.032,4641777.188
26218619,-87.6660057,41.8760579,444735.95,4636229.634
26218622,-87.6810861,41.8758136,443484.382,4636212.33
26218626,-87.6972348,41.8756578,442144.236,4636205.791
26218627,-87.6985915,41.8755981,442031.604,4636200.078
26218629,-87.7000437,41.8754654,441910.982,4636186.327
26218630,-87.7007603,41.8753709,441851.433,4636176.32
26218631,-87.7066608,41.8745178,441361.031,4636085.617
26218633,-87.708052,41.8743478,441245.432,4636067.693
26218634,-87.7091505,41.874284,441154.219,4636061.362
26218635,-87.7101994,41.8742709,441067.168,4636060.628
26218637,-87.7320455,41.873999,439254.096,4636045.67
26218638,-87.7329485,41.873967,439179.133,4636042.756
26218639,-87.7337141,41.8738834,439115.523,4636034.017
26218640,-87.7346605,41.873693,439036.808,4636013.549
26218642,-87.7355088,41.873432,438966.166,4635985.174
26218643,-87.7362,41.8731458,438908.536,4635953.89
26218644,-87.7372605,41.8726328,438820.044,4635897.688
26218646,-87.7387628,41.8721153,438694.884,4635841.303
26218647,-87.7395409,41.8719549,438630.16,4635824.05
26218648,-87.7409376,41.8718499,438514.156,4635813.392
26218650,-87.7514265,41.8717311,437643.626,4635807.769
26218651,-87.7610219,41.8715958,436847.223,4635799.762
26218653,-87.7626065,41.871504,436715.634,4635790.737
26218654,-87.7640191,41.871352,436598.26,4635774.903
26218655,-87.765019,41.8712368,436515.169,4635762.852
26218657,-87.766569,41.8710595,436386.366,4635744.314
26218659,-87.7710053,41.8710769,436018.235,4635749.543
26220940,-87.7438694,41.8430887,438243.196,4632622.223
26220942,-87.742764,41.7951326,438288.942,4627297.036
26220943,-87.742706,41.7946888,438293.335,4627247.721
26220945,-87.7422876,41.793873,438327.316,4627156.845
26220946,-87.7417191,41.7927915,438373.513,4627036.363
26220947,-87.7414804,41.7920303,438392.617,4626951.679
26220949,-87.7414758,41.7913331,438392.332,4626874.269
26220950,-87.7412621,41.7863556,438405.323,4626321.485
26220951,-87.7432646,41.8076255,438259.345,4628684.433
26220970,-87.7418563,41.793086,438362.396,4627069.159
26354000,-87.7268591,41.822114,439635.713,4630281.381
26409126,-87.6131658,41.8515536,449101.106,4633476.324
26409131,-87.6126347,41.8498413,449143.836,4633285.898
26472318,-87.7085254,42.052369,441369.592,4655833.544
26472322,-87.6842496,42.05211,443378.192,4655788.432
26524723,-87.6772163,42.0472859,443955.962,4655248.177
26524724,-87.6779597,42.0457448,443893.084,4655077.555
26524725,-87.681841,42.046792,443572.799,4655196.38
26524726,-87.6818942,42.0454556,443567.213,4655048.033
26524727,-87.6802321,42.0450244,443704.387,4654999.062
26524728,-87.6796568,42.0461948,443753.031,4655128.634
26524730,-87.6789367,42.0477391,443813.986,4655299.625
26698380,-87.7741599,41.9767473,435862.373,4647484.324
26699785,-87.7701986,41.9745034,436188.321,4647232.226
26699788,-87.7668653,41.972613,436462.611,4647019.859
26699789,-87.7661542,41.9722372,436521.155,4646977.607
26699790,-87.7655065,41.9719465,436574.531,4646944.851
26699791,-87.7641039,41.9714589,436690.261,4646889.675
26699792,-87.7632047,41.9712312,436764.539,4646863.73
26699793,-87.7616848,41.9707976,436890.043,4646814.467
26699794,-87.7608316,41.9704675,436960.411,4646777.188
26699796,-87.7575476,41.9686937,437230.771,4646577.833
26699797,-87.7541632,41.9667949,437509.343,4646364.536
26699799,-87.7535123,41.9664272,437562.918,4646323.236
26699800,-87.7518975,41.9654079,437695.731,4646208.889
26699801,-87.7503145,41.9643633,437825.888,4646091.758
26699802,-87.7498871,41.9641211,437861.068,4646064.556
26699803,-87.7482032,41.9634621,437999.966,4645990.168
26699804,-87.7473373,41.9631905,438071.456,4645959.387
26699806,-87.745998,41.9625675,438181.837,4645889.248
26699807,-87.7457421,41.9624137,438202.894,4645871.987
26703421,-87.7440655,41.9612396,438340.697,4645740.42
26703422,-87.7429077,41.9604881,438435.918,4645656.149
26703423,-87.7421814,41.959961,438495.6,4645597.104
26703426,-87.7373082,41.9571364,438896.745,4645280.005
26703427,-87.735914,41.9563731,439011.56,4645194.264
26703428,-87.7344802,41.9556118,439129.661,4645108.718
26703429,-87.732794,41.954692,439268.533,4645005.397
26703430,-87.7313668,41.9538813,439386.047,4644914.376
26703431,-87.7304388,41.9533589,439462.464,4644855.718
26703432,-87.7278521,41.9518953,439675.466,4644691.392
26703433,-87.7266166,41.9511918,439777.203,4644612.414
26703434,-87.7238663,41.9496325,440003.69,4644437.358
26703435,-87.7219806,41.9485817,440159.001,4644319.371
26703436,-87.7209622,41.948155,440243.013,4644271.284
26703437,-87.7205535,41.9479716,440276.717,4644250.637
26703445,-87.7201842,41.9477895,440307.156,4644230.161
26703450,-87.7195938,41.9474074,440355.736,4644187.326
26703496,-87.719163,41.9470232,440391.086,4644144.369
26703497,-87.7188373,41.9466497,440417.734,4644102.673
26703498,-87.7186712,41.9463998,440431.269,4644074.812
26703499,-87.718304,41.9457348,440461.087,4644000.723
26703500,-87.7179808,41.9451586,440487.341,4643936.523
26703510,-87.716836,41.9432283,440580.44,4643721.41
26703521,-87.7166297,41.942986,440597.316,4643694.365
26703525,-87.7164221,41.9427737,440614.327,4643670.65
26703597,-87.7161145,41.9424918,440639.563,4643639.138
26703625,-87.7156292,41.9421347,440679.46,4643599.154
26703626,-87.7147633,41.9416892,440750.825,4643549.091
26703627,-87.7143173,41.9415054,440787.626,4643528.376
26703628,-87.7138463,41.941352,440826.527,4643511.019
26703629,-87.7129414,41.9411335,440901.336,4643486.135
26703630,-87.7121894,41.9409453,440963.5,4643464.721
26703631,-87.7113586,41.9407417,441032.181,4643441.544
26703632,-87.7107085,41.940539,441085.884,4643418.592
26703633,-87.7104062,41.9404155,441110.83,4643404.672
26703634,-87.7097561,41.9400748,441164.407,4643366.398
26703636,-87.7092513,41.9397862,441205.988,4643334.009
26703637,-87.7073874,41.9387336,441359.534,4643215.863
26703638,-87.7033381,41.9363501,441693.041,4642948.465
26703639,-87.7023482,41.9357769,441774.583,4642884.15
26703640,-87.6997239,41.9342299,441990.739,4642710.61
26703641,-87.6979397,41.9331794,442137.706,4642592.769
26703642,-87.6973496,41.9328248,442186.308,4642553.0
26703644,-87.6965192,41.9323387,442254.714,4642498.47
26703645,-87.6957766,41.9318968,442315.882,4642448.906
26703646,-87.6940861,41.9308994,442455.139,4642337.031
26703647,-87.6924914,41.9300533,442586.593,4642242.021
26703648,-87.6915853,41.9296451,442661.352,4642196.092
26703649,-87.6899173,41.9288469,442798.931,4642106.355
26703650,-87.6872907,41.9273577,443015.379,4641939.263
26703657,-87.6835435,41.9252295,443324.184,4641700.489
26703658,-87.6826622,41.9247452,443396.829,4641646.136
26703660,-87.6780701,41.9221239,443775.286,4641352.077
26703888,-87.6615652,41.9040359,445128.367,4639333.113
26703889,-87.6613697,41.9047839,445145.223,4639416.036
26703890,-87.6613017,41.9051409,445151.168,4639455.63
26703891,-87.6612295,41.9058022,445157.723,4639529.006
26703892,-87.6612677,41.9055148,445154.308,4639497.121
26703893,-87.6616626,41.9032093,445119.581,4639241.399
26703894,-87.6616332,41.902795,445121.664,4639195.382
26703895,-87.6616084,41.9026235,445123.575,4639176.325
26703897,-87.676495,41.9212215,443905.101,4641250.853
26703899,-87.6723347,41.9188571,444248.016,4640985.625
26703900,-87.6714961,41.9183782,444317.14,4640931.909
26703901,-87.6711153,41.9181387,444348.509,4640905.071
26703902,-87.670413,41.9176472,444406.32,4640850.045
26703903,-87.6701548,41.9174556,444427.565,4640828.604
26703904,-87.6697458,41.9171242,444461.194,4640791.545
26703905,-87.6694052,41.9168148,444489.171,4640756.972
26703906,-87.6689181,41.9163261,444529.141,4640702.398
26703907,-87.6684992,41.9158512,444563.468,4640649.4
26703910,-87.6675477,41.9144788,444641.187,4640496.41
26703912,-87.6653721,41.9109286,444818.549,4640100.837
26703913,-87.6650516,41.9104233,444844.695,4640044.528
26703914,-87.6647518,41.9099755,444869.173,4639994.617
26703915,-87.6643054,41.909439,444905.734,4639934.764
26703916,-87.663631,41.9087564,444961.079,4639858.543
26703917,-87.6627378,41.9079768,445034.489,4639771.413
26703918,-87.6622713,41.9075738,445072.834,4639726.37
26703919,-87.6620052,41.9072799,445094.652,4639693.568
26703920,-87.6617477,41.9069605,445115.735,4639657.941
26703921,-87.6615589,41.9066348,445131.115,4639621.659
26703922,-87.6614387,41.9063856,445140.871,4639593.914
26703923,-87.6613271,41.9061237,445149.903,4639564.764
26704028,-87.6607258,41.9014614,445195.787,4639046.735
26704029,-87.6611707,41.9054948,445162.336,4639494.839
26704030,-87.6611399,41.9052212,445164.657,4639464.442
26704032,-87.6612001,41.9042344,445158.819,4639354.918
26704033,-87.6612563,41.9037877,445153.776,4639305.358
26704035,-87.6613016,41.9028638,445149.228,4639202.808
26704037,-87.6612883,41.9025531,445150.065,4639168.303
26704038,-87.6612602,41.9022837,445152.165,4639138.375
26704039,-87.6611306,41.9015873,445162.319,4639060.972
26704125,-87.6608046,41.9017529,445189.501,4639079.15
26704126,-87.6608635,41.9020921,445184.905,4639116.848
26704127,-87.6609154,41.9024757,445180.929,4639159.472
26704128,-87.6609323,41.9028595,445179.855,4639202.095
26704130,-87.6608594,41.9040353,445186.907,4639332.595
26704131,-87.6607953,41.904443,445192.573,4639377.82
26704132,-87.6607496,41.9050355,445196.87,4639443.575
26704133,-87.6607755,41.9053362,445194.979,4639476.977
26704134,-87.6608704,41.9058724,445187.566,4639536.571
26704135,-87.6609666,41.9061857,445179.856,4639571.417
26704136,-87.661061,41.9064431,445172.246,4639600.056
26704137,-87.6612534,41.9067992,445156.594,4639639.716
26704138,-87.6615359,41.9072161,445133.52,4639686.185
26704139,-87.6617666,41.9075057,445114.634,4639718.486
26704140,-87.6622265,41.9079512,445076.873,4639768.243
26704141,-87.6625592,41.9082532,445049.539,4639801.987
26704142,-87.6636521,41.9092379,444959.743,4639912.016
26704143,-87.6640758,41.9096841,444924.986,4639961.829
26704144,-87.664439,41.910145,444895.261,4640013.235
26704145,-87.6646357,41.9104285,444879.191,4640044.838
26704146,-87.664955,41.9109344,444853.146,4640101.212
26704147,-87.6660572,41.9127039,444763.262,4640298.385
26704149,-87.6675791,41.9152079,444639.213,4640577.381
26704150,-87.6678789,41.9156204,444614.708,4640623.373
26704151,-87.6685829,41.9164478,444557.043,4640715.693
26704152,-87.6688185,41.9167124,444537.735,4640745.223
26704153,-87.6692273,41.9170956,444504.166,4640788.034
26704154,-87.6695475,41.9173705,444477.852,4640818.763
26704155,-87.6699056,41.9176599,444448.407,4640851.126
26704157,-87.6705742,41.9181503,444393.389,4640906.008
26704158,-87.671196,41.918549,444342.174,4640950.678
26704159,-87.673174,41.9196722,444179.129,4641076.67
26704162,-87.6752687,41.9205275,444006.18,4641172.998
26704163,-87.675191,41.9208312,444012.888,4641206.667
26704164,-87.6765801,41.9216201,443898.394,4641295.165
26704166,-87.6775094,41.922141,443821.793,4641353.608
26704168,-87.6784384,41.9226763,443745.232,4641413.65
26704169,-87.6799299,41.9231763,443621.999,4641470.144
26704170,-87.6802115,41.9236884,443599.1,4641527.186
26704171,-87.6820942,41.9247539,443443.933,4641646.727
26704172,-87.6829418,41.9252355,443374.08,4641700.758
26704173,-87.6863898,41.9271939,443089.929,4641920.478
26704174,-87.6873745,41.9277597,443008.789,4641983.952
26704176,-87.6894159,41.9289101,442840.559,4642113.038
26704178,-87.6905954,41.929581,442743.366,4642188.314
26704179,-87.6925232,41.9306708,442584.511,4642310.602
26704180,-87.693634,41.9313328,442493.011,4642384.847
26704181,-87.6946021,41.9319053,442413.263,4642449.061
26704182,-87.695353,41.9323455,442351.405,4642498.44
26704183,-87.6973677,41.9335318,442185.446,4642631.51
26704184,-87.6979619,41.9338838,442136.502,4642670.993
26704185,-87.6994912,41.9347851,442010.534,4642772.096
26704186,-87.7040013,41.9373438,441638.967,4643059.245
26704188,-87.7080025,41.9394956,441309.243,4643300.888
26704190,-87.7090811,41.9401076,441220.392,4643369.577
26704191,-87.7096637,41.940439,441172.402,4643406.771
26704192,-87.7100365,41.9406325,441141.676,4643428.511
26704193,-87.7103661,41.9407787,441114.488,4643444.97
26704194,-87.7112794,41.9410689,441039.048,4643477.818
26704195,-87.7121995,41.941298,440962.988,4643503.888
26704196,-87.7129465,41.9414837,440901.237,4643525.021
26704203,-87.7133158,41.9415725,440870.706,4643535.135
26704205,-87.7139793,41.9417934,440815.91,4643560.119
26704206,-87.7145632,41.9420503,440767.746,4643589.046
26704210,-87.7151609,41.9423867,440718.513,4643626.809
26704211,-87.7155908,41.9426982,440683.166,4643661.692
26704212,-87.7159807,41.9430445,440651.167,4643700.411
26704213,-87.7162733,41.9433308,440627.178,4643732.401
26704214,-87.7164532,41.9435506,440612.47,4643756.93
26704215,-87.7168508,41.944154,440580.073,4643824.2
26704216,-87.7174422,41.9452103,440532.033,4643941.89
26704217,-87.7179728,41.9461557,440488.931,4644047.225
26704218,-87.7183077,41.9467481,440461.723,4644113.231
26704219,-87.7186499,41.9471861,440433.767,4644162.099
26704220,-87.7188698,41.947406,440415.745,4644186.667
26704221,-87.7198948,41.9481464,440331.477,4644269.586
26704222,-87.7201382,41.9482623,440311.41,4644282.624
26704223,-87.7205519,41.9484382,440277.285,4644302.442
26704224,-87.721116,41.9486606,440230.737,4644327.528
26704225,-87.7217559,41.9489554,440177.975,4644360.705
26704226,-87.7237913,41.9500789,440010.325,4644486.869
26704227,-87.7272954,41.9520811,439721.781,4644711.63
26704228,-87.727867,41.9524022,439674.709,4644747.683
26704229,-87.7295606,41.9533718,439535.26,4644856.53
26704232,-87.7338756,41.9558058,439179.952,4645129.828
26704233,-87.7356175,41.9567778,439036.518,4645238.986
26704235,-87.7390359,41.9586939,438755.055,4645454.166
26704236,-87.7400959,41.9592745,438667.767,4645519.388
26704237,-87.7415233,41.960158,438550.326,4645618.505
26704238,-87.7426331,41.9609984,438459.165,4645712.61
26704241,-87.7459245,41.9629931,438188.339,4645936.449
26791694,-87.7464545,41.9631664,438144.587,4645956.073
26791696,-87.7482279,41.9637132,437998.162,4646018.066
26791697,-87.7497074,41.9642949,437876.128,4646083.723
26791698,-87.7500812,41.9645012,437845.354,4646106.899
26791699,-87.7506184,41.9648363,437801.165,4646144.495
26791851,-87.7532776,41.9665912,437582.526,4646341.274
26791852,-87.7540836,41.9670605,437516.198,4646393.968
26791854,-87.759363,41.9700732,437081.706,4646732.329
26791855,-87.7599961,41.9704103,437029.581,4646770.222
26791856,-87.7616563,41.97108,436892.684,4646845.8
26791857,-87.7631084,41.9714646,436772.749,4646889.573
26791859,-87.764859,41.9719661,436628.199,4646946.548
26791860,-87.7654334,41.9721883,436580.828,4646971.643
26791861,-87.7657585,41.9723318,436554.034,4646987.817
26791862,-87.767637,41.9733492,436399.405,4647102.171
26792885,-87.6604825,41.900749,445215.359,4638967.483
26792886,-87.6601936,41.900116,445238.782,4638897.018
26792887,-87.65932,41.8982168,445309.624,4638685.597
26792888,-87.6591609,41.8978934,445322.546,4638649.589
26792889,-87.6581434,41.8964293,445405.701,4638486.386
26792891,-87.657635,41.8959238,445447.444,4638429.938
26792892,-87.6570241,41.8954035,445497.677,4638371.782
26792893,-87.6559817,41.8946696,445583.525,4638289.637
26792898,-87.6524573,41.892284,445873.876,4638022.541
26792901,-87.6500478,41.8905974,446072.344,4637833.764
26792904,-87.6474134,41.8884913,446289.13,4637598.277
26792906,-87.6461014,41.886419,446396.244,4637367.374
26792908,-87.6456539,41.8846445,446431.889,4637170.077
26793333,-87.6441705,41.8577533,446532.557,4634183.499
26793334,-87.6441598,41.8570151,446532.831,4634101.532
26793336,-87.6441931,41.8564721,446529.614,4634041.266
26793337,-87.6448455,41.8541715,446473.544,4633786.244
26793338,-87.6451792,41.8526608,446444.584,4633618.724
26793340,-87.6451639,41.8519575,446445.268,4633540.629
26793341,-87.6451072,41.8515807,446449.66,4633498.759
26793342,-87.6449027,41.8509078,446466.075,4633423.921
26793344,-87.6444739,41.8500553,446500.96,4633329.004
26793345,-87.6437822,41.8488872,446557.407,4633198.883
26793348,-87.6429954,41.8479693,446621.959,4633096.482
26793355,-87.6422978,41.8474893,446679.472,4633042.756
26793356,-87.6417166,41.8472136,446727.492,4633011.785
26793378,-87.640912,41.8469634,446794.079,4632983.507
26793382,-87.6349464,41.8455519,447288.163,4632823.115
26793383,-87.6444244,41.8564014,446510.357,4634033.56
26793384,-87.6452156,41.8536004,446442.347,4633723.067
26793385,-87.6452925,41.8532679,446435.686,4633686.199
26793386,-87.6453418,41.8530186,446431.386,4633658.55
26793387,-87.6453716,41.8519729,446428.04,4633542.468
26793389,-87.644764,41.8501644,446476.969,4633341.298
26793390,-87.643995,41.8488667,446539.725,4633196.739
26793395,-87.6425067,41.8474298,446662.081,4633036.279
26793398,-87.6423304,41.8473314,446676.635,4633025.245
26793473,-87.6409818,41.8468286,446788.173,4632968.584
26793978,-87.6189765,41.8633422,448628.193,4634788.635
26793981,-87.6172914,41.8590789,448764.645,4634314.287
26793983,-87.6147079,41.8531364,448974.353,4633652.972
26794001,-87.623007,41.8481291,448281.426,4633101.993
26794003,-87.6253779,41.8477654,448084.312,4633063.043
26794007,-87.6258553,41.8476156,448044.559,4633046.7
26794008,-87.6275102,41.847164,447906.81,4632997.563
26794009,-87.6247878,41.8479053,448133.412,4633078.219
26794400,-87.6319418,41.9294911,447606.232,4642140.827
26794401,-87.6319503,41.9303276,447606.211,4642233.708
26794402,-87.6319065,41.932667,447611.757,4642493.42
26794403,-87.6319382,41.9335027,447609.813,4642586.226
26794404,-87.6320145,41.9338945,447603.808,4642629.774
26794405,-87.6323158,41.9347961,447579.567,4642730.061
26794407,-87.6325168,41.9351995,447563.235,4642774.973
26794416,-87.6329462,41.9358701,447528.186,4642849.691
26794418,-87.6333236,41.9363488,447497.292,4642903.071
26794420,-87.6338216,41.9368562,447456.424,4642959.712
26794422,-87.6346043,41.9374891,447392.058,4643030.462
26794425,-87.6364211,41.9388155,447242.54,4643178.847
26794426,-87.6371536,41.9393737,447182.278,4643241.274
26794428,-87.6376814,41.9398177,447138.892,4643290.896
26794429,-87.6382043,41.940423,447096.046,4643358.424
26794430,-87.638341,41.9405891,447084.852,4643376.95
26794431,-87.6389689,41.9413882,447033.463,4643466.061
26794437,-87.6400121,41.943236,446948.52,4643671.864
26794438,-87.6409359,41.9449855,446873.397,4643866.681
26794441,-87.6417084,41.9463581,446810.506,4644019.558
26794443,-87.644369,41.9509383,446593.798,4644529.745
26794444,-87.644496,41.9512534,446583.535,4644564.81
26794445,-87.6445675,41.9515812,446577.883,4644601.249
26794447,-87.6445846,41.9520153,446576.828,4644649.458
26794449,-87.644576,41.9526472,446578.068,4644719.611
26794450,-87.6445567,41.9545661,446581.27,4644932.652
26794454,-87.6445887,41.9547512,446578.773,4644953.224
26794462,-87.6447389,41.9554107,446566.875,4645026.541
26794464,-87.6450479,41.9563936,446542.088,4645135.864
26794466,-87.645683,41.9579446,446490.752,4645308.466
26794467,-87.6459663,41.9590425,446468.193,4645430.541
26794468,-87.6460435,41.9596169,446462.276,4645494.364
26794474,-87.6460778,41.9600892,446459.829,4645546.825
26794475,-87.646255,41.9620778,446446.81,4645767.727
26794478,-87.6470317,41.9655596,446385.366,4646154.794
26794482,-87.6464802,41.9620546,446428.129,4645765.292
26794483,-87.6464493,41.9618729,446430.537,4645745.099
26794485,-87.6462817,41.9596218,446442.541,4645495.057
26794487,-87.6458185,41.9575946,446479.23,4645269.69
26794488,-87.6456866,41.9572299,446489.856,4645229.116
26794489,-87.6454513,41.9573383,446509.447,4645241.004
26794494,-87.6451999,41.9560792,446529.228,4645101.051
26794495,-87.6449424,41.9552813,446549.902,4645012.301
26794497,-87.6448193,41.9547475,446559.658,4644952.957
26794503,-87.6447912,41.9545609,446561.831,4644932.221
26794507,-87.6447723,41.9529192,446562.026,4644749.934
26794508,-87.6448249,41.9520919,446556.976,4644658.112
26794509,-87.6447846,41.9515989,446559.904,4644603.35
26794510,-87.6446903,41.9511934,446567.381,4644558.269
26794511,-87.6445068,41.9507571,446582.225,4644509.713
26794514,-87.6416161,41.9458603,446817.742,4643964.23
26794515,-87.6402522,41.9432921,446928.664,4643678.242
26794517,-87.6395517,41.9420098,446985.667,4643535.436
26794518,-87.6390948,41.9412333,447022.898,4643448.94
26794519,-87.6385166,41.9405109,447070.231,4643368.376
26794520,-87.6383769,41.940338,447081.668,4643349.093
26794521,-87.6378509,41.9397544,447124.789,4643283.972
26794522,-87.6373393,41.9393011,447166.825,4643233.328
26794523,-87.6365992,41.938727,447227.703,4643169.13
26794526,-87.6355002,41.9379107,447318.136,4643077.822
26794527,-87.6346331,41.9372888,447389.506,4643008.241
26794528,-87.6340022,41.9367825,447441.391,4642951.64
26794529,-87.6334609,41.9362295,447485.812,4642889.91
26794530,-87.6331448,41.9358356,447511.694,4642845.982
26794531,-87.6326366,41.9350407,447553.173,4642757.415
26794532,-87.6324534,41.9346387,447568.031,4642712.669
26794534,-87.6322297,41.9339285,447585.995,4642633.68
26794535,-87.6321078,41.933151,447595.465,4642547.281
26794536,-87.6321093,41.9326678,447594.945,4642493.633
26794537,-87.6321563,41.9297146,447588.631,4642165.773
26794538,-87.6320995,41.928531,447592.371,4642034.326
26794540,-87.6441624,41.9546674,446614.033,4644943.654
26794541,-87.6452116,41.9546336,446527.05,4644940.555
