method,train_query_count,evaluation_split,evaluation_query_count,region_count,region_size,shortcut_count,internal_node_count,compressed_node_count,compressed_edge_count,fallback_query_count,fallback_rate_pct,preprocessing_seconds,evaluation_wall_seconds,baseline_avg_ms,indexed_avg_ms,elapsed_change_pct,baseline_p95_ms,indexed_p95_ms,p95_change_pct,baseline_avg_expanded,indexed_avg_expanded,expanded_change_pct,faster_query_rate_pct,correctness_rate
gnn_v1_budget_matched,68657,validation,14712,85,512,36582,41006,92833,188241,5033,34.21016856987493,100.14149301301222,39.64459944504779,12.438701415075105,10.685602305231003,-14.093907807123907,55.387077375780805,47.55428445641885,-14.141914125960032,10296.482803153887,8225.648790103318,-20.11205236429141,71.04404567699837,1
