epoch,train_batch_loss,train_huber,validation_loss,validation_spearman
1,0.6386260486074856,0.18605348467826843,0.41651901602745056,0.6069262108490479
2,0.24142406987292425,0.09838294237852097,0.32750633358955383,0.57583735469721
3,0.15973955712148122,0.06970930099487305,0.28906500339508057,0.681644830638611
4,0.1439352652856282,0.04776277393102646,0.2720467448234558,0.6688888714900596
5,0.13010002193706377,0.03310217708349228,0.25666728615760803,0.6803483469306837
6,0.12520845287612506,0.030142812058329582,0.24525058269500732,0.6660170571814682
7,0.11321372751678739,0.029823623597621918,0.2569941580295563,0.6614711325611325
8,0.11084812240941185,0.022914517670869827,0.2429676651954651,0.6352091058330145
9,0.11096651905349322,0.022180743515491486,0.24092623591423035,0.624642763613407
10,0.11317028318132673,0.022370021790266037,0.22649720311164856,0.6532219977306142
11,0.10820178208606583,0.01835629530251026,0.23549671471118927,0.6178578322085874
12,0.10516380678330149,0.02196139097213745,0.22836795449256897,0.6365302844687118
13,0.10529999967132296,0.016892338171601295,0.2265782207250595,0.6356577303541704
14,0.10728223036442484,0.018344387412071228,0.2269470989704132,0.6222566162176264
15,0.10482831671833992,0.015942811965942383,0.22695258259773254,0.6434386905123817
16,0.1048048846423626,0.01631976291537285,0.23871207237243652,0.6377434227954153
17,0.10234767943620682,0.013174884021282196,0.22665491700172424,0.6436928424773484
18,0.09650199487805367,0.01361498050391674,0.23327311873435974,0.644420313891241
19,0.09129342649664197,0.010240966454148293,0.22104239463806152,0.6431454382451124
20,0.09366560408047267,0.0144176771864295,0.22189512848854065,0.6689485508988372
21,0.09840034054858345,0.016764966771006584,0.22398258745670319,0.6752704524079685
22,0.10265926590987615,0.012506633996963501,0.22849783301353455,0.654246837233071
23,0.09082589032394546,0.013710662722587585,0.2198636829853058,0.6803617233498925
24,0.10277945974043437,0.012323263101279736,0.22272944450378418,0.6617489504985455
25,0.09362974390387535,0.010220530442893505,0.21813629567623138,0.6861269600288741
26,0.09864467595304761,0.01200801320374012,0.21775847673416138,0.6708726973542531
27,0.10328234838587898,0.012052927166223526,0.22454383969306946,0.6593895559411826
28,0.10447221302560397,0.03024022839963436,0.23268082737922668,0.6239945217594433
29,0.11666254486356463,0.020678047090768814,0.21214741468429565,0.6967303446401367
30,0.10570949103151049,0.013408387079834938,0.22183425724506378,0.6718430022245511
31,0.10116535797715187,0.009775173850357533,0.2117801159620285,0.6950562343283925
32,0.0987801370876176,0.010171711444854736,0.21452248096466064,0.6769229546579139
33,0.09666792409760612,0.009929259307682514,0.20129267871379852,0.6897457959025093
34,0.10066198131867818,0.01164855994284153,0.21409326791763306,0.6657166022269326
35,0.09557180532387324,0.010385269299149513,0.2174941599369049,0.6963208204212834
36,0.09650874510407448,0.013462992385029793,0.20427322387695312,0.7183826515178465
37,0.09281518736055919,0.006627202499657869,0.21323826909065247,0.6829361695699196
38,0.09724271244236402,0.010283882729709148,0.214319109916687,0.7185966742251869
39,0.09280413202941418,0.008368920534849167,0.2197936773300171,0.6952681991250853
40,0.0957464479974338,0.014986936934292316,0.2204790562391281,0.7030007983830804
41,0.09559038175003869,0.016873782500624657,0.23604723811149597,0.710805424513738
42,0.10142721182533673,0.016906969249248505,0.21672818064689636,0.7244082138937372
43,0.10000334254332952,0.01697971671819687,0.21106180548667908,0.7273314759685162
44,0.09882200083562306,0.00919442530721426,0.20950789749622345,0.6966758100079778
45,0.09282538241573743,0.0069548892788589,0.21480119228363037,0.6791063978549152
46,0.09455091931990214,0.009017812088131905,0.20803332328796387,0.717949461326547
47,0.092482968632664,0.010910175740718842,0.203146830201149,0.7169513746625077
48,0.09867480929408755,0.015485132113099098,0.2172410786151886,0.6953114152486829
49,0.09489744156599045,0.013623038306832314,0.20664304494857788,0.6907706354049661
50,0.09705104838524546,0.01097090169787407,0.20479875802993774,0.7108033666030905
51,0.09904553475124496,0.011892242357134819,0.19431748986244202,0.7009922775911168
52,0.09132195743066925,0.007282342296093702,0.1938510239124298,0.7200392695890869
53,0.09165245773536819,0.00791405513882637,0.19112226366996765,0.723447169621353
54,0.08986566109316689,0.007274186238646507,0.18898120522499084,0.7233236949825028
55,0.09219605901411601,0.006900625769048929,0.20025359094142914,0.6924838460190128
56,0.09134286163108689,0.007029515691101551,0.1875145137310028,0.7425713332686046
57,0.09152280326400485,0.008748266845941544,0.19923420250415802,0.7120792712045427
58,0.09313162043690681,0.005763193592429161,0.1941114217042923,0.7081249958953645
59,0.09687133505940437,0.010120787657797337,0.20167532563209534,0.6575374363584293
60,0.09121084585785866,0.009133215993642807,0.19190713763237,0.7348840080448547
61,0.09293596233640398,0.007809678558260202,0.20231840014457703,0.7046533006330258
62,0.0914224482008389,0.011116850189864635,0.18879690766334534,0.704175865362805
63,0.0930281872195857,0.00674893893301487,0.1981254518032074,0.7073419608939894
64,0.09093021282127925,0.008632616139948368,0.19094258546829224,0.6918088513266316
65,0.09265377691813878,0.007469697389751673,0.19569793343544006,0.701546884510619
66,0.09730989752071244,0.007414494641125202,0.18821042776107788,0.7174318967986998
67,0.08881424952830587,0.005877266172319651,0.19182491302490234,0.713032083834337
68,0.08917975585375514,0.005781541578471661,0.1879517138004303,0.6971655927420837
69,0.08850492324147906,0.006207173224538565,0.18967925012111664,0.7033866566294873
70,0.08785340189933777,0.008505016565322876,0.1950070559978485,0.7111542403684898
71,0.08993882632681302,0.007316927425563335,0.19732946157455444,0.7184618810777754
72,0.08682303077408246,0.007047296967357397,0.19144044816493988,0.7060176953923207
73,0.09261734943304743,0.0056669400073587894,0.19044998288154602,0.6949646573045786
74,0.09295804958258357,0.010412889532744884,0.19279414415359497,0.7314349497996385
75,0.09366099908947945,0.008705858141183853,0.1962808072566986,0.7299295881609896
76,0.09386158787778445,0.00641288049519062,0.18923448026180267,0.7360076272583916
77,0.08945079041378838,0.005009382497519255,0.18995124101638794,0.7110245919976972
78,0.0891729226069791,0.0052961488254368305,0.19077187776565552,0.7099133202480452
79,0.08938758288111005,0.00646617216989398,0.19351479411125183,0.7184186649541778
80,0.09304314106702805,0.006071275565773249,0.18940827250480652,0.7283830683093906
81,0.09136269933411054,0.0051169926300644875,0.1936424970626831,0.7191090939764153
82,0.08824431097933225,0.006012337747961283,0.18539807200431824,0.7236169472497721
83,0.0919441431760788,0.008230895735323429,0.18154212832450867,0.7271678720720397
84,0.09433819566454206,0.008988466113805771,0.18988749384880066,0.7202018445302397
85,0.09192466576184545,0.007332539651542902,0.18827784061431885,0.7207492487624757
86,0.08899116143584251,0.006890920456498861,0.19173625111579895,0.7102641940134445
87,0.09112841050539698,0.005090676248073578,0.186197429895401,0.724223001935462
88,0.0890585370361805,0.0054962653666734695,0.19154684245586395,0.7017444439327793
89,0.09292791411280632,0.008465548977255821,0.1971471905708313,0.7158812611258059
90,0.0910920782813004,0.007067006081342697,0.1953798532485962,0.7156034431883929
91,0.08786325688873019,0.006665646564215422,0.19498544931411743,0.7119094935761238
92,0.0891645545406001,0.004418772179633379,0.18578270077705383,0.7141042552816864
93,0.08668000091399465,0.005100150592625141,0.18864747881889343,0.7087444270002631
94,0.09273403244359153,0.005681682378053665,0.18956097960472107,0.7203994039524001
95,0.09043451717921666,0.007144541013985872,0.19774329662322998,0.710925812286617
96,0.09236984540309225,0.005796514451503754,0.1887587308883667,0.7325812060302981
97,0.09261001806174006,0.006414053961634636,0.19182217121124268,0.7285363826526297
98,0.09280392261488098,0.0060043237172067165,0.191585510969162,0.7237980433867525
99,0.08632999046572618,0.006023686844855547,0.18642908334732056,0.7234893567896269
100,0.085769172757864,0.004566573537886143,0.19334621727466583,0.7037992677143118
101,0.09154850138085228,0.006533426698297262,0.19298486411571503,0.7055032177304448
102,0.09169955445187432,0.004985801409929991,0.19128799438476562,0.7141978902161478
103,0.09115023804562432,0.0059061190113425255,0.19347399473190308,0.7091066192742237
104,0.08584938145109586,0.0058563449420034885,0.18917694687843323,0.7356927669293236
105,0.0879134110042027,0.005560594145208597,0.1903509795665741,0.7176171087569752
106,0.0912059098482132,0.004593075718730688,0.1879488080739975,0.7262315227274255
107,0.08559977928442615,0.0044236755929887295,0.18887105584144592,0.7258446355256948
108,0.08762585105640548,0.005667212884873152,0.18700136244297028,0.7397056926919557
109,0.08503841715199607,0.004829638637602329,0.19286228716373444,0.7157907130573157
110,0.0894327238202095,0.006322785280644894,0.19253355264663696,0.7364809467073176
111,0.08803246915340424,0.006086364854127169,0.1879412829875946,0.7359304556091103
112,0.08867826791746276,0.006551858503371477,0.18380731344223022,0.7357987493276701
113,0.08915423867957932,0.006767835933715105,0.1919514536857605,0.7127635264948378
114,0.09561742203576225,0.006852798629552126,0.18833936750888824,0.755261439276436
115,0.08851878025702067,0.005738057661801577,0.1856764853000641,0.7312579694839532
116,0.08969231003097125,0.007943079806864262,0.19264109432697296,0.7357812570871662
117,0.08973665828151363,0.007326798047870398,0.1948356032371521,0.7133603205826138
118,0.09021247497626714,0.005761620122939348,0.18148240447044373,0.7634653000727094
119,0.09113731927105359,0.005285943392664194,0.19073769450187683,0.7042581817887051
120,0.0891074085874217,0.005524028092622757,0.1854322850704193,0.7514645941317917
121,0.09148430771061353,0.005163710564374924,0.18609614670276642,0.7290817289742181
122,0.09453354456595012,0.003945800941437483,0.18709829449653625,0.7135887486644867
123,0.0898344452892031,0.004452426452189684,0.18353834748268127,0.7220313270958705
124,0.09077024566275733,0.005163451191037893,0.18359363079071045,0.7220282402298993
125,0.08836690283247403,0.004918524995446205,0.1892578899860382,0.7122891780905881
126,0.09158684579389435,0.003989965654909611,0.18826740980148315,0.720151425719376
127,0.09109410696796008,0.007685981225222349,0.18469256162643433,0.7274539216520427
128,0.0905697372342859,0.007438391912728548,0.1899200975894928,0.7170707334800629
129,0.08887214000735964,0.007768124807626009,0.1987510323524475,0.7060969249522496
130,0.09023020948682513,0.005652463994920254,0.18501421809196472,0.7432710228887559
131,0.09164910444191524,0.006082218140363693,0.1867629736661911,0.7265793096268536
132,0.08700784774763244,0.0038973279297351837,0.18714618682861328,0.7124105948187909
