scope,method,requested_k,rank,region_id,z0_score,current_gain,future_gain
validation,jaccard_penalty,18,5,903,0.399984211,49.056000000,44.407000000
validation,jaccard_penalty,18,6,730,0.376842916,24.884000000,21.023000000
validation,jaccard_penalty,18,7,618,0.448591560,42.880000000,50.407500000
validation,jaccard_penalty,18,8,754,0.370187134,40.352500000,42.076500000
validation,jaccard_penalty,18,9,536,0.357617825,51.898500000,51.533000000
validation,jaccard_penalty,18,10,1042,0.266533613,43.847500000,39.581000000
validation,jaccard_penalty,18,11,1129,0.231592461,17.658000000,13.253500000
validation,jaccard_penalty,18,12,791,0.222453386,33.381000000,29.449000000
validation,jaccard_penalty,18,13,519,0.215728462,17.701500000,18.172500000
validation,jaccard_penalty,18,14,682,0.186070308,23.864500000,23.401000000
validation,jaccard_penalty,18,15,1025,0.188207150,26.067000000,22.722000000
validation,jaccard_penalty,18,16,399,0.175577417,28.964500000,28.958000000
validation,jaccard_penalty,18,17,484,0.155968040,14.140500000,14.192000000
validation,jaccard_penalty,18,18,982,0.235081673,47.347500000,41.990000000
validation,marginal_coverage,5,1,1130,0.557180762,33.439500000,36.594500000
validation,marginal_coverage,5,2,215,0.506210029,25.034500000,24.765500000
validation,marginal_coverage,5,3,638,0.471706718,71.993500000,69.612500000
validation,marginal_coverage,5,4,423,0.431488812,72.930000000,73.946000000
validation,marginal_coverage,5,5,903,0.399984211,49.056000000,44.407000000
validation,marginal_coverage,10,1,1130,0.557180762,33.439500000,36.594500000
validation,marginal_coverage,10,2,215,0.506210029,25.034500000,24.765500000
validation,marginal_coverage,10,3,638,0.471706718,71.993500000,69.612500000
validation,marginal_coverage,10,4,423,0.431488812,72.930000000,73.946000000
validation,marginal_coverage,10,5,903,0.399984211,49.056000000,44.407000000
validation,marginal_coverage,10,6,730,0.376842916,24.884000000,21.023000000
validation,marginal_coverage,10,7,754,0.370187134,40.352500000,42.076500000
validation,marginal_coverage,10,8,536,0.357617825,51.898500000,51.533000000
validation,marginal_coverage,10,9,1042,0.266533613,43.847500000,39.581000000
validation,marginal_coverage,10,10,1129,0.231592461,17.658000000,13.253500000
validation,marginal_coverage,18,1,1130,0.557180762,33.439500000,36.594500000
validation,marginal_coverage,18,2,215,0.506210029,25.034500000,24.765500000
validation,marginal_coverage,18,3,638,0.471706718,71.993500000,69.612500000
validation,marginal_coverage,18,4,423,0.431488812,72.930000000,73.946000000
validation,marginal_coverage,18,5,903,0.399984211,49.056000000,44.407000000
validation,marginal_coverage,18,6,730,0.376842916,24.884000000,21.023000000
validation,marginal_coverage,18,7,754,0.370187134,40.352500000,42.076500000
validation,marginal_coverage,18,8,536,0.357617825,51.898500000,51.533000000
validation,marginal_coverage,18,9,1042,0.266533613,43.847500000,39.581000000
validation,marginal_coverage,18,10,1129,0.231592461,17.658000000,13.253500000
validation,marginal_coverage,18,11,618,0.448591560,42.880000000,50.407500000
validation,marginal_coverage,18,12,519,0.215728462,17.701500000,18.172500000
validation,marginal_coverage,18,13,791,0.222453386,33.381000000,29.449000000
validation,marginal_coverage,18,14,682,0.186070308,23.864500000,23.401000000
validation,marginal_coverage,18,15,1178,0.150057420,20.867500000,16.556000000
validation,marginal_coverage,18,16,484,0.155968040,14.140500000,14.192000000
validation,marginal_coverage,18,17,399,0.175577417,28.964500000,28.958000000
validation,marginal_coverage,18,18,872,0.115839407,11.823000000,12.946500000
validation,hard_disjoint,5,1,1130,0.557180762,33.439500000,36.594500000
validation,hard_disjoint,5,2,215,0.506210029,25.034500000,24.765500000
validation,hard_disjoint,5,3,638,0.471706718,71.993500000,69.612500000
validation,hard_disjoint,5,4,423,0.431488812,72.930000000,73.946000000
validation,hard_disjoint,5,5,903,0.399984211,49.056000000,44.407000000
validation,hard_disjoint,10,1,1130,0.557180762,33.439500000,36.594500000
validation,hard_disjoint,10,2,215,0.506210029,25.034500000,24.765500000
validation,hard_disjoint,10,3,638,0.471706718,71.993500000,69.612500000
validation,hard_disjoint,10,4,423,0.431488812,72.930000000,73.946000000
validation,hard_disjoint,10,5,903,0.399984211,49.056000000,44.407000000
validation,hard_disjoint,10,6,730,0.376842916,24.884000000,21.023000000
validation,hard_disjoint,10,7,754,0.370187134,40.352500000,42.076500000
validation,hard_disjoint,10,8,536,0.357617825,51.898500000,51.533000000
validation,hard_disjoint,10,9,1042,0.266533613,43.847500000,39.581000000
validation,hard_disjoint,10,10,1129,0.231592461,17.658000000,13.253500000
validation,hard_disjoint,18,1,1130,0.557180762,33.439500000,36.594500000
validation,hard_disjoint,18,2,215,0.506210029,25.034500000,24.765500000
validation,hard_disjoint,18,3,638,0.471706718,71.993500000,69.612500000
validation,hard_disjoint,18,4,423,0.431488812,72.930000000,73.946000000
validation,hard_disjoint,18,5,903,0.399984211,49.056000000,44.407000000
validation,hard_disjoint,18,6,730,0.376842916,24.884000000,21.023000000
validation,hard_disjoint,18,7,754,0.370187134,40.352500000,42.076500000
validation,hard_disjoint,18,8,536,0.357617825,51.898500000,51.533000000
validation,hard_disjoint,18,9,1042,0.266533613,43.847500000,39.581000000
