region_id,split,prediction,raw_prediction,prediction_rank,shortcut_count,shortcut_rank,cost_weight
0,train,0.475229357798,27.101760864000,0.495412844037,225,0.201834862385,0.100000000000
1,validation,0.537614678899,31.840528488000,0.612176814012,580,0.745621351126,0.100000000000
2,holdout,0.010842368641,19.999750137000,0.036697247706,255,0.258548790659,0.100000000000
3,train,0.142118432027,22.023899078000,0.206005004170,490,0.638865721435,0.100000000000
4,train,0.880817347790,83.755813599000,0.884904086739,100,0.040867389491,0.100000000000
5,validation,0.635863219349,44.383903503000,0.706422018349,537,0.705587989992,0.100000000000
6,train,0.036280233528,21.071929932000,0.110925771476,580,0.746455379483,0.100000000000
7,train,0.218598832360,22.465299606000,0.251876563803,293,0.332777314429,0.100000000000
8,train,0.555045871560,29.753208160000,0.567973311093,185,0.129274395329,0.100000000000
9,train,0.225437864887,22.998167038000,0.301084236864,591,0.756463719766,0.100000000000
10,train,0.746288573812,70.270416260000,0.841534612177,979,0.952460383653,0.100000000000
11,train,0.474478732277,27.865386963000,0.520433694746,364,0.459549624687,0.100000000000
12,train,-0.075145954962,19.124994278000,0.008340283570,676,0.834862385321,0.100000000000
13,validation,0.668557130942,40.103755951000,0.688073394495,222,0.195162635530,0.100000000000
14,train,0.410925771476,27.515127182000,0.509591326105,1213,0.986655546289,0.100000000000
15,validation,0.536113427857,30.884273529000,0.588824020017,405,0.527105921601,0.100000000000
16,train,0.734778982485,64.732025146000,0.827356130108,846,0.925771476230,0.100000000000
17,train,0.865471226022,146.548721313000,0.957464553795,835,0.919933277731,0.100000000000
18,holdout,0.620600500417,37.983268738000,0.673060884070,404,0.524603836530,0.100000000000
19,train,0.106505421184,21.363010406000,0.133444537114,263,0.269391159299,0.100000000000
20,train,0.384153461218,25.008457184000,0.396997497915,184,0.128440366972,0.100000000000
21,holdout,0.786238532110,75.104660034000,0.862385321101,595,0.761467889908,0.100000000000
22,train,0.619683069224,38.288028717000,0.675562969141,430,0.558798999166,0.100000000000
23,train,0.530942452043,31.194717407000,0.597164303586,509,0.662218515430,0.100000000000
24,train,-0.047039199333,19.823078156000,0.031693077565,625,0.787322768974,0.100000000000
25,train,0.749958298582,63.818099976000,0.824854045038,584,0.748957464554,0.100000000000
26,holdout,0.932860717264,207.742446899000,0.980817347790,372,0.479566305254,0.100000000000
27,train,0.214345287740,22.965520859000,0.299416180150,704,0.850708924103,0.100000000000
28,train,0.501501251043,30.947177887000,0.589658048374,746,0.881567973311,0.100000000000
29,train,0.656964136781,52.209136963000,0.752293577982,983,0.953294412010,0.100000000000
30,train,0.298415346122,24.637239456000,0.376146788991,611,0.777314428691,0.100000000000
31,train,0.044870725605,20.579830170000,0.073394495413,272,0.285237698082,0.100000000000
32,holdout,-0.023853211009,19.248418808000,0.011676396997,306,0.355296080067,0.100000000000
33,train,0.779649708090,75.918502808000,0.866555462886,735,0.869057547957,0.100000000000
34,train,0.230692243536,23.370872498000,0.323603002502,870,0.929107589658,0.100000000000
35,holdout,0.303085904921,23.178611755000,0.316096747289,187,0.130108423686,0.100000000000
36,validation,0.134778982485,21.495725632000,0.143452877398,146,0.086738949124,0.100000000000
37,validation,0.785821517932,72.554794312000,0.850708924103,494,0.648874061718,0.100000000000
38,holdout,0.520350291910,30.721809387000,0.584653878232,491,0.643035863219,0.100000000000
39,train,0.706255212677,49.096275330000,0.733944954128,268,0.276897414512,0.100000000000
40,train,-0.023019182652,18.241258621000,0.000000000000,240,0.230191826522,0.100000000000
41,train,0.044120100083,20.344749451000,0.061718098415,211,0.175979983319,0.100000000000
42,train,0.259466221852,22.610338211000,0.271059216013,172,0.115929941618,0.100000000000
43,train,0.879983319433,116.979049683000,0.930775646372,392,0.507923269391,0.100000000000
44,holdout,0.791909924937,72.437812805000,0.849040867389,437,0.571309424520,0.100000000000
45,train,0.652793994996,41.781536102000,0.695579649708,345,0.427856547123,0.100000000000
46,train,0.077314428691,21.737630844000,0.170975813178,901,0.936613844871,0.100000000000
47,train,0.356547122602,24.772766113000,0.381150959133,249,0.246038365304,0.100000000000
48,train,0.650792326939,37.515773773000,0.669724770642,219,0.189324437031,0.100000000000
49,train,0.128857381151,21.588380814000,0.154295246038,253,0.254378648874,0.100000000000
50,train,0.252793994996,23.002408981000,0.301918265221,382,0.491242702252,0.100000000000
51,train,0.450208507089,27.483016968000,0.507089241034,436,0.568807339450,0.100000000000
52,train,0.365221017515,25.855537415000,0.442035029191,603,0.768140116764,0.100000000000
53,train,0.846955796497,123.566467285000,0.937447873228,790,0.904920767306,0.100000000000
54,train,0.627689741451,33.409229279000,0.633861551293,125,0.061718098415,0.100000000000
55,validation,0.156463719766,21.913351059000,0.195162635530,326,0.386989157631,0.100000000000
56,train,0.701251042535,54.591968536000,0.774812343620,563,0.735613010842,0.100000000000
57,train,0.887155963303,104.431198120000,0.910758965805,244,0.236030025021,0.100000000000
58,train,-0.002251876564,19.217767715000,0.010842368641,187,0.130942452043,0.100000000000
59,train,0.700333611343,56.855819702000,0.784820683903,691,0.844870725605,0.100000000000
60,train,0.166722268557,22.283109665000,0.236864053378,534,0.701417848207,0.100000000000
61,holdout,0.398248540450,25.090692520000,0.401167639700,86,0.029190992494,0.100000000000
62,holdout,-0.027356130108,20.341539383000,0.060050041701,739,0.874061718098,0.100000000000
63,train,0.778482068390,57.661479950000,0.788990825688,161,0.105087572977,0.100000000000
64,train,0.016930775646,20.244646072000,0.052543786489,306,0.356130108424,0.100000000000
65,train,0.070892410342,21.003883362000,0.101751459550,278,0.308590492077,0.100000000000
66,train,0.779649708090,74.044876099000,0.858215179316,623,0.785654712260,0.100000000000
67,train,-0.025354462052,20.275651932000,0.055879899917,644,0.812343619683,0.100000000000
68,train,0.681818181818,52.966087341000,0.758965804837,605,0.771476230192,0.100000000000
69,validation,0.764470391993,69.853927612000,0.840700583820,597,0.762301918265,0.100000000000
70,train,0.163552960801,21.685274124000,0.166805671393,89,0.032527105922,0.100000000000
71,train,0.067556296914,21.337907791000,0.130108423686,478,0.625521267723,0.100000000000
72,train,0.862135112594,114.527404785000,0.927439532944,497,0.653044203503,0.100000000000
73,train,0.713344453711,56.064674377000,0.783986655546,537,0.706422018349,0.100000000000
74,train,0.452793994996,27.011791229000,0.494578815680,339,0.417848206839,0.100000000000
75,train,0.508340283570,29.357273102000,0.553794829024,362,0.454545454545,0.100000000000
76,train,0.747956630525,60.626415253000,0.809841534612,473,0.618849040867,0.100000000000
77,holdout,0.871476230192,160.540802002000,0.964970809008,888,0.934945788157,0.100000000000
78,holdout,0.483903252711,26.751811981000,0.485404503753,65,0.015012510425,0.100000000000
79,train,0.212760633862,22.551725388000,0.262718932444,387,0.499582985822,0.100000000000
80,train,0.765804837364,72.394042969000,0.848206839033,659,0.824020016681,0.100000000000
81,train,0.311676396997,24.541637421000,0.371976647206,463,0.603002502085,0.100000000000
82,holdout,0.857881567973,92.886161804000,0.899916597164,340,0.420350291910,0.100000000000
83,train,0.199582985822,21.996307373000,0.202668890742,87,0.030859049208,0.100000000000
84,validation,0.891993327773,131.117340088000,0.943286071726,400,0.512927439533,0.100000000000
85,train,0.520016680567,28.616107941000,0.535446205171,199,0.154295246038,0.100000000000
86,validation,0.501501251043,28.583124161000,0.533778148457,287,0.322768974145,0.100000000000
87,train,0.244620517098,22.497526169000,0.255212677231,161,0.105921601334,0.100000000000
88,train,0.027105921601,21.110456467000,0.115929941618,760,0.888240200167,0.100000000000
89,train,0.699082568807,45.209991455000,0.712260216847,187,0.131776480400,0.100000000000
90,train,0.249958298582,22.572872162000,0.264386989158,193,0.144286905755,0.100000000000
91,train,0.723603002502,49.792392731000,0.738115095913,193,0.145120934112,0.100000000000
92,validation,0.322351959967,24.699424744000,0.378648874062,431,0.562969140951,0.100000000000
93,validation,0.236697247706,23.115926743000,0.309424520434,556,0.727272727273,0.100000000000
94,train,0.785321100917,59.537143707000,0.802335279399,207,0.170141784821,0.100000000000
95,holdout,0.057964970809,20.458057404000,0.068390325271,160,0.104253544621,0.100000000000
96,train,0.211175979983,22.821081161000,0.286905754796,591,0.757297748123,0.100000000000
97,train,0.550125104254,34.126758575000,0.639699749791,770,0.895746455379,0.100000000000
98,train,0.123769808173,22.111194611000,0.217681401168,904,0.939115929942,0.100000000000
99,train,0.753044203503,55.022930145000,0.778982485405,256,0.259382819016,0.100000000000
100,train,0.578732276897,30.678218842000,0.583819849875,117,0.050875729775,0.100000000000
101,train,0.256380316931,23.142541885000,0.312760633862,431,0.563803169308,0.100000000000
102,validation,0.079983319433,20.764865875000,0.081734778982,72,0.017514595496,0.100000000000
103,train,0.147122602168,22.291679382000,0.238532110092,817,0.914095079233,0.100000000000
104,train,0.603919933278,32.122550964000,0.617180984153,187,0.132610508757,0.100000000000
105,train,0.600917431193,31.392627716000,0.602168473728,61,0.012510425354,0.100000000000
