epoch,train_loss,train_huber,train_rank,train_full_pairwise_loss,train_pairwise_accuracy,train_pre_step_prediction_mean,train_pre_step_prediction_std,train_pre_step_prediction_min,train_pre_step_prediction_max,validation_loss,validation_huber,validation_rank,validation_pairwise_accuracy,validation_spearman,validation_post_step_prediction_mean,validation_post_step_prediction_std,validation_post_step_prediction_min,validation_post_step_prediction_max,scaler_scale_before,scaler_scale_after,optimizer_state_step_before,optimizer_state_step_after,optimizer_step_skipped,optimizer_step_effective,gradient_norm_before_clip,gradient_norm_after_clip,parameter_delta_norm,learning_rate,trainable_scope,trainable_parameter_count
16,0.4275270700454712,0.0,0.4275270700454712,0.4275270700454712,0.889478862285614,0.320209264755249,1.534369945526123,-0.5581936240196228,8.983205795288086,0.40636730194091797,0.34314045310020447,0.40636730194091797,0.9001862406730652,0.9419344218442957,0.5677157640457153,2.0268290042877197,-0.544134259223938,10.259344100952148,1.0,1.0,15,16,0,1,0.16154631972312927,0.16154631972312927,1.48855459690094,0.005,all,418183
17,0.407510906457901,0.0,0.407510906457901,0.407510906457901,0.8892631530761719,0.48780933022499084,1.8107101917266846,-0.5591831207275391,10.695148468017578,0.38419395685195923,0.5309562683105469,0.38419395685195923,0.900062084197998,0.9417554039733737,0.8282349109649658,2.476064920425415,-0.5367060899734497,12.773390769958496,1.0,1.0,16,17,0,1,0.184275820851326,0.184275820851326,1.6446807384490967,0.005,all,418183
18,0.3849788010120392,0.0,0.3849788010120392,0.3849788010120392,0.8890304565429688,0.7329396605491638,2.2095396518707275,-0.55622798204422,13.185699462890625,0.36012959480285645,0.8218690752983093,0.36012959480285645,0.8999999761581421,0.9415949051925471,1.1793540716171265,3.1181156635284424,-0.5462415814399719,16.3525447845459,1.0,1.0,17,18,0,1,0.19389180839061737,0.19389180839061737,1.7262039184570312,0.005,all,418183
19,0.36175140738487244,0.0,0.36175140738487244,0.36175140738487244,0.8884231448173523,1.0620774030685425,2.778996467590332,-0.5704700946807861,16.749631881713867,0.3357653021812439,1.2795004844665527,0.3357653021812439,0.8994413614273071,0.9413150611644392,1.6985344886779785,4.022059440612793,-0.5309321880340576,21.42428207397461,1.0,1.0,18,19,0,1,0.18616847693920135,0.18616847693920135,1.7823714017868042,0.005,all,418183
20,0.33973342180252075,0.0,0.33973342180252075,0.33973342180252075,0.8881875872612,1.5499999523162842,3.5795493125915527,-0.5664337873458862,21.80868911743164,0.31364551186561584,1.9141792058944702,0.31364551186561584,0.8990068435668945,0.940158646871817,2.368096351623535,5.259548664093018,-0.5559892058372498,28.335193634033203,1.0,1.0,19,20,0,1,0.16248224675655365,0.16248224675655365,1.885960340499878,0.005,all,418183
21,0.3219834864139557,0.0,0.3219834864139557,0.3219834864139557,0.8871801495552063,2.1756954193115234,4.674419403076172,-0.5956165194511414,28.70648193359375,0.2965531051158905,3.4577369689941406,0.2965531051158905,0.8983861207962036,0.9403417800960935,3.9987587928771973,6.826962947845459,0.20144259929656982,37.89914321899414,1.0,1.0,20,21,0,1,0.12188856303691864,0.12188856303691864,1.9462718963623047,0.005,all,418183
22,0.31013932824134827,0.0,0.31013932824134827,0.31013932824134827,0.8874724507331848,3.753606081008911,6.061124324798584,0.1441628336906433,38.27750015258789,0.2836768627166748,4.759669303894043,0.2836768627166748,0.8991310000419617,0.9410722553165222,5.300933837890625,8.764408111572266,0.3632563352584839,48.8929557800293,1.0,1.0,21,22,0,1,0.07690206915140152,0.07690206915140152,1.7730576992034912,0.005,all,418183
23,0.30298158526420593,0.0,0.30298158526420593,0.30298158526420593,0.8883833885192871,4.98760461807251,7.7822184562683105,0.31399816274642944,49.2159423828125,0.27725112438201904,5.100311756134033,0.27725112438201904,0.898510217666626,0.9394899019517063,5.621512413024902,10.914947509765625,-0.5334948897361755,59.853187561035156,1.0,1.0,22,23,0,1,0.17167307436466217,0.17167307436466217,1.7430583238601685,0.005,all,418183
24,0.3036864399909973,0.0,0.3036864399909973,0.3036864399909973,0.8867147564888,5.226487636566162,9.69799518585205,-0.6194954514503479,59.87196731567383,0.2762324810028076,6.294926166534424,0.2762324810028076,0.8986343741416931,0.9397224194162371,6.822811603546143,12.891363143920898,-0.5218927264213562,70.70844268798828,1.0,1.0,23,24,0,1,0.053589802235364914,0.053589802235364914,1.6862415075302124,0.005,all,418183
25,0.3073121905326843,0.0,0.3073121905326843,0.3073121905326843,0.8870581388473511,6.352662563323975,11.466145515441895,-0.6286671161651611,70.25299835205078,0.2779436409473419,7.275032043457031,0.2779436409473419,0.8986343741416931,0.940189512021976,7.806309223175049,14.422451972961426,-0.5120949149131775,78.90153503417969,1.0,1.0,24,25,0,1,0.10354544222354889,0.10354544222354889,1.6553534269332886,0.005,all,418183
26,0.31146395206451416,0.0,0.31146395206451416,0.31146395206451416,0.8876058459281921,7.273347854614258,12.844409942626953,-0.6378616690635681,77.84656524658203,0.2799215614795685,7.880727767944336,0.2799215614795685,0.8988205790519714,0.9407368540181281,8.413613319396973,15.273630142211914,-0.5059897899627686,83.18250274658203,1.0,1.0,25,26,0,1,0.14378854632377625,0.14378854632377625,1.6292414665222168,0.005,all,418183
27,0.3132826089859009,0.0,0.3132826089859009,0.3132826089859009,0.8882216811180115,7.838644504547119,13.616974830627441,-0.6458430290222168,81.53658294677734,0.28042739629745483,8.066372871398926,0.28042739629745483,0.898510217666626,0.940790353611737,8.599775314331055,15.40638256072998,-0.5048698782920837,83.39970397949219,1.0,1.0,26,27,0,1,0.16701845824718475,0.16701845824718475,1.5899220705032349,0.005,all,418183
28,0.3114769458770752,0.0,0.3114769458770752,0.3114769458770752,0.8889282941818237,8.006657600402832,13.745514869689941,-0.6543028950691223,81.24810791015625,0.2790273129940033,7.869523525238037,0.2790273129940033,0.8986343741416931,0.9411689661203535,8.402549743652344,14.918442726135254,-0.5121773481369019,80.14055633544922,1.0,1.0,27,28,0,1,0.17212100327014923,0.17212100327014923,1.563313603401184,0.005,all,418183
29,0.30631861090660095,0.0,0.30631861090660095,0.30631861090660095,0.8894050717353821,7.813543319702148,13.314299583435059,-0.6656529307365417,77.63626098632812,0.27628839015960693,7.38429594039917,0.27628839015960693,0.8983240127563477,0.940633970184265,7.91603422164917,13.9873046875,-0.5281673073768616,74.4405288696289,1.0,1.0,28,29,0,1,0.16144295036792755,0.16144295036792755,1.562726616859436,0.005,all,418183
30,0.2991620600223541,0.0,0.2991620600223541,0.2991620600223541,0.8900123834609985,7.349170207977295,12.48226547241211,-0.6800505518913269,71.76087951660156,0.27306899428367615,6.728460311889648,0.27306899428367615,0.8984481692314148,0.9410784283465539,7.257843971252441,12.81423282623291,-0.5506762266159058,67.49171447753906,1.0,1.0,29,30,0,1,0.13869743049144745,0.13869743049144745,1.6029859781265259,0.005,all,418183
31,0.2915278673171997,0.0,0.2915278673171997,0.2915278673171997,0.8906593918800354,6.724258899688721,11.428887367248535,-0.6957734823226929,64.76869201660156,0.2702638804912567,6.009878158569336,0.2702638804912567,0.8988826870918274,0.9417101350864738,6.535758018493652,11.569016456604004,-0.5764707326889038,60.233882904052734,1.0,1.0,30,31,0,1,0.10833220928907394,0.10833220928907394,1.6725184917449951,0.005,all,418183
32,0.284649521112442,0.0,0.284649521112442,0.284649521112442,0.8913660049438477,6.040550708770752,10.310704231262207,-0.7131509184837341,58.23860168457031,0.2684496343135834,5.311877250671387,0.2684496343135834,0.899255096912384,0.9424200335401298,5.83333158493042,10.37393856048584,-0.5992966890335083,53.3731803894043,1.0,1.0,31,32,0,1,0.07405095547437668,0.07405095547437668,1.750234842300415,0.005,all,418183
33,0.2793380916118622,0.0,0.2793380916118622,0.2793380916118622,0.8922628164291382,5.378018379211426,9.240978240966797,-0.726813793182373,52.19221496582031,0.26786181330680847,4.685654163360596,0.26786181330680847,0.8993792533874512,0.9424694177803842,5.20208215713501,9.308194160461426,-0.6188684701919556,47.31861877441406,1.0,1.0,32,33,0,1,0.03970912843942642,0.03970912843942642,1.8069374561309814,0.005,all,418183
34,0.27586621046066284,0.0,0.27586621046066284,0.27586621046066284,0.8932759165763855,4.7829670906066895,8.28773307800293,-0.737327516078949,46.75556182861328,0.2682512402534485,4.1745710372924805,0.2682512402534485,0.8998137712478638,0.9428953568525777,4.686461448669434,8.432157516479492,-0.6367713809013367,42.3692741394043,1.0,1.0,33,34,0,1,0.01548363734036684,0.01548363734036684,1.8042172193527222,0.005,all,418183
35,0.2740309536457062,0.0,0.2740309536457062,0.2740309536457062,0.8940364718437195,4.296903133392334,7.504866123199463,-0.7434784173965454,42.270748138427734,0.26997625827789307,3.823693037033081,0.26997625827789307,0.8982619643211365,0.9420167289113861,4.335142612457275,7.7934370040893555,-0.6467683911323547,38.757537841796875,1.0,1.0,34,35,0,1,0.03254571929574013,0.03254571929574013,1.845015048980713,0.005,all,418183
36,0.2731556296348572,0.0,0.2731556296348572,0.2731556296348572,0.8943202495574951,3.9633100032806396,6.936680316925049,-0.7450928688049316,38.98463821411133,0.26922422647476196,3.6267030239105225,0.26922422647476196,0.8991930484771729,0.9434221220819573,4.136209011077881,7.414909839630127,-0.656067430973053,36.54964065551758,1.0,1.0,35,36,0,1,0.05605930835008621,0.05605930835008621,1.8217496871948242,0.005,all,418183
37,0.2718214690685272,0.0,0.2718214690685272,0.2718214690685272,0.8956426978111267,3.7750587463378906,6.603377819061279,-0.747963011264801,36.9903564453125,0.26771438121795654,3.61440110206604,0.26771438121795654,0.899255096912384,0.9437739847937694,4.126718044281006,7.295169830322266,-0.651393473148346,35.7398796081543,1.0,1.0,36,37,0,1,0.0717436894774437,0.0717436894774437,1.9394395351409912,0.005,all,418183
38,0.2697765827178955,0.0,0.2697765827178955,0.2697765827178955,0.8967494964599609,3.764249801635742,6.50339412689209,-0.7380373477935791,36.29999542236328,0.26524975895881653,3.7690563201904297,0.26524975895881653,0.8995654582977295,0.9444530180972663,4.2866740226745605,7.4137773513793945,-0.6424390077590942,36.17837905883789,1.0,1.0,37,38,0,1,0.07694585621356964,0.07694585621356964,2.020780563354492,0.005,all,418183
39,0.26687926054000854,0.0,0.26687926054000854,0.26687926054000854,0.8976660966873169,3.9119863510131836,6.619837284088135,-0.7241764068603516,36.78997039794922,0.2617694139480591,4.071601390838623,0.2617694139480591,0.9004966020584106,0.9457164315771063,4.594902038574219,7.7458953857421875,-0.6326032876968384,37.707889556884766,1.0,1.0,38,39,0,1,0.07131955772638321,0.07131955772638321,2.0883238315582275,0.005,all,418183
40,0.2634385824203491,0.0,0.2634385824203491,0.2634385824203491,0.8986309766769409,4.199328899383545,6.931176662445068,-0.7130700945854187,38.31049728393555,0.258335679769516,4.535019874572754,0.258335679769516,0.9016759991645813,0.9468872496064693,5.065519332885742,8.255287170410156,-0.6002549529075623,40.1689338684082,1.0,1.0,39,40,0,1,0.05627213045954704,0.05627213045954704,2.135533332824707,0.005,all,418183
