method,window,cell_x,cell_y,center_x,center_y,query_count,valid_for_color,delta_mean,delta_median,delta_q25,delta_q75,improved_query_fraction,tied_query_fraction,degraded_query_fraction,all_seed_positive_query_fraction
BRIDGE,future_f,10,10,-37799.14746875,169729.233375,3,False,-189.55555555555554,-209.66666666666666,-211.83333333333331,-177.33333333333331,0.0,0.0,1.0,0.0
BRIDGE,future_f,10,11,-37799.14746875,170807.383125,1,False,108.0,108.0,108.0,108.0,1.0,0.0,0.0,0.0
BRIDGE,future_f,11,3,-36801.75265625,162182.185125,2,False,161.66666666666666,161.66666666666666,57.33333333333333,266.0,0.5,0.0,0.5,0.5
BRIDGE,future_f,11,5,-36801.75265625,164338.48462499998,8,True,-106.25,-82.5,-174.0,0.0,0.0,0.375,0.625,0.0
BRIDGE,future_f,11,6,-36801.75265625,165416.634375,9,True,-125.2962962962963,-114.0,-207.0,0.0,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.0
BRIDGE,future_f,11,7,-36801.75265625,166494.784125,10,True,-3.9,0.0,-57.75,6.0,0.3,0.4,0.3,0.3
BRIDGE,future_f,11,8,-36801.75265625,167572.933875,5,True,-114.8,-159.0,-171.0,-154.0,0.2,0.0,0.8,0.2
BRIDGE,future_f,11,9,-36801.75265625,168651.083625,3,False,39.333333333333336,70.0,-43.5,137.5,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666
BRIDGE,future_f,11,10,-36801.75265625,169729.233375,1,False,400.0,400.0,400.0,400.0,1.0,0.0,0.0,1.0
BRIDGE,future_f,12,4,-35804.35784375,163260.334875,1,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BRIDGE,future_f,12,5,-35804.35784375,164338.48462499998,2,False,-157.0,-157.0,-159.0,-155.0,0.0,0.0,1.0,0.0
BRIDGE,future_f,12,6,-35804.35784375,165416.634375,1,False,-650.0,-650.0,-650.0,-650.0,0.0,0.0,1.0,0.0
BRIDGE,future_f,12,7,-35804.35784375,166494.784125,3,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BRIDGE,future_f,12,10,-35804.35784375,169729.233375,1,False,-104.0,-104.0,-104.0,-104.0,0.0,0.0,1.0,0.0
BRIDGE,future_f,12,11,-35804.35784375,170807.383125,1,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BRIDGE,future_f,13,7,-34806.96303125,166494.784125,1,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BRIDGE,future_f,13,9,-34806.96303125,168651.083625,1,False,-601.0,-601.0,-601.0,-601.0,0.0,0.0,1.0,0.0
BRIDGE,future_f,14,7,-33809.56821875,166494.784125,1,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BRIDGE,future_f,15,4,-32812.173406249996,163260.334875,1,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BRIDGE-B,current_y,1,9,-46775.700781249994,168651.083625,2,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BRIDGE-B,current_y,1,11,-46775.700781249994,170807.383125,1,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BRIDGE-B,current_y,1,15,-46775.700781249994,175119.982125,1,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BRIDGE-B,current_y,2,6,-45778.30596875,165416.634375,3,False,18.333333333333332,0.0,0.0,27.5,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333
BRIDGE-B,current_y,2,7,-45778.30596875,166494.784125,5,True,87.2,13.0,0.0,211.0,0.6,0.2,0.2,0.6
BRIDGE-B,current_y,2,8,-45778.30596875,167572.933875,1,False,126.0,126.0,126.0,126.0,1.0,0.0,0.0,1.0
BRIDGE-B,current_y,2,9,-45778.30596875,168651.083625,1,False,34.0,34.0,34.0,34.0,1.0,0.0,0.0,1.0
BRIDGE-B,current_y,2,10,-45778.30596875,169729.233375,2,False,-225.5,-225.5,-358.25,-92.75,0.5,0.0,0.5,0.5
BRIDGE-B,current_y,2,11,-45778.30596875,170807.383125,1,False,-413.0,-413.0,-413.0,-413.0,0.0,0.0,1.0,0.0
BRIDGE-B,current_y,2,12,-45778.30596875,171885.532875,1,False,-44.0,-44.0,-44.0,-44.0,0.0,0.0,1.0,0.0
BRIDGE-B,current_y,3,5,-44780.91115625,164338.48462499998,7,True,-13.142857142857142,0.0,-18.5,26.5,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.42857142857142855
BRIDGE-B,current_y,3,6,-44780.91115625,165416.634375,17,True,38.0,108.0,-21.0,204.0,0.7058823529411765,0.0,0.29411764705882354,0.7058823529411765
