epoch,train_loss,train_huber,train_rank,train_full_pairwise_loss,train_pairwise_accuracy,train_pre_step_prediction_mean,train_pre_step_prediction_std,train_pre_step_prediction_min,train_pre_step_prediction_max,validation_loss,validation_huber,validation_rank,validation_pairwise_accuracy,validation_spearman,validation_post_step_prediction_mean,validation_post_step_prediction_std,validation_post_step_prediction_min,validation_post_step_prediction_max,scaler_scale_before,scaler_scale_after,optimizer_state_step_before,optimizer_state_step_after,optimizer_step_skipped,optimizer_step_effective,gradient_norm_before_clip,gradient_norm_after_clip,parameter_delta_norm,learning_rate,next_learning_rate,trainable_scope,trainable_parameter_count
17,0.4079446494579315,0.0,0.4079446494579315,0.4079446494579315,0.8897768259048462,0.44143128395080566,1.7872121334075928,-0.5932247042655945,10.190719604492188,0.3839363753795624,0.5049221515655518,0.3839363753795624,0.9013656377792358,0.9428768377624824,0.7772179841995239,2.430882215499878,-0.5701342225074768,12.063348770141602,1.0,1.0,16,17,0,1,0.1864219456911087,0.1864219456911087,1.6745318174362183,0.005,0.005,all,418183
18,0.38560763001441956,0.0,0.38560763001441956,0.38560763001441956,0.8896916508674622,0.677047610282898,2.1668198108673096,-0.590711772441864,12.385536193847656,0.360276997089386,0.7766783237457275,0.360276997089386,0.9013656377792358,0.9425743592909246,1.1049960851669312,3.03816294670105,-0.5907800793647766,15.24540901184082,1.0,1.0,17,18,0,1,0.1978631615638733,0.1978631615638733,1.7393598556518555,0.005,0.005,all,418183
19,0.36258959770202637,0.0,0.36258959770202637,0.36258959770202637,0.889078676700592,0.9812684655189514,2.7056288719177246,-0.6151511073112488,15.494775772094727,0.3360413610935211,1.2099828720092773,0.3360413610935211,0.9012414813041687,0.9430558556334043,1.6025843620300293,3.891422986984253,-0.5862489938735962,19.777484893798828,1.0,1.0,18,19,0,1,0.19183865189552307,0.19183865189552307,1.8294376134872437,0.005,0.005,all,418183
20,0.3402217626571655,0.0,0.3402217626571655,0.3402217626571655,0.8892574906349182,1.4471687078475952,3.462674140930176,-0.6177568435668945,19.928035736083984,0.31491002440452576,2.0121219158172607,0.31491002440452576,0.9015518426895142,0.943123758963754,2.519742488861084,5.0294270515441895,-0.3094347417354584,26.124553680419922,1.0,1.0,19,20,0,1,0.22660283744335175,0.22660283744335175,1.8457878828048706,0.005,0.005,all,418183
21,0.32279422879219055,0.0,0.32279422879219055,0.32279422879219055,0.8883465528488159,2.319828987121582,4.469550609588623,-0.35408127307891846,26.139671325683594,0.2969950735569,3.0640721321105957,0.2969950735569,0.9013035297393799,0.9432184120909082,3.6017379760742188,6.531888484954834,-0.08429113030433655,34.41128921508789,1.0,1.0,20,21,0,1,0.13181085884571075,0.13181085884571075,1.790496826171875,0.005,0.005,all,418183
22,0.30975544452667236,0.0,0.30975544452667236,0.30975544452667236,0.888252854347229,3.344191312789917,5.799293041229248,-0.14143428206443787,34.213558197021484,0.28436753153800964,4.376495838165283,0.28436753153800964,0.901427686214447,0.9431011245203041,4.917624473571777,8.36658763885498,0.1697087287902832,44.53262710571289,1.0,1.0,21,22,0,1,0.08509980142116547,0.08509980142116547,1.8310717344284058,0.005,0.005,all,418183
23,0.3024989068508148,0.0,0.3024989068508148,0.3024989068508148,0.8886842131614685,4.588677406311035,7.424324989318848,0.09742450714111328,44.01259994506836,0.2774532437324524,5.905276298522949,0.2774532437324524,0.9018000960350037,0.9433850839017666,6.4465413093566895,10.41653060913086,0.48140841722488403,55.83746337890625,1.0,1.0,22,23,0,1,0.038162846118211746,0.038162846118211746,1.8908451795578003,0.005,0.005,all,418183
24,0.30061832070350647,0.0,0.30061832070350647,0.30061832070350647,0.8892064094543457,6.035314083099365,9.242777824401855,0.3911489248275757,54.84504699707031,0.2756940722465515,7.528168678283691,0.2756940722465515,0.9022346138954163,0.9438357150940873,8.069433212280273,12.451252937316895,0.8531121611595154,67.03275299072266,1.0,1.0,23,24,0,1,0.04172368347644806,0.04172368347644806,1.949517011642456,0.005,0.005,all,418183
25,0.30265212059020996,0.0,0.30265212059020996,0.30265212059020996,0.8898477554321289,7.571435928344727,11.047248840332031,0.7441823482513428,65.40284729003906,0.2772274911403656,9.087698936462402,0.2772274911403656,0.9020484089851379,0.9439015607477597,9.6289644241333,14.197517395019531,1.2807893753051758,76.60790252685547,1.0,1.0,24,25,0,1,0.09072812646627426,0.09072812646627426,1.9925947189331055,0.005,0.005,all,418183
26,0.3060835897922516,0.0,0.3060835897922516,0.3060835897922516,0.8906253576278687,9.048837661743164,12.593511581420898,1.156328797340393,74.26847839355469,0.27969616651535034,10.414398193359375,0.27969616651535034,0.9018622040748596,0.9437266582301923,10.955662727355957,15.417288780212402,1.7383151054382324,83.23697662353516,1.0,1.0,25,26,0,1,0.13529619574546814,0.13529619574546814,2.003401279449463,0.005,0.005,all,418183
27,0.3082093894481659,0.0,0.3082093894481659,0.3082093894481659,0.8916555047035217,10.30718994140625,13.667684555053711,1.6084649562835693,80.21977996826172,0.281221866607666,11.381501197814941,0.281221866607666,0.9025449752807617,0.9444777102173936,11.92276668548584,15.993203163146973,2.1776254177093506,86.30912780761719,1.0,1.0,26,27,0,1,0.16592518985271454,0.16592518985271454,2.0157389640808105,0.005,0.005,all,418183
28,0.3073410391807556,0.0,0.3073410391807556,0.3073410391807556,0.8925834894180298,11.225605010986328,14.164252281188965,2.056150197982788,82.71949768066406,0.28099021315574646,11.92657470703125,0.28099021315574646,0.9031657576560974,0.9447184583886334,12.467841148376465,15.93567180633545,2.537994384765625,85.92971801757812,1.0,1.0,27,28,0,1,0.1801806539297104,0.1801806539297104,2.0248498916625977,0.005,0.005,all,418183
29,0.303184449672699,0.0,0.303184449672699,0.303184449672699,0.8931936025619507,11.744726181030273,14.09642219543457,2.440964698791504,82.32775115966797,0.2925838828086853,23.989421844482422,0.2925838828086853,0.893668532371521,0.9331646038457977,24.530685424804688,14.56882095336914,15.36495304107666,91.3404312133789,1.0,1.0,28,29,0,1,0.17914530634880066,0.17914530634880066,1.9946757555007935,0.005,0.005,all,418183
30,0.30278581380844116,0.0,0.30278581380844116,0.30278581380844116,0.8857526779174805,23.80921745300293,12.762147903442383,15.23231029510498,88.93772888183594,0.47660908102989197,17.18698501586914,0.47660908102989197,0.8579143285751343,0.866841569184234,17.72825050354004,14.503355026245117,2.011051893234253,81.90432739257812,1.0,1.0,29,30,0,1,0.1632775366306305,0.1632775366306305,1.6959009170532227,0.005,0.005,all,418183
31,0.4686511158943176,0.0,0.4686511158943176,0.4686511158943176,0.8497485518455505,16.769287109375,13.076123237609863,1.9650039672851562,79.7506103515625,0.2822650074958801,20.255197525024414,0.2822650074958801,0.8948479294776917,0.9349877053818534,20.796463012695312,12.644149780273438,12.68582534790039,78.04570770263672,1.0,1.0,30,31,0,1,5.6068267822265625,0.9999996423721313,1.4599981307983398,0.005,0.005,all,418183
32,0.28693535923957825,0.0,0.28693535923957825,0.28693535923957825,0.8889566659927368,20.13450050354004,11.017608642578125,12.566485404968262,76.82907104492188,0.27905765175819397,18.05028533935547,0.27905765175819397,0.8954066038131714,0.9357737378725681,18.591552734375,11.630720138549805,11.118324279785156,71.00859069824219,1.0,1.0,31,32,0,1,0.09992299973964691,0.09992299973964691,1.4009836912155151,0.005,0.0015,all,418183
33,0.28143244981765747,0.0,0.28143244981765747,0.28143244981765747,0.889998197555542,17.96738624572754,10.10592269897461,11.001387596130371,70.2518539428711,0.27815955877304077,17.387767791748047,0.27815955877304077,0.8960893750190735,0.9366544234904369,17.929033279418945,11.331473350524902,10.639467239379883,68.93201446533203,1.0,1.0,32,33,0,1,0.06744678318500519,0.06744678318500519,0.40813183784484863,0.0015,0.0015,all,418183
34,0.27996626496315,0.0,0.27996626496315,0.27996626496315,0.8903273344039917,17.317033767700195,9.838431358337402,10.524651527404785,68.28527069091797,0.27730828523635864,16.745952606201172,0.27730828523635864,0.8960893750190735,0.9368848832782904,17.28721809387207,11.031683921813965,10.178840637207031,66.88655853271484,1.0,1.0,33,34,0,1,0.057946592569351196,0.057946592569351196,0.4011813700199127,0.0015,0.0015,all,418183
35,0.2785889506340027,0.0,0.2785889506340027,0.2785889506340027,0.8904948234558105,16.687740325927734,9.571267127990723,10.067028045654297,66.33174133300781,0.27656522393226624,16.138347625732422,0.27656522393226624,0.8963376879692078,0.9371914771032027,16.679611206054688,10.738004684448242,9.745218276977539,64.91130065917969,1.0,1.0,34,35,0,1,0.04872526228427887,0.04872526228427887,0.3967481851577759,0.0015,0.0015,all,418183
36,0.2773320972919464,0.0,0.2773320972919464,0.2773320972919464,0.8907586932182312,16.092493057250977,9.310283660888672,9.637304306030273,64.43585968017578,0.2759683132171631,15.575529098510742,0.2759683132171631,0.8960893750190735,0.9373704949741247,16.11679458618164,10.455761909484863,9.34489917755127,63.038936614990234,1.0,1.0,35,36,0,1,0.039740342646837234,0.039740342646837234,0.3937288820743561,0.0015,0.0005,all,418183
37,0.276210218667984,0.0,0.276210218667984,0.276210218667984,0.8910140991210938,15.541451454162598,9.060200691223145,9.241815567016602,62.634273529052734,0.2758084833621979,15.403817176818848,0.2758084833621979,0.8965238928794861,0.9376668004156506,15.945083618164062,10.366064071655273,9.222841262817383,62.451778411865234,1.0,1.0,36,37,0,1,0.03152339160442352,0.03152339160442352,0.13067446649074554,0.0005,0.0005,all,418183
38,0.27586600184440613,0.0,0.27586600184440613,0.27586600184440613,0.891065239906311,15.373394012451172,8.980956077575684,9.121675491333008,62.06869888305664,0.2756740152835846,15.246135711669922,0.2756740152835846,0.8965859413146973,0.9376009547619782,15.787403106689453,10.279990196228027,9.110800743103027,61.89603805541992,1.0,1.0,37,38,0,1,0.029043514281511307,0.029043514281511307,0.13090361654758453,0.0005,0.0005,all,418183
39,0.275532603263855,0.0,0.275532603263855,0.275532603263855,0.8911702036857605,15.21909236907959,8.905059814453125,9.01183795928955,61.53297805786133,0.2755642235279083,15.10202693939209,0.2755642235279083,0.8964618444442749,0.937294360937066,15.643293380737305,10.197763442993164,9.008309364318848,61.37187957763672,1.0,1.0,38,39,0,1,0.026760993525385857,0.026760993525385857,0.13171900808811188,0.0005,0.0005,all,418183
40,0.2752096951007843,0.0,0.2752096951007843,0.2752096951007843,0.8912525177001953,15.078083992004395,8.832671165466309,8.911808013916016,61.0275764465332,0.2754778563976288,14.970982551574707,0.2754778563976288,0.8967100977897644,0.9375001286047924,15.512248039245605,10.119440078735352,8.914884567260742,60.87932205200195,1.0,1.0,39,40,0,1,0.024682771414518356,0.024682771414518356,0.1328737586736679,0.0005,0.0005,all,418183
