method,train_query_count,evaluation_split,evaluation_query_count,region_count,region_size,shortcut_count,internal_node_count,compressed_node_count,compressed_edge_count,fallback_query_count,fallback_rate_pct,preprocessing_seconds,evaluation_wall_seconds,baseline_avg_ms,indexed_avg_ms,elapsed_change_pct,baseline_p95_ms,indexed_p95_ms,p95_change_pct,baseline_avg_expanded,indexed_avg_expanded,expanded_change_pct,faster_query_rate_pct,correctness_rate
gnn_v1_budget_matched,68657,validation,14712,85,512,38817,40866,92973,191346,5925,40.27324632952692,99.95435680798255,40.54633083497174,12.65481934710388,10.693983885039836,-15.494772452147176,56.56676465296189,47.80069685075434,-15.49685200486104,10296.482803153887,8017.519847743339,-22.13341195221038,71.92767808591626,1
