scope,method,requested_k,rank,region_id,z0_score,current_gain,future_gain
validation,marginal_coverage,5,3,696,0.640542090,125.035000000,124.598000000
validation,marginal_coverage,5,4,254,0.451086223,118.112000000,111.222000000
validation,marginal_coverage,5,5,253,0.509738982,131.774500000,125.405000000
validation,marginal_coverage,10,1,1003,1.272784948,181.605500000,184.121000000
validation,marginal_coverage,10,2,209,0.734974623,140.252000000,144.537000000
validation,marginal_coverage,10,3,696,0.640542090,125.035000000,124.598000000
validation,marginal_coverage,10,4,254,0.451086223,118.112000000,111.222000000
validation,marginal_coverage,10,5,253,0.509738982,131.774500000,125.405000000
validation,marginal_coverage,10,6,599,1.220734358,151.010000000,159.574000000
validation,marginal_coverage,10,7,151,0.308916271,73.275000000,69.979000000
validation,marginal_coverage,10,8,632,0.295741647,91.380500000,88.246500000
validation,marginal_coverage,10,9,232,0.238520160,64.841500000,60.661000000
validation,marginal_coverage,10,10,287,0.225906059,40.786000000,41.842500000
validation,marginal_coverage,18,1,1003,1.272784948,181.605500000,184.121000000
validation,marginal_coverage,18,2,209,0.734974623,140.252000000,144.537000000
validation,marginal_coverage,18,3,696,0.640542090,125.035000000,124.598000000
validation,marginal_coverage,18,4,254,0.451086223,118.112000000,111.222000000
validation,marginal_coverage,18,5,253,0.509738982,131.774500000,125.405000000
validation,marginal_coverage,18,6,599,1.220734358,151.010000000,159.574000000
validation,marginal_coverage,18,7,151,0.308916271,73.275000000,69.979000000
validation,marginal_coverage,18,8,632,0.295741647,91.380500000,88.246500000
validation,marginal_coverage,18,9,232,0.238520160,64.841500000,60.661000000
validation,marginal_coverage,18,10,287,0.225906059,40.786000000,41.842500000
validation,marginal_coverage,18,11,310,0.311349899,125.571500000,130.411500000
validation,marginal_coverage,18,12,917,0.944515586,106.258500000,111.718000000
validation,marginal_coverage,18,13,459,0.196577966,66.719000000,63.317000000
validation,marginal_coverage,18,14,522,0.192346111,89.164500000,86.924500000
validation,marginal_coverage,18,15,69,0.203568354,86.246500000,85.250500000
validation,marginal_coverage,18,16,365,0.160472885,82.758500000,79.744500000
validation,marginal_coverage,18,17,339,0.155956820,30.334500000,32.299500000
validation,marginal_coverage,18,18,904,0.155254379,58.388000000,53.677000000
validation,hard_disjoint,5,1,1003,1.272784948,181.605500000,184.121000000
validation,hard_disjoint,5,2,209,0.734974623,140.252000000,144.537000000
validation,hard_disjoint,5,3,696,0.640542090,125.035000000,124.598000000
validation,hard_disjoint,5,4,254,0.451086223,118.112000000,111.222000000
validation,hard_disjoint,5,5,1055,0.402968705,110.526500000,105.565500000
validation,hard_disjoint,10,1,1003,1.272784948,181.605500000,184.121000000
validation,hard_disjoint,10,2,209,0.734974623,140.252000000,144.537000000
validation,hard_disjoint,10,3,696,0.640542090,125.035000000,124.598000000
validation,hard_disjoint,10,4,254,0.451086223,118.112000000,111.222000000
validation,hard_disjoint,10,5,1055,0.402968705,110.526500000,105.565500000
validation,hard_disjoint,10,6,151,0.308916271,73.275000000,69.979000000
validation,hard_disjoint,10,7,632,0.295741647,91.380500000,88.246500000
validation,hard_disjoint,10,8,232,0.238520160,64.841500000,60.661000000
validation,hard_disjoint,10,9,287,0.225906059,40.786000000,41.842500000
validation,hard_disjoint,10,10,459,0.196577966,66.719000000,63.317000000
validation,hard_disjoint,18,1,1003,1.272784948,181.605500000,184.121000000
validation,hard_disjoint,18,2,209,0.734974623,140.252000000,144.537000000
validation,hard_disjoint,18,3,696,0.640542090,125.035000000,124.598000000
validation,hard_disjoint,18,4,254,0.451086223,118.112000000,111.222000000
validation,hard_disjoint,18,5,1055,0.402968705,110.526500000,105.565500000
validation,hard_disjoint,18,6,151,0.308916271,73.275000000,69.979000000
validation,hard_disjoint,18,7,632,0.295741647,91.380500000,88.246500000
validation,hard_disjoint,18,8,232,0.238520160,64.841500000,60.661000000
validation,hard_disjoint,18,9,287,0.225906059,40.786000000,41.842500000
validation,hard_disjoint,18,10,459,0.196577966,66.719000000,63.317000000
