epoch,train_loss,validation_loss,validation_correlation
80,0.013371308334171772,0.014544835314154625,0.5647240281105042
81,0.013326430693268776,0.014544950798153877,0.5649906992912292
82,0.013284875079989433,0.014537714421749115,0.565409243106842
83,0.01331820897758007,0.014522319659590721,0.5659789443016052
84,0.013354656286537647,0.014498090371489525,0.5667064785957336
85,0.013417099602520466,0.014465125277638435,0.5675861835479736
86,0.013300754129886627,0.01442485861480236,0.5685935020446777
87,0.013146315701305866,0.014379645697772503,0.5696913003921509
88,0.013253627344965935,0.014331506565213203,0.5708523392677307
89,0.013073858805000782,0.014282667078077793,0.5720394849777222
90,0.01315784826874733,0.014235037378966808,0.573219358921051
91,0.013006482273340225,0.014190290123224258,0.5743579864501953
92,0.013058710843324661,0.014149032533168793,0.5754509568214417
93,0.012995632365345955,0.014111666940152645,0.5764909982681274
94,0.013009519316256046,0.014078374952077866,0.5774623155593872
95,0.012858991511166096,0.014048933982849121,0.5783548951148987
96,0.012826011516153812,0.014022601768374443,0.5791794061660767
97,0.012963122688233852,0.013998687267303467,0.5799316167831421
98,0.01281222514808178,0.013976583257317543,0.5806142091751099
99,0.012869007885456085,0.013955625705420971,0.5812348127365112
100,0.01289064809679985,0.013935456052422523,0.5818009972572327
101,0.012755152769386768,0.013915818184614182,0.5823118090629578
102,0.012780883349478245,0.013896781951189041,0.5827820301055908
103,0.012768745422363281,0.013878189027309418,0.5832120180130005
104,0.012728766538202763,0.013860504142940044,0.5836020708084106
105,0.012856616638600826,0.013843894936144352,0.583962082862854
106,0.01275013480335474,0.013828493654727936,0.584288477897644
107,0.012696519494056702,0.013814140111207962,0.5845903754234314
108,0.012631190940737724,0.013800512999296188,0.584882915019989
109,0.012647498399019241,0.013787869364023209,0.5851588249206543
110,0.012664582580327988,0.013775117695331573,0.5854440331459045
111,0.012633593752980232,0.013762322254478931,0.5857445597648621
112,0.012606662698090076,0.01374917384237051,0.5860713124275208
113,0.012553781270980835,0.013734978623688221,0.5864274501800537
114,0.012657911516726017,0.013719373382627964,0.5868234038352966
115,0.012612705118954182,0.013702256605029106,0.5872629880905151
116,0.012526101432740688,0.013683787547051907,0.5877496004104614
117,0.012695801444351673,0.01366430427879095,0.5882659554481506
118,0.012553277425467968,0.01364413183182478,0.5888051986694336
119,0.01249685324728489,0.013623777776956558,0.589356005191803
120,0.012492255307734013,0.01360346470028162,0.5899163484573364
121,0.012437022291123867,0.013583917170763016,0.5904567241668701
122,0.012485544197261333,0.013565127737820148,0.590980589389801
123,0.012404746375977993,0.013547169044613838,0.5914720296859741
124,0.012363696470856667,0.013529992662370205,0.5919378399848938
125,0.012373706325888634,0.013513381592929363,0.5923763513565063
126,0.012425849214196205,0.013497689738869667,0.5927670001983643
127,0.012393222190439701,0.013482569716870785,0.5931267738342285
128,0.012405063025653362,0.013468064367771149,0.5934534668922424
129,0.012414894066751003,0.013454269617795944,0.593733012676239
130,0.012312933802604675,0.013441025279462337,0.5939919352531433
131,0.012210248038172722,0.01342824473977089,0.5942474603652954
132,0.012273017317056656,0.013415969908237457,0.5944873690605164
133,0.012330190278589725,0.01340362150222063,0.5947448015213013
134,0.012308211997151375,0.013390878215432167,0.5950257182121277
135,0.012345158495008945,0.013377838768064976,0.5953294038772583
136,0.012231052853167057,0.013364553451538086,0.595656156539917
137,0.012142615392804146,0.01335079874843359,0.5960127115249634
138,0.012171781621873379,0.013336757197976112,0.5963901281356812
139,0.012242513708770275,0.013322621583938599,0.5967915058135986
140,0.012216233648359776,0.013308094814419746,0.5972092151641846
141,0.012191682122647762,0.013293762691318989,0.5976297855377197
142,0.012137780897319317,0.013279875740408897,0.5980498194694519
143,0.01211742777377367,0.01326631847769022,0.5984713435173035
144,0.012019372545182705,0.013253173790872097,0.5988776683807373
145,0.012092973105609417,0.013240023516118526,0.5992956757545471
146,0.012028330937027931,0.013227169401943684,0.5997059345245361
147,0.012204328551888466,0.013214529491961002,0.6001133918762207
148,0.012155046686530113,0.013202182948589325,0.6005085110664368
149,0.012073606252670288,0.013189829885959625,0.6009243726730347
150,0.011998070403933525,0.01317781675606966,0.6013280749320984
151,0.012049001641571522,0.013165952637791634,0.6017177104949951
152,0.01210640650242567,0.013154329732060432,0.6020936965942383
153,0.012050465680658817,0.013143212534487247,0.6024497747421265
154,0.012010945938527584,0.013132193125784397,0.602806806564331
155,0.012027457356452942,0.013121189549565315,0.6031566262245178
156,0.011989613994956017,0.013110637664794922,0.6034800410270691
157,0.012015669606626034,0.013100050389766693,0.6038180589675903
158,0.011980735696852207,0.013089330866932869,0.6041656136512756
159,0.011983337812125683,0.013078158721327782,0.6045289635658264
160,0.01196669228374958,0.013066803105175495,0.6048954129219055
161,0.011910255067050457,0.013055100105702877,0.6052752733230591
162,0.01187408808618784,0.01304338127374649,0.6056643724441528
163,0.011933439411222935,0.013031551614403725,0.6060532927513123
164,0.011956802569329739,0.013019450008869171,0.6064411997795105
165,0.011790144257247448,0.01300709880888462,0.6068413853645325
166,0.01184620801359415,0.012995477765798569,0.6071886420249939
167,0.011865824460983276,0.012984049506485462,0.6075194478034973
168,0.011850457638502121,0.012972379103302956,0.6078518033027649
169,0.011822572909295559,0.012960589490830898,0.608180820941925
170,0.011889510788023472,0.012948551215231419,0.6085008978843689
171,0.011836383491754532,0.012936498038470745,0.608808159828186
172,0.011899556964635849,0.012924468144774437,0.6090911030769348
173,0.01177356205880642,0.01291273720562458,0.6093469262123108
174,0.011715446598827839,0.01290102582424879,0.6095918416976929
175,0.011710116639733315,0.012889347970485687,0.6098394989967346
176,0.01171378418803215,0.012877038680016994,0.6101285219192505
177,0.011686988174915314,0.012864183634519577,0.6104426383972168
178,0.011691148392856121,0.012851345352828503,0.6107586026191711
179,0.011677657254040241,0.012838030233979225,0.6110889315605164
180,0.011704616248607635,0.012824686244130135,0.6114235520362854
181,0.011678148992359638,0.012810556218028069,0.6118011474609375
182,0.011675436049699783,0.012796424329280853,0.6121841073036194
183,0.011579064652323723,0.01278204657137394,0.6126083135604858
184,0.011601272039115429,0.012768004089593887,0.6130238771438599
185,0.011608057655394077,0.012754122726619244,0.6134448647499084
186,0.011657661758363247,0.01274019293487072,0.6138832569122314
187,0.01163339801132679,0.012727238237857819,0.6142860651016235
188,0.011514070443809032,0.012715529650449753,0.6146072745323181
189,0.011569219641387463,0.012704267166554928,0.6149066090583801
190,0.01157262921333313,0.012693284079432487,0.6152016520500183
191,0.011590140871703625,0.012682678177952766,0.6154989004135132
192,0.011496034450829029,0.012672272510826588,0.6158310770988464
193,0.011473218910396099,0.012662079185247421,0.6161730885505676
194,0.01153634674847126,0.012651597149670124,0.6165538430213928
195,0.011453278362751007,0.012640314176678658,0.6169919967651367
196,0.011431142687797546,0.012629077769815922,0.6174283623695374
197,0.011414834298193455,0.012617561034858227,0.6178832054138184
198,0.011524681001901627,0.01260635070502758,0.618323028087616
199,0.011424941942095757,0.012595228850841522,0.6187541484832764
200,0.011471239849925041,0.012584665790200233,0.6191336512565613
