method,region_id,seed_node,seed_score,node_count,boundary_count
random_bfs_seed5,21,10737917680,0.00784718,512,29
random_bfs_seed5,22,10683332415,9.481e-05,512,26
random_bfs_seed5,23,5413409936,0.12306629,512,26
random_bfs_seed5,24,411504977,0.00976515,512,28
random_bfs_seed5,25,4183662367,0.00661932,512,25
random_bfs_seed5,26,1194800325,0.00197064,512,44
random_bfs_seed5,27,454637831,0.03159876,512,17
random_bfs_seed5,28,3170272768,0.00419336,512,24
random_bfs_seed5,29,4395078282,0.03126421,512,54
random_bfs_seed5,30,1548084132,0.03514583,512,37
random_bfs_seed5,31,1327630017,0.01627485,512,29
random_bfs_seed5,32,276928879,0.00184048,512,12
random_bfs_seed5,33,3654771852,0.09139717,512,32
random_bfs_seed5,34,4526836207,0.01077087,512,28
random_bfs_seed5,35,11105950346,0.01247802,512,25
random_bfs_seed5,36,13369934678,0.01272266,512,19
random_bfs_seed5,37,2232213778,0.00624052,512,24
random_bfs_seed5,38,3092699114,0.31753588,512,33
random_bfs_seed5,39,1173452749,0.0005153,512,26
random_bfs_seed5,40,269523964,0.00672109,512,30
random_bfs_seed5,41,1324678500,0.00117961,512,18
random_bfs_seed5,42,8659880616,0.01154491,512,25
random_bfs_seed5,43,3093345393,0.03404143,512,14
random_bfs_seed5,44,3749327448,0.02121116,512,28
random_bfs_seed5,45,7497351815,0.00348002,512,20
random_bfs_seed5,46,12291327670,0.01719404,512,29
random_bfs_seed5,47,1300651826,0.04168002,512,31
random_bfs_seed5,48,7678759637,0.00134258,512,29
random_bfs_seed5,49,1520372434,0.00965386,512,23
random_bfs_seed5,50,12128149307,0.00897783,512,32
random_bfs_seed5,51,11016879703,0.05995425,512,10
random_bfs_seed5,52,1550092380,0.00074929,512,23
random_bfs_seed5,53,3170147715,0.01502027,512,27
random_bfs_seed5,54,278725638,0.04410995,512,15
random_bfs_seed5,55,3921306583,0.0214417,512,32
random_bfs_seed5,56,12554530927,0.00030763,512,18
random_bfs_seed5,57,4458042346,0.00308577,512,36
random_bfs_seed5,58,3718864666,0.00463797,512,18
random_bfs_seed5,59,1654560361,0.00647179,512,30
random_bfs_seed5,60,12104106177,0.07857256,512,37
random_bfs_seed5,61,1518842731,0.00225642,512,18
random_bfs_seed5,62,1551011927,0.02860159,512,33
random_bfs_seed5,63,1419378925,0.00484569,512,21
random_bfs_seed5,64,3139475227,0.02017173,512,25
random_bfs_seed5,65,4759711175,0.00112978,512,18
random_bfs_seed5,66,4473970913,0.00170285,512,28
random_bfs_seed5,67,301110936,0.02629799,512,26
random_bfs_seed5,68,4644509228,0.02276101,512,31
random_bfs_seed5,69,1161017342,0.01651998,512,29
random_bfs_seed5,70,3897692285,0.23355901,512,24
random_bfs_seed5,71,11149164543,0.02687868,512,21
random_bfs_seed5,72,1438639680,0.01169638,512,21
random_bfs_seed5,73,1112072107,0.04578275,512,44
random_bfs_seed5,74,450324089,0.00199685,512,26
random_bfs_seed5,75,1322611290,0.02242759,512,30
random_bfs_seed5,76,3715260228,0.0146984,512,8
random_bfs_seed5,77,3736054900,0.05741069,512,26
random_bfs_seed5,78,4496173297,0.00520103,512,30
random_bfs_seed5,79,4750585244,0.00092546,512,21
random_bfs_seed5,80,5271083856,0.01639397,512,37
random_bfs_seed5,81,12793410281,0.00536327,512,25
random_bfs_seed5,82,1655877547,0.0044062,512,30
random_bfs_seed5,83,4111652875,0.11726687,512,26
random_bfs_seed5,84,4463692789,0.01361234,512,32
random_bfs_seed5,85,10297064332,0.00186561,512,25
random_bfs_seed5,86,1323015632,0.00276842,512,12
random_bfs_seed5,87,112617126,0.18578914,512,25
random_bfs_seed5,88,3521762291,0.01611619,512,28
random_bfs_seed5,89,4537308722,0.00237134,512,18
random_bfs_seed5,90,1199879565,0.00149537,512,14
random_bfs_seed5,91,4297946805,0.00796855,512,28
random_bfs_seed5,92,4188196481,0.07263821,512,34
random_bfs_seed5,93,8947323852,0.02027169,512,28
random_bfs_seed5,94,4758402613,0.00690592,512,22
random_bfs_seed5,95,1242078999,0.0081632,512,30
random_bfs_seed5,96,4831194147,0.03913985,512,26
random_bfs_seed5,97,13393101648,0.00505336,512,23
random_bfs_seed5,98,1142608459,0.01253401,512,21
random_bfs_seed5,99,264119207,0.04022134,512,22
od_hotspot_bfs,0,11005952442,0.06794098,512,47
od_hotspot_bfs,1,5305637330,0.04630942,512,26
od_hotspot_bfs,2,3573222227,0.06782266,512,34
od_hotspot_bfs,3,129795309,0.08894365,512,29
od_hotspot_bfs,4,12435776715,0.00466309,512,18
od_hotspot_bfs,5,1731168353,0.08395565,512,47
od_hotspot_bfs,6,5185083151,0.23501952,512,25
od_hotspot_bfs,7,6924815711,0.11823031,512,58
od_hotspot_bfs,8,314074569,0.07491737,512,42
od_hotspot_bfs,9,112613631,0.021756,512,32
od_hotspot_bfs,10,1471128087,0.05712074,512,42
od_hotspot_bfs,11,474552495,0.08482569,512,43
od_hotspot_bfs,12,4656695032,0.0322532,512,40
od_hotspot_bfs,13,1788788569,0.16518578,512,44
od_hotspot_bfs,14,12244620635,0.098175,512,29
od_hotspot_bfs,15,10236070598,0.13476028,512,52
od_hotspot_bfs,16,111428015,0.03641155,512,24
od_hotspot_bfs,17,11408632982,0.02055187,512,39
od_hotspot_bfs,18,8428802847,0.02144315,512,24
od_hotspot_bfs,19,13430226016,0.1329197,512,38
od_hotspot_bfs,20,1788787471,0.12876667,512,40
od_hotspot_bfs,21,8390290965,0.18847261,512,31
od_hotspot_bfs,22,2486324318,0.10084466,512,22
od_hotspot_bfs,23,1143318838,0.08169814,512,23
od_hotspot_bfs,24,2486710676,0.24036875,512,41
od_hotspot_bfs,25,12086138909,0.44486228,512,37
od_hotspot_bfs,26,11397043884,0.24681135,512,42
od_hotspot_bfs,27,8273973043,0.10491568,512,29
od_hotspot_bfs,28,479519944,0.13545476,512,27
od_hotspot_bfs,29,9926934756,0.05495119,512,17
od_hotspot_bfs,30,1097394633,0.14825736,512,23
od_hotspot_bfs,31,1209793041,0.1695064,512,27
od_hotspot_bfs,32,1487204360,0.30612838,512,26
od_hotspot_bfs,33,7827950717,0.03126271,512,22
od_hotspot_bfs,34,4587696991,0.03943584,512,22
od_hotspot_bfs,35,13717448260,0.01984947,512,34
od_hotspot_bfs,36,10804127407,0.06000467,512,32
od_hotspot_bfs,37,9887069685,0.05153519,512,31
od_hotspot_bfs,38,276929971,0.05493104,512,11
od_hotspot_bfs,39,414956300,0.30753011,512,48
od_hotspot_bfs,40,8184149274,0.02850898,512,37
od_hotspot_bfs,41,1436599520,0.08159069,512,28
od_hotspot_bfs,42,2611061236,0.06649072,512,35
od_hotspot_bfs,43,1837851318,0.0742121,512,33
od_hotspot_bfs,44,13007100809,0.16866204,512,15
od_hotspot_bfs,45,12568244856,0.12064946,512,36
od_hotspot_bfs,46,257729804,0.09198962,512,33
od_hotspot_bfs,47,1263990422,0.15809259,512,35
od_hotspot_bfs,48,1147305957,0.30826974,512,26
od_hotspot_bfs,49,2214680631,0.18334097,512,30
od_hotspot_bfs,50,1235202068,0.00907235,512,27
od_hotspot_bfs,51,12770926375,0.0539683,512,34
od_hotspot_bfs,52,5760842689,0.01948517,512,30
od_hotspot_bfs,53,9223668069,0.02721933,512,28
od_hotspot_bfs,54,1126295958,0.02738266,512,36
od_hotspot_bfs,55,708249358,0.02126577,512,25
od_hotspot_bfs,56,280071998,0.08148311,512,24
od_hotspot_bfs,57,1551011811,0.19379586,512,33
od_hotspot_bfs,58,12055134687,0.02885441,512,33
od_hotspot_bfs,59,4841602131,0.03766707,512,28
od_hotspot_bfs,60,702048303,0.02793869,512,27
od_hotspot_bfs,61,1262328921,0.10337045,512,17
od_hotspot_bfs,62,11394389733,0.06867208,512,12
od_hotspot_bfs,63,8796415614,0.10919503,512,35
od_hotspot_bfs,64,1548181545,0.12418092,512,26
od_hotspot_bfs,65,4422206029,0.04097226,512,26
od_hotspot_bfs,66,1225943147,0.07934451,512,39
od_hotspot_bfs,67,3497980301,0.04918933,512,31
od_hotspot_bfs,68,4412467945,0.15843698,512,29
od_hotspot_bfs,69,430023282,0.17904073,512,44
od_hotspot_bfs,70,3846228829,0.0137558,512,25
od_hotspot_bfs,71,9768847579,0.0603154,512,31
od_hotspot_bfs,72,1146569953,0.08353801,512,28
od_hotspot_bfs,73,2498351413,0.01123727,512,23
od_hotspot_bfs,74,1322943772,0.04304912,512,30
od_hotspot_bfs,75,1438123552,0.05313949,512,37
od_hotspot_bfs,76,1325753247,0.00915987,512,33
od_hotspot_bfs,77,12069899729,0.02049129,512,36
od_hotspot_bfs,78,7498191983,0.07389255,512,25
od_hotspot_bfs,79,292783608,0.05578716,512,28
od_hotspot_bfs,80,1194769884,0.00950724,512,26
od_hotspot_bfs,81,12069927743,0.03440069,512,26
od_hotspot_bfs,82,12776717220,0.00566287,512,26
od_hotspot_bfs,83,25507448,0.0569394,512,21
od_hotspot_bfs,84,5378406146,0.09582109,512,39
od_hotspot_bfs,85,4337142602,0.00234034,512,14
od_hotspot_bfs,86,9664437842,0.01352067,512,34
od_hotspot_bfs,87,2082706048,0.0256536,512,29
od_hotspot_bfs,88,12463880388,0.03371243,512,22
od_hotspot_bfs,89,1188391452,0.02137165,512,33
od_hotspot_bfs,90,4763870029,0.10522556,512,32
od_hotspot_bfs,91,12486965432,0.00907273,512,15
od_hotspot_bfs,92,4722554957,0.00310024,512,29
od_hotspot_bfs,93,276928791,0.00905442,512,25
od_hotspot_bfs,94,13370297429,0.0273718,512,22
od_hotspot_bfs,95,1199517287,0.00058834,512,28
od_hotspot_bfs,96,447549060,0.01160353,512,36
od_hotspot_bfs,97,12546254893,0.00348891,512,20
od_hotspot_bfs,98,26122989,0.01928795,512,8
od_hotspot_bfs,99,7671746643,0.00377713,512,17
