epoch,train_loss,train_huber,train_rank,train_full_pairwise_loss,train_pairwise_accuracy,train_pre_step_prediction_mean,train_pre_step_prediction_std,train_pre_step_prediction_min,train_pre_step_prediction_max,validation_loss,validation_huber,validation_rank,validation_pairwise_accuracy,validation_spearman,validation_post_step_prediction_mean,validation_post_step_prediction_std,validation_post_step_prediction_min,validation_post_step_prediction_max,scaler_scale_before,scaler_scale_after,optimizer_state_step_before,optimizer_state_step_after,optimizer_step_skipped,optimizer_step_effective,gradient_norm_before_clip,gradient_norm_after_clip,parameter_delta_norm,learning_rate,trainable_scope,trainable_parameter_count
19,0.3626158833503723,0.0,0.3626158833503723,0.3626158833503723,0.8893823623657227,1.0476293563842773,2.703237295150757,-0.5475695729255676,15.548553466796875,0.33640632033348083,1.3114463090896606,0.33640632033348083,0.901427686214447,0.9431155282570449,1.769819736480713,3.880321979522705,-0.4209117591381073,19.900205612182617,1.0,1.0,18,19,0,1,0.19212070107460022,0.19212070107460022,1.7061041593551636,0.005,all,418183
20,0.3404385447502136,0.0,0.3404385447502136,0.3404385447502136,0.8898477554321289,1.6142314672470093,3.452946901321411,-0.44431066513061523,20.05372428894043,0.31481894850730896,1.9584858417510986,0.31481894850730896,0.9004344940185547,0.9419241334609093,2.4515726566314697,5.036579608917236,-0.3848876953125,26.0872745513916,1.0,1.0,19,20,0,1,0.19377239048480988,0.19377239048480988,1.683626413345337,0.005,all,418183
21,0.32245510816574097,0.0,0.32245510816574097,0.32245510816574097,0.888837456703186,2.2518908977508545,4.478369235992432,-0.4247579872608185,26.11064910888672,0.2969086468219757,2.633906126022339,0.2969086468219757,0.9004966020584106,0.9416319433727378,3.1024909019470215,6.555703163146973,-0.5910177230834961,34.0139274597168,1.0,1.0,20,21,0,1,0.1317901909351349,0.1317901909351349,1.745395302772522,0.005,all,418183
22,0.3095959722995758,0.0,0.3095959722995758,0.3095959722995758,0.8878214955329895,2.844517707824707,5.823256969451904,-0.6468928456306458,33.8244514465332,0.28468841314315796,4.151795864105225,0.28468841314315796,0.9008690118789673,0.9424097451567435,4.691606521606445,8.374761581420898,-0.08535990118980408,44.32475662231445,1.0,1.0,21,22,0,1,0.09037681668996811,0.09037681668996811,1.6889013051986694,0.005,all,418183
23,0.30181366205215454,0.0,0.30181366205215454,0.30181366205215454,0.8893000483512878,4.363717555999756,7.439342498779297,-0.13850876688957214,43.85531997680664,0.278179794549942,5.5941338539123535,0.278179794549942,0.900682806968689,0.9421196127452494,6.1353654861450195,10.41224479675293,0.11714285612106323,55.46840286254883,1.0,1.0,22,23,0,1,0.047500964254140854,0.047500964254140854,1.7036203145980835,0.005,all,418183
24,0.29944124817848206,0.0,0.29944124817848206,0.29944124817848206,0.890080451965332,5.726804733276367,9.2507905960083,0.06963592767715454,54.573299407958984,0.2768864929676056,6.0596723556518555,0.2768864929676056,0.9001862406730652,0.9415578670123563,6.581309795379639,12.454739570617676,-0.5735990405082703,65.53325653076172,1.0,1.0,23,24,0,1,0.09117507934570312,0.09117507934570312,1.7674447298049927,0.005,all,418183
25,0.30402669310569763,0.0,0.30402669310569763,0.30402669310569763,0.8877732753753662,6.084150791168213,11.054786682128906,-0.6840351819992065,63.97401809692383,0.2786746323108673,7.12860107421875,0.2786746323108673,0.8999999761581421,0.9415125981254565,7.656174182891846,14.171095848083496,-0.5618817210197449,74.49473571777344,1.0,1.0,24,25,0,1,0.0918542668223381,0.0918542668223381,1.6525958776474,0.005,all,418183
26,0.3080632984638214,0.0,0.3080632984638214,0.3080632984638214,0.888215959072113,7.080117225646973,12.572104454040527,-0.6943658590316772,72.23973846435547,0.28122371435165405,7.907114028930664,0.28122371435165405,0.9005586504936218,0.9420743438583495,8.438006401062012,15.344135284423828,-0.5451920628547668,80.39733123779297,1.0,1.0,25,26,0,1,0.13562795519828796,0.13562795519828796,1.5977784395217896,0.005,all,418183
27,0.31078171730041504,0.0,0.31078171730041504,0.31078171730041504,0.888874351978302,7.799116134643555,13.599361419677734,-0.6968514919281006,77.47075653076172,0.28282126784324646,8.307358741760254,0.28282126784324646,0.9005586504936218,0.9421072666851857,8.839808464050293,15.866257667541504,-0.531944215297699,82.69808959960938,1.0,1.0,26,27,0,1,0.16477476060390472,0.16477476060390472,1.5772243738174438,0.005,all,418183
28,0.3106130361557007,0.0,0.3106130361557007,0.3106130361557007,0.8896207213401794,8.16000747680664,14.04068660736084,-0.6967923641204834,79.20767211914062,0.28255608677864075,8.326159477233887,0.28255608677864075,0.9003103375434875,0.9418912106340731,8.859004020690918,15.763267517089844,-0.5273244380950928,81.62580108642578,1.0,1.0,27,28,0,1,0.17714326083660126,0.17714326083660126,1.558686375617981,0.005,all,418183
29,0.3073239326477051,0.0,0.3073239326477051,0.3073239326477051,0.8902507424354553,8.162174224853516,13.921710014343262,-0.6984388828277588,78.39427947998047,0.2805141806602478,8.024620056152344,0.2805141806602478,0.8997517228126526,0.9418624031605913,8.556892395019531,15.158784866333008,-0.5332822203636169,77.9508285522461,1.0,1.0,28,29,0,1,0.17393441498279572,0.17393441498279572,1.520498514175415,0.005,all,418183
30,0.30171021819114685,0.0,0.30171021819114685,0.30171021819114685,0.8907445073127747,7.8647589683532715,13.355469703674316,-0.7052130103111267,75.51322174072266,0.27745991945266724,7.503997325897217,0.27745991945266724,0.899255096912384,0.9413294649011801,8.03482723236084,14.228242874145508,-0.5473368167877197,72.68231201171875,1.0,1.0,29,30,0,1,0.15813541412353516,0.15813541412353516,1.4951666593551636,0.005,all,418183
31,0.29498788714408875,0.0,0.29498788714408875,0.29498788714408875,0.891221284866333,7.363559246063232,12.500955581665039,-0.7155375480651855,70.93883514404297,0.2742845118045807,6.863849639892578,0.2742845118045807,0.8995654582977295,0.941843884070496,7.392270565032959,13.130398750305176,-0.5661473870277405,66.69652557373047,1.0,1.0,30,31,0,1,0.13357391953468323,0.13357391953468323,1.4677153825759888,0.005,all,418183
32,0.2883376479148865,0.0,0.2883376479148865,0.2883376479148865,0.8917009234428406,6.752661228179932,11.503628730773926,-0.7278848886489868,65.5244369506836,0.2716957628726959,6.191391468048096,0.2716957628726959,0.8991310000419617,0.9417224811465374,6.7164225578308105,11.998887062072754,-0.5866872072219849,60.651546478271484,1.0,1.0,31,32,0,1,0.10368030518293381,0.10368030518293381,1.4396995306015015,0.005,all,418183
33,0.282706618309021,0.0,0.282706618309021,0.282706618309021,0.8919023871421814,6.114214897155762,10.484480857849121,-0.7405301332473755,59.92849349975586,0.2700171172618866,5.554111480712891,0.2700171172618866,0.8996896147727966,0.9420434787081906,6.075031280517578,10.932984352111816,-0.6049003601074219,55.03023910522461,1.0,1.0,32,33,0,1,0.07198681682348251,0.07198681682348251,1.41241455078125,0.005,all,418183
34,0.2785385847091675,0.0,0.2785385847091675,0.2785385847091675,0.8920981884002686,5.510973930358887,9.531578063964844,-0.7512180209159851,54.623958587646484,0.26929545402526855,4.998538970947266,0.26929545402526855,0.8999999761581421,0.9424776484870933,5.515203475952148,10.000833511352539,-0.6183806657791138,50.15081024169922,1.0,1.0,33,34,0,1,0.04157668352127075,0.04157668352127075,1.4423322677612305,0.005,all,418183
35,0.2758311927318573,0.0,0.2758311927318573,0.2758311927318573,0.8923450708389282,4.986728191375732,8.706205368041992,-0.7597814798355103,49.968292236328125,0.26927176117897034,4.549755096435547,0.26927176117897034,0.9010552167892456,0.9434077183452164,5.062951564788818,9.2360258102417,-0.6270627975463867,46.18008804321289,1.0,1.0,34,35,0,1,0.016867831349372864,0.016867831349372864,1.5108176469802856,0.005,all,418183
36,0.27424049377441406,0.0,0.27424049377441406,0.27424049377441406,0.8926913142204285,4.564414978027344,8.034839630126953,-0.7639703750610352,46.12839889526367,0.2695007026195526,4.2211408615112305,0.2695007026195526,0.9016138911247253,0.943911849131146,4.73245096206665,8.653599739074707,-0.6336680054664612,43.17917251586914,1.0,1.0,35,36,0,1,0.01802704855799675,0.01802704855799675,1.6397302150726318,0.005,all,418183
37,0.27327245473861694,0.0,0.27327245473861694,0.27327245473861694,0.8931850790977478,4.256431579589844,7.5295867919921875,-0.7623587846755981,43.1934814453125,0.2695644199848175,4.01092004776001,0.2695644199848175,0.9021105170249939,0.9446896509151517,4.521678924560547,8.255219459533691,-0.6404228210449219,41.11764907836914,1.0,1.0,36,37,0,1,0.03423452749848366,0.03423452749848366,1.7814432382583618,0.005,all,418183
38,0.27231255173683167,0.0,0.27231255173683167,0.27231255173683167,0.8936334848403931,4.059791564941406,7.189761638641357,-0.7619501352310181,41.15438461303711,0.2689114809036255,3.9053399562835693,0.2689114809036255,0.9018000960350037,0.9449118799962962,4.4155683517456055,8.032012939453125,-0.6570640802383423,39.93968200683594,1.0,1.0,37,38,0,1,0.046532709151506424,0.046532709151506424,1.9154027700424194,0.005,all,418183
39,0.2710709571838379,0.0,0.2710709571838379,0.2710709571838379,0.8944933414459229,3.9606544971466064,7.007363319396973,-0.7718836069107056,39.96611785888672,0.2674538493156433,3.9036078453063965,0.2674538493156433,0.9024208784103394,0.9459036801547372,4.413702964782715,7.974396228790283,-0.6838773488998413,39.59369659423828,1.0,1.0,38,39,0,1,0.053743503987789154,0.053743503987789154,2.0404186248779297,0.005,all,418183
40,0.269232839345932,0.0,0.269232839345932,0.269232839345932,0.8954100012779236,3.9582440853118896,6.974026679992676,-0.7925284504890442,39.58305740356445,0.26551204919815063,4.012334823608398,0.26551204919815063,0.9028553366661072,0.9466259246684569,4.524813652038574,8.066967964172363,-0.7096220254898071,40.01705551147461,1.0,1.0,39,40,0,1,0.05526105314493179,0.05526105314493179,2.156696319580078,0.005,all,418183
