method,train_query_count,evaluation_split,evaluation_query_count,region_count,region_size,shortcut_count,internal_node_count,compressed_node_count,compressed_edge_count,fallback_query_count,fallback_rate_pct,preprocessing_seconds,evaluation_wall_seconds,baseline_avg_ms,indexed_avg_ms,elapsed_change_pct,baseline_p95_ms,indexed_p95_ms,p95_change_pct,baseline_avg_expanded,indexed_avg_expanded,expanded_change_pct,faster_query_rate_pct,correctness_rate
gnn_v1_budget_matched,68657,validation,14712,85,512,40185,40904,92935,191934,6385,43.39994562262099,99.48179762600921,40.33526052394882,12.304134482983184,10.828346054299743,-11.994248199452628,54.91595678031446,47.89359295973556,-12.787474228430796,10296.482803153887,8385.848219140837,-18.55618681194523,66.46275149537793,1
